"State","HCAHPS Measures","HCAHPS Measure Code","HCAHPS Response Categories","HCAHPS Response Category Percent"
"NV","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)",17
"NV","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)",27
"NV","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)",56
"NV","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well",70
"NV","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well",10
"NV","How often did doctors communicate well with patients?","H_COMP_2_U_P","Doctors usually communicated well",20
"NV","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well",64
"NV","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well",11
"NV","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well",25
"NV","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted",52
"NV","How often did patients receive help quickly from hospital staff?","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted",19
"NV","How often did patients receive help quickly from hospital staff?","H_COMP_3_U_P","Patients usually received help as soon as they wanted",29
"NV","How often did staff explain about medicines before giving them to patients?","H_COMP_5_A_P","Staff always explained",52
"NV","How often did staff explain about medicines before giving them to patients?","H_COMP_5_SN_P","Staff sometimes or never explained",30
"NV","How often did staff explain about medicines before giving them to patients?","H_COMP_5_U_P","Staff usually explained",18
"NV","How often was patients&#39; pain well controlled?","H_COMP_4_A_P","Pain was always well controlled",63
"NV","How often was patients&#39; pain well controlled?","H_COMP_4_SN_P","Pain was sometimes or never well controlled",11
"NV","How often was patients&#39; pain well controlled?","H_COMP_4_U_P","Pain was usually well controlled",26
"NV","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night",50
"NV","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_SN_P","Sometimes or never quiet at night",17
"NV","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night",33
"NV","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean",62
"NV","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean",15
"NV","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean",23
"NV","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information",22
"NV","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information",78
"NV","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",11
"NV","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital",61
"NV","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital",28
"NY","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)",13
"NY","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)",30
"NY","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)",57
"NY","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well",76
"NY","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well",6
"NY","How often did doctors communicate well with patients?","H_COMP_2_U_P","Doctors usually communicated well",18
"NY","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well",70
"NY","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well",8
"NY","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well",22
"NY","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted",55
"NY","How often did patients receive help quickly from hospital staff?","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted",17
"NY","How often did patients receive help quickly from hospital staff?","H_COMP_3_U_P","Patients usually received help as soon as they wanted",28
"NY","How often did staff explain about medicines before giving them to patients?","H_COMP_5_A_P","Staff always explained",55
"NY","How often did staff explain about medicines before giving them to patients?","H_COMP_5_SN_P","Staff sometimes or never explained",26
"NY","How often did staff explain about medicines before giving them to patients?","H_COMP_5_U_P","Staff usually explained",19
"NY","How often was patients&#39; pain well controlled?","H_COMP_4_A_P","Pain was always well controlled",64
"NY","How often was patients&#39; pain well controlled?","H_COMP_4_SN_P","Pain was sometimes or never well controlled",10
"NY","How often was patients&#39; pain well controlled?","H_COMP_4_U_P","Pain was usually well controlled",26
"NY","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night",47
"NY","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_SN_P","Sometimes or never quiet at night",19
"NY","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night",34
"NY","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean",65
"NY","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean",12
"NY","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean",23
"NY","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information",21
"NY","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information",79
"NY","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",8
"NY","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital",62
"NY","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital",30
"OH","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)",9
"OH","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)",25
"OH","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)",66
"OH","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well",78
"OH","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well",5
"OH","How often did doctors communicate well with patients?","H_COMP_2_U_P","Doctors usually communicated well",17
"OH","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well",75
"OH","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well",5
"OH","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well",20
"OH","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted",63
"OH","How often did patients receive help quickly from hospital staff?","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted",10
"OH","How often did patients receive help quickly from hospital staff?","H_COMP_3_U_P","Patients usually received help as soon as they wanted",27
"OH","How often did staff explain about medicines before giving them to patients?","H_COMP_5_A_P","Staff always explained",58
"OH","How often did staff explain about medicines before giving them to patients?","H_COMP_5_SN_P","Staff sometimes or never explained",23
"OH","How often did staff explain about medicines before giving them to patients?","H_COMP_5_U_P","Staff usually explained",19
"OH","How often was patients&#39; pain well controlled?","H_COMP_4_A_P","Pain was always well controlled",68
"OH","How often was patients&#39; pain well controlled?","H_COMP_4_SN_P","Pain was sometimes or never well controlled",7
