"State","Diagnosis Related Group ID","Diagnosis Related Group Name","Medicare Average Payment Range","Number Of Cases"
"MN","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","10285 - 10980","424"
"MN","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","7118 - 7670","389"
"MO","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6263 - 6977","719"
"MO","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","8990 - 10071","719"
"MO","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","13219 - 14864","553"
"MO","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","10507 - 11859","3976"
"MO","243","Permanent cardiac pacemaker implant w CC","14144 - 16225","805"
"MO","244","Permanent cardiac pacemaker implant w/o CC/MCC","10948 - 13075","838"
"MO","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","19196 - 23280","106"
"MO","353","Hernia procedures except inguinal and femoral w MCC","13933 - 17845","116"
"MO","355","Hernia procedures except inguinal and femoral w/o CC/MCC","5470 - 6494","326"
"MO","354","Hernia procedures except inguinal and femoral w CC","7892 - 9887","239"
"MO","330","Major small and large bowel procedures w CC","13728 - 16291","1472"
"MO","331","Major small and large bowel procedures w/o CC/MCC","8767 - 10057","646"
"MO","469","Major joint replacement or reattachment of lower extremity w MCC","16627 - 20076","971"
"MO","468","Revision of hip or knee replacement w/o CC/MCC","13413 - 15866","333"
"MO","470","Major joint replacement or reattachment of lower extremity w/o MCC","11283 - 12617","10454"
"MO","466","Revision of hip or knee replacement w MCC","24184 - 32280","139"
"MO","460","Spinal fusion except cervical w/o MCC","20387 - 23387","1887"
"MO","472","Cervical spinal fusion w CC","15397 - 20366","227"
"MO","471","Cervical spinal fusion w MCC","25774 - 34197","101"
"MO","473","Cervical spinal fusion w/o CC/MCC","10733 - 12243","853"
"MO","328","Stomach, esophageal duodenal proc w/o CC/MCC","8007 - 10330","237"
"MO","329","Major small and large bowel procedures w MCC","27388 - 34951","1237"
"MO","462","Bilateral or multiple major joint procs of lower extremity w/o MCC","16534 - 22972","274"
"MO","461","Bilateral or multiple major joint procs of lower extremity w MCC","26604 - 33776","24"
"MO","507","Major shoulder or elbow joint procedures w CC/MCC","10174 - 13226","15"
"MO","508","Major shoulder or elbow joint procedures w/o CC/MCC","7083 - 9306","16"
"MO","491","Back and neck proc exc spinal fusion w/o CC/MCC","5242 - 5893","906"
"MO","459","Spinal fusion except cervical w MCC","32714 - 37100","147"
"MO","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","9753 - 10894","467"
"MP","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","2166","*"
"MS","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6200 - 6950","524"
"MS","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","13693 - 15015","326"
"MS","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","9176 - 10115","393"
"MS","244","Permanent cardiac pacemaker implant w/o CC/MCC","11315 - 12291","496"
"MS","243","Permanent cardiac pacemaker implant w CC","14680 - 15905","369"
"MS","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","11035 - 11938","1538"
"MS","331","Major small and large bowel procedures w/o CC/MCC","9051 - 9776","385"
"MS","330","Major small and large bowel procedures w CC","13660 - 15447","683"
"MS","354","Hernia procedures except inguinal and femoral w CC","8022 - 8791","84"
"MS","355","Hernia procedures except inguinal and femoral w/o CC/MCC","5604 - 6028","211"
"MS","353","Hernia procedures except inguinal and femoral w MCC","14399 - 16718","44"
"MS","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","20222 - 22671","62"
"MS","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","10068 - 10976","203"
"MS","459","Spinal fusion except cervical w MCC","35023 - 42024","19"
"MS","491","Back and neck proc exc spinal fusion w/o CC/MCC","5473 - 5944","366"
"MS","508","Major shoulder or elbow joint procedures w/o CC/MCC","7214 - 7857","11"
"MS","507","Major shoulder or elbow joint procedures w CC/MCC","10305 - 11343","*"
"MS","461","Bilateral or multiple major joint procs of lower extremity w MCC","28205 - 39066","*"
"MS","462","Bilateral or multiple major joint procs of lower extremity w/o MCC","18528 - 19781","58"
"MS","329","Major small and large bowel procedures w MCC","27675 - 32146","597"
"MS","328","Stomach, esophageal duodenal proc w/o CC/MCC","7501 - 8485","159"
"MS","473","Cervical spinal fusion w/o CC/MCC","11892 - 12474","457"
"MS","471","Cervical spinal fusion w MCC","27615 - 29106","39"
"MS","472","Cervical spinal fusion w CC","15898 - 17066","100"
"MS","460","Spinal fusion except cervical w/o MCC","21433 - 23179","586"
"MS","466","Revision of hip or knee replacement w MCC","25060 - 28626","41"
"MS","470","Major joint replacement or reattachment of lower extremity w/o MCC","11713 - 12639","4504"
"MS","468","Revision of hip or knee replacement w/o CC/MCC","14081 - 15562","176"
"MS","469","Major joint replacement or reattachment of lower extremity w MCC","17648 - 20495","346"
"MT","469","Major joint replacement or reattachment of lower extremity w MCC","17765 - 20649","124"
"MT","468","Revision of hip or knee replacement w/o CC/MCC","13439 - 15877","85"
"MT","470","Major joint replacement or reattachment of lower extremity w/o MCC","11007 - 12196","2028"
"MT","466","Revision of hip or knee replacement w MCC","23539 - 27546","24"
"MT","460","Spinal fusion except cervical w/o MCC","20843 - 23403","397"
"MT","472","Cervical spinal fusion w CC","16201 - 17091","27"
"MT","471","Cervical spinal fusion w MCC","25326 - 27303","11"
"MT","473","Cervical spinal fusion w/o CC/MCC","10701 - 12433","131"
"MT","328","Stomach, esophageal duodenal proc w/o CC/MCC","7436 - 8248","45"
"MT","329","Major small and large bowel procedures w MCC","27398 - 30409","171"
"MT","462","Bilateral or multiple major joint procs of lower extremity w/o MCC","18718 - 22314","56"
"MT","461","Bilateral or multiple major joint procs of lower extremity w MCC","29193 - 31752","*"
"MT","507","Major shoulder or elbow joint procedures w CC/MCC","10708 - 10761","*"
"MT","508","Major shoulder or elbow joint procedures w/o CC/MCC","7569 - 8263","*"
"MT","491","Back and neck proc exc spinal fusion w/o CC/MCC","5621 - 5921","192"
"MT","459","Spinal fusion except cervical w MCC","32831 - 47194","20"
"MT","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","10460 - 10993","96"
"MT","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","21034 - 22762","21"
"MT","353","Hernia procedures except inguinal and femoral w MCC","14479 - 15861","*"
"MT","355","Hernia procedures except inguinal and femoral w/o CC/MCC","5559 - 6143","37"
"MT","354","Hernia procedures except inguinal and femoral w CC","8055 - 8483","30"
"MT","330","Major small and large bowel procedures w CC","13519 - 15507","214"
"MT","331","Major small and large bowel procedures w/o CC/MCC","8857 - 9903","88"
"MT","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","10193 - 11313","342"
"MT","243","Permanent cardiac pacemaker implant w CC","14483 - 15228","107"
"MT","244","Permanent cardiac pacemaker implant w/o CC/MCC","11192 - 11759","118"
"MT","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","9189 - 10149","72"
"MT","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","14055 - 14936","50"
"MT","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6368 - 6706","69"
"NC","469","Major joint replacement or reattachment of lower extremity w MCC","17171 - 21009","1446"
"NC","461","Bilateral or multiple major joint procs of lower extremity w MCC","26051 - 28776","23"
"NC","470","Major joint replacement or reattachment of lower extremity w/o MCC","11712 - 13061","15276"
"NC","468","Revision of hip or knee replacement w/o CC/MCC","14299 - 16667","551"
"NC","466","Revision of hip or knee replacement w MCC","22939 - 31658","165"
"NC","472","Cervical spinal fusion w CC","16566 - 19962","381"
"NC","460","Spinal fusion except cervical w/o MCC","22023 - 26925","2587"
"NC","471","Cervical spinal fusion w MCC","28549 - 33506","102"
"NC","473","Cervical spinal fusion w/o CC/MCC","11893 - 13807","1190"
"NC","328","Stomach, esophageal duodenal proc w/o CC/MCC","8299 - 10212","348"
"NC","329","Major small and large bowel procedures w MCC","29288 - 36033","1552"
"NC","462","Bilateral or multiple major joint procs of lower extremity w/o MCC","18412 - 20279","328"
"NC","508","Major shoulder or elbow joint procedures w/o CC/MCC","7215 - 8201","32"
"NC","507","Major shoulder or elbow joint procedures w CC/MCC","10935 - 12721","21"
"NC","491","Back and neck proc exc spinal fusion w/o CC/MCC","5653 - 6291","1310"
"NC","459","Spinal fusion except cervical w MCC","34953 - 44956","208"
"NC","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","10518 - 12231","596"
"NC","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","20751 - 24631","182"
"NC","355","Hernia procedures except inguinal and femoral w/o CC/MCC","5855 - 6637","469"
"NC","353","Hernia procedures except inguinal and femoral w MCC","15057 - 18398","137"
"NC","354","Hernia procedures except inguinal and femoral w CC","8529 - 10479","315"
"NC","331","Major small and large bowel procedures w/o CC/MCC","9301 - 10890","913"
"NC","330","Major small and large bowel procedures w CC","14471 - 17223","1932"
"NC","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","11841 - 13199","3838"
"NC","243","Permanent cardiac pacemaker implant w CC","15311 - 18021","1014"
"NC","244","Permanent cardiac pacemaker implant w/o CC/MCC","11898 - 13729","1232"
"NC","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","9499 - 10406","899"
"NC","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","14075 - 15559","770"
"NC","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6598 - 7200","989"
"ND","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6115 - 6770","77"
"ND","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","12976 - 13441","67"
"ND","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","9008 - 9747","71"
"ND","244","Permanent cardiac pacemaker implant w/o CC/MCC","10642 - 11880","122"
"ND","243","Permanent cardiac pacemaker implant w CC","13733 - 15339","137"
"ND","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","10316 - 11422","675"
"ND","330","Major small and large bowel procedures w CC","13478 - 14889","145"
"ND","331","Major small and large bowel procedures w/o CC/MCC","8787 - 9507","79"
"ND","354","Hernia procedures except inguinal and femoral w CC","7844 - 8564","24"
"ND","353","Hernia procedures except inguinal and femoral w MCC","13968 - 15891","13"
"ND","355","Hernia procedures except inguinal and femoral w/o CC/MCC","5315 - 5891","32"
"ND","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","16495 - 20132","24"
"ND","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","9449 - 9775","109"
"ND","459","Spinal fusion except cervical w MCC","27295 - 33058","14"
"ND","491","Back and neck proc exc spinal fusion w/o CC/MCC","5137 - 5322","173"
"ND","507","Major shoulder or elbow joint procedures w CC/MCC","9979 - 11420","*"
"ND","508","Major shoulder or elbow joint procedures w/o CC/MCC","6784 - 7879","18"
"ND","462","Bilateral or multiple major joint procs of lower extremity w/o MCC","17195 - 17915","55"
"ND","329","Major small and large bowel procedures w MCC","25638 - 29993","172"
"ND","328","Stomach, esophageal duodenal proc w/o CC/MCC","7561 - 7696","30"
"ND","473","Cervical spinal fusion w/o CC/MCC","10683 - 11196","56"
"ND","471","Cervical spinal fusion w MCC","24628 - 25810","*"
"ND","460","Spinal fusion except cervical w/o MCC","19747 - 20442","115"
"ND","472","Cervical spinal fusion w CC","14636 - 15180","17"
"ND","466","Revision of hip or knee replacement w MCC","23955 - 27721","26"
"ND","468","Revision of hip or knee replacement w/o CC/MCC","13868 - 15025","30"
"ND","470","Major joint replacement or reattachment of lower extremity w/o MCC","11354 - 12285","2060"
"ND","461","Bilateral or multiple major joint procs of lower extremity w MCC","25410 - 45068","*"
"ND","469","Major joint replacement or reattachment of lower extremity w MCC","16909 - 19341","180"
"NE","469","Major joint replacement or reattachment of lower extremity w MCC","17954 - 22066","267"
"NE","468","Revision of hip or knee replacement w/o CC/MCC","14447 - 17380","147"
"NE","470","Major joint replacement or reattachment of lower extremity w/o MCC","11581 - 14060","4137"
"NE","466","Revision of hip or knee replacement w MCC","26751 - 36812","49"
"NE","460","Spinal fusion except cervical w/o MCC","20842 - 25553","531"
"NE","471","Cervical spinal fusion w MCC","27349 - 37739","25"
"NE","472","Cervical spinal fusion w CC","16288 - 19050","68"
"NE","473","Cervical spinal fusion w/o CC/MCC","11751 - 13799","215"
"NE","328","Stomach, esophageal duodenal proc w/o CC/MCC","8350 - 11382","96"
"NE","329","Major small and large bowel procedures w MCC","28876 - 37694","361"
"NE","462","Bilateral or multiple major joint procs of lower extremity w/o MCC","19159 - 22025","77"
"NE","461","Bilateral or multiple major joint procs of lower extremity w MCC","31114 - 34165","*"
"NE","508","Major shoulder or elbow joint procedures w/o CC/MCC","6942 - 7570","11"
"NE","507","Major shoulder or elbow joint procedures w CC/MCC","10676 - 10908","*"
"NE","491","Back and neck proc exc spinal fusion w/o CC/MCC","5350 - 6559","376"
"NE","459","Spinal fusion except cervical w MCC","33781 - 40844","33"
"NE","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","10385 - 12278","178"
"NE","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","20207 - 25179","36"
"NE","355","Hernia procedures except inguinal and femoral w/o CC/MCC","5590 - 7206","109"
"NE","353","Hernia procedures except inguinal and femoral w MCC","14912 - 18591","34"
"NE","354","Hernia procedures except inguinal and femoral w CC","8403 - 10577","90"
"NE","331","Major small and large bowel procedures w/o CC/MCC","9028 - 10881","164"
"NE","330","Major small and large bowel procedures w CC","14160 - 17207","434"
"NE","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","10485 - 13171","904"
"NE","243","Permanent cardiac pacemaker implant w CC","14006 - 17294","315"
"NE","244","Permanent cardiac pacemaker implant w/o CC/MCC","11045 - 13566","261"
"NE","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","9536 - 11155","216"
"NE","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","14117 - 16665","135"
"NE","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6653 - 7807","166"
"NH","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","6801 - 7193","79"
"NH","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","11521 - 16178","482"
"NH","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","14426 - 15363","64"
"NH","244","Permanent cardiac pacemaker implant w/o CC/MCC","11992 - 14301","202"
"NH","243","Permanent cardiac pacemaker implant w CC","15468 - 21507","183"
"NH","330","Major small and large bowel procedures w CC","14990 - 18364","234"
"NH","331","Major small and large bowel procedures w/o CC/MCC","9607 - 10190","112"
"NH","353","Hernia procedures except inguinal and femoral w MCC","15228 - 21472","16"
"NH","354","Hernia procedures except inguinal and femoral w CC","8933 - 12130","32"
"NH","355","Hernia procedures except inguinal and femoral w/o CC/MCC","5957 - 6277","26"
"NH","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","21947 - 32482","22"
"NH","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","9861 - 10489","90"
"NH","491","Back and neck proc exc spinal fusion w/o CC/MCC","5719 - 6119","147"
"NH","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","10632 - 11318","58"
"NH","459","Spinal fusion except cervical w MCC","36552 - 49264","*"
"NH","507","Major shoulder or elbow joint procedures w CC/MCC","10844 - 11095","*"
