"Provider Number","Hospital Name","Condition","Measure Name","Category","Footnote"
"270086","CENTRAL MONTANA SURGICAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack",,"5         "
"270086","CENTRAL MONTANA SURGICAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure",,"5         "
"270087","HEALTH CENTER NORTHWEST","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack",,"5         "
"270087","HEALTH CENTER NORTHWEST","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"271300","POPLAR COMMUNITY HOSPITAL - CAH","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"271300","POPLAR COMMUNITY HOSPITAL - CAH","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"271304","MISSOURI RIVER MEDICAL CENTER - CAH","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack",,"5         "
"271304","MISSOURI RIVER MEDICAL CENTER - CAH","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"271305","MCCONE COUNTY HEALTH CENTER - CAH","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack",,"5         "
"271305","MCCONE COUNTY HEALTH CENTER - CAH","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"271306","MOUNTAIN VIEW MEDICAL CENTER - CAH","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"271306","MOUNTAIN VIEW MEDICAL CENTER - CAH","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"271307","TETON MEDICAL CENTER - CAH","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack",,"5         "
"271307","TETON MEDICAL CENTER - CAH","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"271308","ROOSEVELT MEMORIAL MEDICAL CTR - CAH","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"271308","ROOSEVELT MEMORIAL MEDICAL CTR - CAH","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"271309","PRAIRIE COMMUNITY - CAH","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack",,"5         "
"271309","PRAIRIE COMMUNITY - CAH","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"271310","GARFIELD COUNTY HEALTH CENTER INC - CAH","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack",,"5         "
"271310","GARFIELD COUNTY HEALTH CENTER INC - CAH","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure",,"5         "
"271313","PIONEER MEDICAL CENTER - CAH","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack",,"5         "
"271313","PIONEER MEDICAL CENTER - CAH","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"271316","FRANCES MAHON DEACONESS HOSPITAL - CAH","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"271316","FRANCES MAHON DEACONESS HOSPITAL - CAH","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"271317","LIVINGSTON HEALTHCARE - CAH","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"271317","LIVINGSTON HEALTHCARE - CAH","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"271318","BARRETT MEMORIAL HOSPITAL - CAH","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"271318","BARRETT MEMORIAL HOSPITAL - CAH","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"271320","ST JOHN'S LUTHERAN HOSPITAL - CAH","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"271320","ST JOHN'S LUTHERAN HOSPITAL - CAH","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"271322","SHERIDAN MEMORIAL CAH","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"271322","SHERIDAN MEMORIAL CAH","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"271323","CLARK FORK VALLEY HOSPITAL - CAH","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"271323","CLARK FORK VALLEY HOSPITAL - CAH","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"271324","PONDERA MEDICAL CENTER - CAH","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"271324","PONDERA MEDICAL CENTER - CAH","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"271325","ST LUKE COMMUNITY HOSPITAL - CAH","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"271325","ST LUKE COMMUNITY HOSPITAL - CAH","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"271328","MARIAS MEDICAL CENTER - CAH","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"271328","MARIAS MEDICAL CENTER - CAH","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"271330","STILLWATER COMMUNITY HOSPITAL - CAH","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack",,"5         "
"271330","STILLWATER COMMUNITY HOSPITAL - CAH","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"271332","GLENDIVE MEDICAL CENTER - CAH","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"271332","GLENDIVE MEDICAL CENTER - CAH","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"271335","COMMUNITY HOSPITAL OF ANACONDA - CAH","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"271335","COMMUNITY HOSPITAL OF ANACONDA - CAH","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"271336","NORTH VALLEY HOSPITAL - CAH","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"271336","NORTH VALLEY HOSPITAL - CAH","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"271339","PHS INDIAN HOSP CROW/NORTHERN CHEYENNE HOSP - CAH","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"271339","PHS INDIAN HOSP CROW/NORTHERN CHEYENNE HOSP - CAH","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"271340","MARCUS DALY MEMORIAL HOSPITAL - CAH","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"271340","MARCUS DALY MEMORIAL HOSPITAL - CAH","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"271341","TRINITY HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"271341","TRINITY HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"271342","DANIELS MEMORIAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack",,"5         "
"271342","DANIELS MEMORIAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"271343","ST JOSEPH HOSPITAL - CAH","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack",,"5         "
"271343","ST JOSEPH HOSPITAL - CAH","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"271344","SIDNEY HEALTH CENTER - CAH","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"271344","SIDNEY HEALTH CENTER - CAH","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"280003","BRYANLGH MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"280003","BRYANLGH MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"280009","GOOD SAMARITAN HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"280009","GOOD SAMARITAN HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"280013","THE NEBRASKA MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"280013","THE NEBRASKA MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"280020","SAINT ELIZABETH REGIONAL MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"280020","SAINT ELIZABETH REGIONAL MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"280023","ST FRANCIS MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"280023","ST FRANCIS MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"280030","CREIGHTON UNIVERSITY MEDICAL CENTER - SAINT JOSEPH","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"280030","CREIGHTON UNIVERSITY MEDICAL CENTER - SAINT JOSEPH","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"280032","MARY LANNING MEMORIAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"280032","MARY LANNING MEMORIAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"280040","THE NEBRASKA METHODIST HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"280040","THE NEBRASKA METHODIST HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"280060","ALEGENT HEALTH BERGAN MERCY MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"280060","ALEGENT HEALTH BERGAN MERCY MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"280061","REGIONAL WEST MED CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"280061","REGIONAL WEST MED CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"280065","GREAT PLAINS REGIONAL MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"280065","GREAT PLAINS REGIONAL MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"280077","FREMONT AREA MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"280077","FREMONT AREA MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"280081","ALEGENT HEALTH IMMANUEL MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"280081","ALEGENT HEALTH IMMANUEL MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"280105","ALEGENT HEALTH MIDLANDS HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"280105","ALEGENT HEALTH MIDLANDS HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"280111","COLUMBUS COMMUNITY HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"280111","COLUMBUS COMMUNITY HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"280119","P H S INDIAN HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack",,"5         "
"280119","P H S INDIAN HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"280123","BEATRICE STATE DEVELOPMENTAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack",,"5         "
"280123","BEATRICE STATE DEVELOPMENTAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure",,"5         "
"280125","FAITH REGIONAL HEALTH SERVICES","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"280125","FAITH REGIONAL HEALTH SERVICES","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Worse than U.S. National Rate",
"280127","LINCOLN SURGICAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack",,"5         "
"280127","LINCOLN SURGICAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure",,"5         "
"280128","NEBRASKA HEART HOSPITAL, LLC","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"280128","NEBRASKA HEART HOSPITAL, LLC","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"280129","NEBRASKA ORTHOPAEDIC HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack",,"5         "
"280129","NEBRASKA ORTHOPAEDIC HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure",,"5         "
"280130","ALEGENT HEALTH LAKESIDE HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
