"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Death from serious treatable complications after surgery","Footnote - Death from serious treatable complications after surgery","Collapsed lung due to medical treatment","Footnote - Collapsed lung due to medical treatment","Serious blood clots after surgery","Footnote - Serious blood clots after surgery","A wound that splits open after surgery","Footnote - A wound that splits open after surgery","Accidental cuts and tears from medical treatment","Footnote - Accidental cuts and tears from medical treatment","Serious Complications","Footnote - Serious Complications","Number of Patients - Death from serious treatable complications after surgery","Rate - Death from serious treatable complications after surgery","Lower Estimate - Death from serious treatable complications after surgery","Higher Estimate - Death from serious treatable complications after surgery","Number of Patients - Collapsed lung due to medical treatment","Rate - Collapsed lung due to medical treatment","Lower Estimate - Collapsed lung due to medical treatment","Higher Estimate - Collapsed lung due to medical treatment","Number of Patients - Serious blood clots after surgery","Rate - Serious blood clots after surgery","Lower Estimate - Serious blood clots after surgery","Higher Estimate - Serious blood clots after surgery","Number of Patients - A wound that splits open after surgery","Rate - A wound that splits open after surgery","Lower Estimate - A wound that splits open after surgery","Higher Estimate - A wound that splits open after surgery","Number of Patients - Accidental cuts and tears from medical treatment","Rate - Accidental cuts and tears from medical treatment","Lower Estimate - Accidental cuts and tears from medical treatment","Higher Estimate - Accidental cuts and tears from medical treatment","Number of Patients - Serious Complications","Rate - Serious Complications","Lower Estimate - Serious Complications","Higher Estimate - Serious Complications"
"391301","MUNCY VALLEY HOSPITAL","215 EAST WATER STREET","","","MUNCY","PA","17756","LYCOMING","5705468282","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"400103","SISTEMA INTEGRADOS DE SALUD DEL SUR OESTE INC","AVE HOSTOS 410","","","MAYAGUEZ","PR","00681","MAYAGUEZ","7876529200","Not Available","Data suppressed by CMS for one or more quarters.","Not Available","Data suppressed by CMS for one or more quarters.","Not Available","Data suppressed by CMS for one or more quarters.","Not Available","Data suppressed by CMS for one or more quarters.","Not Available","Data suppressed by CMS for one or more quarters.","Not Available","Data suppressed by CMS for one or more quarters.","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"050116","NORTHRIDGE HOSPITAL MEDICAL CENTER","18300 ROSCOE BLVD","","","NORTHRIDGE","CA","91325","LOS ANGELES","8188858500","No Different than U.S. National Rate","","No Different than U.S. National Rate","","No Different than U.S. National Rate","","No Different than U.S. National Rate","","No Different than U.S. National Rate","","No Different than U.S. National Rate","","87","91.30","50.23","132.37","8024","0.38","0.10","0.67","2044","3.43","1.03","5.82","261","0.47","0.00","2.11","8482","1.34","0.27","2.41","Not Available","0.52","0.30","0.74"
"131321","ST MARYS HOSPITAL","701 LEWISTON ST","","","COTTONWOOD","ID","83522","IDAHO","2089623251","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"520071","FORT HEALTHCARE","611 SHERMAN AVE E","","","FORT ATKINSON","WI","53538","JEFFERSON","9205685000","Number of Cases Too Small","The number of cases/patients is too few to report.","No Different than U.S. National Rate","","No Different than U.S. National Rate","","No Different than U.S. National Rate","","No Different than U.S. National Rate","","No Different than U.S. National Rate","","19","Not Available","Not Available","Not Available","2072","0.35","0.00","0.75","497","2.83","0.00","6.50","91","0.72","0.00","2.75","2156","2.32","0.62","4.03","Not Available","0.67","0.32","1.02"
"151327","SULLIVAN COUNTY COMMUNITY HOSPITAL","2200 N SECTION ST","","","SULLIVAN","IN","47882","SULLIVAN","8122684311","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"140048","ADVOCATE TRINITY HOSPITAL","2320 E 93RD ST","","","CHICAGO","IL","60617","COOK","7739672000","No Different than U.S. National Rate","","No Different than U.S. National Rate","","No Different than U.S. National Rate","","No Different than U.S. National Rate","","No Different than U.S. National Rate","","No Different than U.S. National Rate","","54","118.04","75.16","160.93","7381","0.42","0.10","0.74","903","7.32","4.09","10.54","218","0.50","0.00","2.21","7589","0.78","0.00","2.02","Not Available","0.60","0.34","0.87"
"420030","COLLETON MEDICAL CENTER","501 ROBERTSON BOULEVARD","","","WALTERBORO","SC","29488","COLLETON","8437822000","Number of Cases Too Small","The number of cases/patients is too few to report.","No Different than U.S. National Rate","","No Different than U.S. National Rate","","No Different than U.S. National Rate","","No Different than U.S. National Rate","","No Different than U.S. National Rate","","11","Not Available","Not Available","Not Available","3371","0.24","0.00","0.62","427","3.46","0.00","7.54","75","0.74","0.00","2.82","3483","1.21","0.00","2.92","Not Available","0.51","0.16","0.86"
"210044","GREATER BALTIMORE MEDICAL CENTER","6701 NORTH  CHARLES STREET","","","BALTIMORE","MD","21204","BALTIMORE","4438492000","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"210040","NORTHWEST HOSPITAL CENTER","5401 OLD COURT RD","","","RANDALLSTOWN","MD","21133","BALTIMORE","4105215995","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"230236","METRO HEALTH HOSPITAL","5900 BYRON CENTER AVENUE, SW","","","WYOMING","MI","49519","KENT","6162527200","No Different than U.S. National Rate","","No Different than U.S. National Rate","","No Different than U.S. National Rate","","No Different than U.S. National Rate","","Worse than U.S. National Rate","","No Different than U.S. National Rate","","64","115.95","74.15","157.74","5459","0.37","0.05","0.70","1548","1.62","0.00","4.40","188","2.00","0.24","3.75","5426","3.64","2.41","4.86","Not Available","0.79","0.54","1.05"
"390115","ARIA HEALTH","10800 KNIGHTS ROAD","","","PHILADELPHIA","PA","19114","PHILADELPHIA","2156124129","No Different than U.S. National Rate","","No Different than U.S. National Rate","","No Different than U.S. National Rate","","No Different than U.S. National Rate","","No Different than U.S. National Rate","","No Different than U.S. National Rate","","77","105.38","63.19","147.57","13724","0.42","0.18","0.66","2779","4.57","2.35","6.78","363","1.97","0.48","3.45","14585","1.57","0.64","2.49","Not Available","0.60","0.40","0.79"
"100259","SOUTH BAY HOSPITAL","4016 SUN CITY CENTER BLVD","","","SUN CITY CENTER","FL","33573","HILLSBOROUGH","8136343301","No Different than U.S. National Rate","","No Different than U.S. National Rate","","No Different than U.S. National Rate","","No Different than U.S. National Rate","","No Different than U.S. National Rate","","No Different than U.S. National Rate","","43","124.55","79.31","169.79","6777","0.18","0.00","0.51","1221","5.20","2.55","7.86","151","0.56","0.00","2.37","7215","1.34","0.04","2.63","Not Available","0.61","0.35","0.87"
"151315","CAMERON MEMORIAL COMMUNITY HOSPITAL INC","416 E MAUMEE ST","","","ANGOLA","IN","46703","STEUBEN","2606652141","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Results cannot be calculated for this reporting period.","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"220012","CAPE COD HOSPITAL","88 LEWIS BAY ROAD","","","HYANNIS","MA","02601","BARNSTABLE","5087711800","No Different than U.S. National Rate","","No Different than U.S. National Rate","","Better than U.S. National Rate","","No Different than U.S. National Rate","","No Different than U.S. National Rate","","No Different than U.S. National Rate","","88","118.96","79.45","158.47","16379","0.38","0.14","0.62","4434","1.57","0.00","3.26","397","0.40","0.00","1.91","16836","2.00","1.23","2.78","Not Available","0.49","0.33","0.65"
