"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Comparison to U S  Rate - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Comparison to U S  Rate - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Comparison to U S  Rate - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Number of Patients - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Footnote - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Hospital 30-Day Readmission Rates from Heart Attack","Comparison to U S  Rate - Hospital 30-Day Readmission Rates from Heart Attack","Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack","Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack","Number of Patients - Hospital 30-Day Readmission Rates from Heart Attack","Footnote - Hospital 30-Day Readmission Rates from Heart Attack","Hospital 30-Day Readmission Rates from Heart Failure","Comparison to U S  Rate - Hospital 30-Day Readmission Rates from Heart Failure","Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure","Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure","Number of Patients - Hospital 30-Day Readmission Rates from Heart Failure","Footnote - Hospital 30-Day Readmission Rates from Heart Failure","Hospital 30-Day Readmission Rates from Pneumonia","Comparison to U S  Rate - Hospital 30-Day Readmission Rates from Pneumonia","Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia","Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia","Number of Patients - Hospital 30-Day Readmission Rates from Pneumonia","Footnote - Hospital 30-Day Readmission Rates from Pneumonia","Rate of readmission after hip or knee surgery","Footnote - Rate of readmission after hip or knee surgery ","Number of Patients - Rate of readmission after hip or knee surgery","RSRR - Rate of readmission after hip or knee surgery","Lower Readmission Estimate - Rate of readmission after hip or knee surgery","Upper Readmission Estimate - Rate of readmission after hip or knee surgery","All cause hospital-wide readmission","Footnote - All cause hospital-wide readmission","Number of Patients - All cause hospital-wide readmission","RSRR - All cause hospital-wide readmission","Lower Readmission Estimate - All cause hospital-wide readmission","Upper Readmission Estimate - All cause hospital-wide readmission","Complications and Deaths following hip/knee surgery","Footnote - Complications and Deaths following hip/knee surgery","Number of Patients - Complications and Deaths following hip/knee surgery","RSCR - Complications and Deaths following hip/knee surgery","Lower Readmission Estimate - Complications and Deaths following hip/knee surgery","Upper Readmission Estimate - Complications and Deaths following hip/knee surgery"
"260102","TRUMAN MEDICAL CENTER LAKEWOOD","7900 LEE'S SUMMIT RD","","","KANSAS CITY","MO","64139","JACKSON","8164047000","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Number of Cases Too Small","Not Available","Not Available","22","The number of cases/patients is too few to report","14.0","No Different than U.S. National Rate","9.7","19.7","38","","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","22.0","No Different than U.S. National Rate","17.6","27.4","30","","18.9","No Different than U.S. National Rate","15.1","23.5","39","","No Different than U.S. National Rate","","114","5.4","3.8","7.7","No Different than U.S. National Rate","","163","15.2","13.6","17.0","No Different than U.S. National Rate","","105","","1.5","4.5"
"260104","SSM DEPAUL HEALTH CENTER","12303 DEPAUL DRIVE","","","BRIDGETON","MO","63044","SAINT LOUIS","3143446000","14.7","No Different than U.S. National Rate","11.9","18.0","256","","13.6","No Different than U.S. National Rate","11.3","16.3","549","","12.8","No Different than U.S. National Rate","10.2","15.8","273","","20.4","No Different than U.S. National Rate","17.3","23.8","250","","27.2","Worse than U.S. National Rate","24.4","30.2","661","","19.2","No Different than U.S. National Rate","16.4","22.4","286","","No Different than U.S. National Rate","","1108","5.2","4.2","6.5","No Different than U.S. National Rate","","3703","16.8","15.9","17.7","No Different than U.S. National Rate","","999","","1.8","3.6"
"260105","ST LOUIS UNIVERSITY HOSPITAL","3635 VISTA AVE","","","SAINT LOUIS","MO","63110","SAINT LOUIS CITY","3145778000","16.2","No Different than U.S. National Rate","12.5","20.7","80","","10.9","No Different than U.S. National Rate","8.1","14.2","171","","11.3","No Different than U.S. National Rate","8.4","15.0","160","","18.9","No Different than U.S. National Rate","15.5","23.0","80","","24.9","No Different than U.S. National Rate","21.4","28.6","233","","19.0","No Different than U.S. National Rate","15.7","22.6","174","","No Different than U.S. National Rate","","28","5.9","4.0","8.6","Worse than U.S. National Rate","","2143","17.6","16.2","18.7","No Different than U.S. National Rate","","26","","2.0","6.0"
"260108","MISSOURI BAPTIST MEDICAL CENTER","3015 N BALLAS RD","","","TOWN AND COUNTRY","MO","63131","SAINT LOUIS","3149965000","11.5","Better than U.S. National Rate","9.7","13.8","595","","9.9","Better than U.S. National Rate","8.5","11.6","1081","","9.0","Better than U.S. National Rate","7.5","10.8","912","","18.9","No Different than U.S. National Rate","16.7","21.4","704","","22.6","No Different than U.S. National Rate","20.6","24.7","1369","","18.5","No Different than U.S. National Rate","16.6","20.7","1023","","No Different than U.S. National Rate","","1190","5.4","4.5","6.6","No Different than U.S. National Rate","","6972","15.5","14.9","16.3","No Different than U.S. National Rate","","1081","","2.9","4.9"
"260110","SOUTHEAST MISSOURI HOSPITAL","1701 LACEY ST","","","CAPE GIRARDEAU","MO","63701","CAPE GIRARDEAU","5733344822","17.0","No Different than U.S. National Rate","13.6","20.8","234","","11.2","No Different than U.S. National Rate","8.8","14.0","378","","12.7","No Different than U.S. National Rate","10.3","15.4","422","","18.8","No Different than U.S. National Rate","15.6","22.5","255","","23.0","No Different than U.S. National Rate","19.9","26.3","451","","17.3","No Different than U.S. National Rate","14.9","20.3","462","","No Different than U.S. National Rate","","218","5.6","4.1","7.9","No Different than U.S. National Rate","","2870","16.3","15.4","17.3","No Different than U.S. National Rate","","209","","1.8","4.4"
"260113","MISSOURI DELTA MEDICAL CENTER","1008 NORTH MAIN ST","","","SIKESTON","MO","63801","NEW MADRID","5734711600","16.8","No Different than U.S. National Rate","13.0","21.4","56","","12.3","No Different than U.S. National Rate","9.8","15.4","291","","14.0","No Different than U.S. National Rate","11.3","17.0","358","","18.4","No Different than U.S. National Rate","15.1","22.1","36","","24.0","No Different than U.S. National Rate","20.8","27.7","331","","20.2","No Different than U.S. National Rate","17.3","23.3","376","","Number of Cases Too Small","The number of cases/patients is too few to report","10","Not Available","Not Available","Not Available","No Different than U.S. National Rate","","1131","17.1","15.9","18.4","Number of Cases Too Small","The number of cases/patients is too few to report","8","","Not Available","Not Available"
"260116","MINERAL AREA REGIONAL MEDICAL CENTER","1212 WEBER RD","","","FARMINGTON","MO","63640","SAINT FRANCOIS","5737564581","Not Available","Number of Cases Too Small","Not Available","Not Available","20","The number of cases/patients is too few to report","12.7","No Different than U.S. National Rate","9.5","16.9","142","","13.9","No Different than U.S. National Rate","10.7","17.9","214","","Not Available","Number of Cases Too Small","Not Available","Not Available","7","The number of cases/patients is too few to report","23.4","No Different than U.S. National Rate","19.6","27.8","160","","17.5","No Different than U.S. National Rate","14.5","21.1","230","","No Different than U.S. National Rate","","43","6.7","4.6","9.7","No Different than U.S. National Rate","","718","16.7","15.3","18.1","No Different than U.S. National Rate","","42","","1.9","5.3"
"260119","POPLAR BLUFF REGIONAL MEDICAL CENTER","3100 OAK GROVE ROAD","","","POPLAR BLUFF","MO","63901","BUTLER","5737857721","16.8","No Different than U.S. National Rate","13.2","20.9","166","","14.6","Worse than U.S. National Rate","12.0","17.8","472","","12.9","No Different than U.S. National Rate","10.6","15.8","456","","19.1","No Different than U.S. National Rate","15.7","22.6","151","","25.9","No Different than U.S. National Rate","22.9","29.2","557","","16.8","No Different than U.S. National Rate","14.3","19.4","472","","No Different than U.S. National Rate","","91","6.0","4.2","8.4","Worse than U.S. National Rate","","2524","17.6","16.2","18.6","Worse than U.S. National Rate","","89","","3.7","8.8"
"260137","FREEMAN HEALTH SYSTEM - FREEMAN WEST","1102 WEST 32ND STREET","","","JOPLIN","MO","64804","JASPER","4173471111","17.0","No Different than U.S. National Rate","14.2","20.2","390","","13.3","No Different than U.S. National Rate","10.7","16.3","368","","12.9","No Different than U.S. National Rate","10.9","15.3","574","","18.8","No Different than U.S. National Rate","16.0","21.8","453","","22.9","No Different than U.S. National Rate","20.0","26.1","457","","14.9","Better than U.S. National Rate","12.8","17.3","588","","No Different than U.S. National Rate","","656","4.5","3.4","5.9","Better than U.S. National Rate","","4517","14.9","14.2","15.9","No Different than U.S. National Rate","","610","","1.8","3.9"
"260138","ST LUKES HOSPITAL OF KANSAS CITY","4401 WORNALL ROAD","","","KANSAS CITY","MO","64111","JACKSON","8169322000","11.6","Better than U.S. National Rate","9.2","14.7","337","","9.2","Better than U.S. National Rate","7.3","11.5","508","","12.1","No Different than U.S. National Rate","9.7","15.1","407","","21.0","No Different than U.S. National Rate","18.2","24.1","455","","21.9","No Different than U.S. National Rate","19.5","24.5","733","","20.2","No Different than U.S. National Rate","17.5","23.2","444","","No Different than U.S. National Rate","","185","5.1","3.6","6.9","No Different than U.S. National Rate","","4901","15.9","15.2","16.7","No Different than U.S. National Rate","","168","","2.0","5.1"
"260141","UNIVERSITY OF MISSOURI HEALTH CARE","ONE HOSPITAL DRIVE, ROOM CE121, DC031,00","","","COLUMBIA","MO","65201","BOONE","5738824141","14.5","No Different than U.S. National Rate","11.4","18.4","173","","16.2","Worse than U.S. National Rate","12.9","20.3","207","","16.5","Worse than U.S. National Rate","13.1","20.5","231","","19.4","No Different than U.S. National Rate","16.2","23.2","200","","20.8","No Different than U.S. National Rate","17.6","24.3","258","","16.4","No Different than U.S. National Rate","13.8","19.6","267","","No Different than U.S. National Rate","","329","4.4","3.2","5.9","No Different than U.S. National Rate","","2570","15.7","14.7","16.7","No Different than U.S. National Rate","","294","","3.0","6.3"
"260142","FITZGIBBON MEMORIAL HOSPITAL","2305 S 65 HIGHWAY","","","MARSHALL","MO","65340","SALINE","6608867431","16.3","No Different than U.S. National Rate","12.8","20.2","33","","10.6","No Different than U.S. National Rate","7.8","14.6","99","","9.6","No Different than U.S. National Rate","7.0","13.1","185","","17.7","No Different than U.S. National Rate","14.2","21.5","26","","23.8","No Different than U.S. National Rate","19.6","28.6","116","","17.6","No Different than U.S. National Rate","14.4","21.5","205","","Number of Cases Too Small","The number of cases/patients is too few to report","16","Not Available","Not Available","Not Available","Worse than U.S. National Rate","","586","18.0","16.1","19.7","Number of Cases Too Small","The number of cases/patients is too few to report","14","","Not Available","Not Available"
"260147","SAC-OSAGE HOSPITAL","700 GIESLER DRIVE","","","OSCEOLA","MO","64776","SAINT CLAIR","4176468181","Not Available","Number of Cases Too Small","Not Available","Not Available","2","The number of cases/patients is too few to report","13.0","No Different than U.S. National Rate","9.3","18.1","39","","12.9","No Different than U.S. National Rate","8.8","18.6","39","","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","23.6","No Different than U.S. National Rate","18.9","29.0","50","","18.3","No Different than U.S. National Rate","14.5","22.9","36","","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","No Different than U.S. National Rate","","138","16.3","14.1","18.6","Not Available","No cases met the criteria for this measure","Not Available","","Not Available","Not Available"
"260160","SOUTHEASTHEALTH CENTER OF STODDARD COUNTY","1200 N ONE MILE RD","","","DEXTER","MO","63841","STODDARD","5736245566","15.6","No Different than U.S. National Rate","12.0","19.9","30","","12.9","No Different than U.S. National Rate","9.8","17.0","134","","11.9","No Different than U.S. National Rate","9.1","15.7","206","","Not Available","Number of Cases Too Small","Not Available","Not Available","20","The number of cases/patients is too few to report","24.9","No Different than U.S. National Rate","21.1","29.4","183","","18.2","No Different than U.S. National Rate","15.1","21.7","239","","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","No Different than U.S. National Rate","","422","16.3","14.7","18.0","Not Available","No cases met the criteria for this measure","Not Available","","Not Available","Not Available"
"260162","BARNES-JEWISH WEST COUNTY HOSPITAL","12634 OLIVE BOULEVARD","","","CREVE COEUR","MO","63141","SAINT LOUIS","3149968000","Not Available","Number of Cases Too Small","Not Available","Not Available","19","The number of cases/patients is too few to report","9.5","No Different than U.S. National Rate","6.7","13.0","106","","10.4","No Different than U.S. National Rate","7.4","14.0","100","","Not Available","Number of Cases Too Small","Not Available","Not Available","14","The number of cases/patients is too few to report","20.2","No Different than U.S. National Rate","16.7","24.2","136","","16.7","No Different than U.S. National Rate","13.2","20.8","98","","No Different than U.S. National Rate","","684","4.8","3.7","6.3","No Different than U.S. National Rate","","835","16.6","14.7","18.4","No Different than U.S. National Rate","","634","","2.4","4.8"
"260163","PARKLAND HEALTH CENTER","1101 W LIBERTY","","","FARMINGTON","MO","63640","SAINT FRANCOIS","5734316005","15.8","No Different than U.S. National Rate","12.3","19.8","67","","10.4","No Different than U.S. National Rate","7.9","13.6","197","","8.5","Better than U.S. National Rate","6.4","11.3","266","","17.1","No Different than U.S. National Rate","13.8","21.2","42","","23.1","No Different than U.S. National Rate","19.9","26.7","244","","16.8","No Different than U.S. National Rate","14.1","20.0","295","","No Different than U.S. National Rate","","43","5.1","3.5","7.3","No Different than U.S. National Rate","","1173","15.7","14.7","16.9","No Different than U.S. National Rate","","41","","2.0","5.9"
"260175","GOLDEN VALLEY MEMORIAL HOSPITAL","1600 N 2ND ST","","","CLINTON","MO","64735","HENRY","6608855511","17.2","No Different than U.S. National Rate","13.5","21.6","38","","11.0","No Different than U.S. National Rate","8.2","14.4","206","","11.4","No Different than U.S. National Rate","8.7","15.0","232","","Not Available","Number of Cases Too Small","Not Available","Not Available","23","The number of cases/patients is too few to report","21.9","No Different than U.S. National Rate","18.4","26.0","235","","17.1","No Different than U.S. National Rate","14.2","20.7","234","","No Different than U.S. National Rate","","62","5.7","3.9","8.3","No Different than U.S. National Rate","","768","16.0","14.7","17.4","No Different than U.S. National Rate","","55","","2.3","6.8"
"260176","DES PERES HOSPITAL","2345 DOUGHERTY FERRY ROAD","","","SAINT LOUIS","MO","63122","SAINT LOUIS","3149669100","16.0","No Different than U.S. National Rate","12.5","20.7","137","","11.2","No Different than U.S. National Rate","8.5","14.6","205","","11.7","No Different than U.S. National Rate","9.1","14.5","353","","19.7","No Different than U.S. National Rate","16.6","23.4","163","","20.9","No Different than U.S. National Rate","17.6","24.8","250","","20.0","No Different than U.S. National Rate","17.1","23.3","375","","Worse than U.S. National Rate","","606","7.0","5.6","8.9","No Different than U.S. National Rate","","1810","16.9","15.7","18.1","No Different than U.S. National Rate","","560","","3.2","6.1"
"260177","LIBERTY HOSPITAL","2525 GLENN HENDREN DR","","","LIBERTY","MO","64069","CLAY","8167817200","15.6","No Different than U.S. National Rate","12.4","19.5","212","","11.1","No Different than U.S. National Rate","9.1","13.8","427","","8.6","Better than U.S. National Rate","6.8","10.9","524","","19.9","No Different than U.S. National Rate","16.6","23.4","206","","24.6","No Different than U.S. National Rate","21.8","27.9","516","","18.3","No Different than U.S. National Rate","15.9","21.2","574","","No Different than U.S. National Rate","","486","6.8","5.4","8.8","No Different than U.S. National Rate","","3736","17.0","16.0","17.9","No Different than U.S. National Rate","","441","","2.0","4.5"
"260179","ST LUKES HOSPITAL","232 S WOODS MILL RD","","","CHESTERFIELD","MO","63017","SAINT LOUIS","3144341500","12.4","Better than U.S. National Rate","10.3","14.8","466","","9.6","Better than U.S. National Rate","8.1","11.5","815","","9.1","Better than U.S. National Rate","7.7","10.8","892","","18.1","No Different than U.S. National Rate","15.5","20.9","442","","20.6","No Different than U.S. National Rate","18.5","23.0","950","","17.7","No Different than U.S. National Rate","15.6","19.8","934","","No Different than U.S. National Rate","","814","6.4","5.1","7.9","No Different than U.S. National Rate","","5667","15.3","14.6","16.1","No Different than U.S. National Rate","","754","","2.4","4.6"
"260180","CHRISTIAN HOSPITAL NORTHEAST","11133 DUNN ROAD","","","SAINT LOUIS","MO","63136","SAINT LOUIS","3146535000","14.0","No Different than U.S. National Rate","11.7","16.7","355","","10.2","No Different than U.S. National Rate","8.4","12.4","621","","11.6","No Different than U.S. National Rate","9.4","14.3","349","","18.7","No Different than U.S. National Rate","16.1","21.5","369","","22.1","No Different than U.S. National Rate","19.8","24.5","763","","19.7","No Different than U.S. National Rate","17.0","22.7","361","","No Different than U.S. National Rate","","47","5.7","3.8","8.3","No Different than U.S. National Rate","","3214","16.4","15.6","17.2","No Different than U.S. National Rate","","43","","2.1","6.0"
"260183","SAINT FRANCIS MEDICAL CENTER","211 ST FRANCIS DR","","","CAPE GIRARDEAU","MO","63703","CAPE GIRARDEAU","5733313000","17.8","No Different than U.S. National Rate","14.5","21.8","242","","11.4","No Different than U.S. National Rate","9.3","13.9","513","","13.8","No Different than U.S. National Rate","11.7","16.1","739","","17.5","No Different than U.S. National Rate","14.4","20.9","232","","21.3","No Different than U.S. National Rate","18.7","24.1","618","","17.2","No Different than U.S. National Rate","14.9","19.4","785","","No Different than U.S. National Rate","","667","4.9","3.8","6.3","No Different than U.S. National Rate","","3611","16.0","15.1","17.0","No Different than U.S. National Rate","","620","","2.6","5.0"
