"State","Diagnosis Related Group","Number Of Cases","Footnote"
"MA","Back and neck proc exc spinal fusion w/o CC/MCC","907",""
"MD","Back and neck proc exc spinal fusion w/o CC/MCC","613",""
"ME","Back and neck proc exc spinal fusion w/o CC/MCC","127",""
"MI","Back and neck proc exc spinal fusion w/o CC/MCC","1377",""
"MN","Back and neck proc exc spinal fusion w/o CC/MCC","985",""
"MO","Back and neck proc exc spinal fusion w/o CC/MCC","569",""
"MS","Back and neck proc exc spinal fusion w/o CC/MCC","243",""
"MT","Back and neck proc exc spinal fusion w/o CC/MCC","102",""
"NC","Back and neck proc exc spinal fusion w/o CC/MCC","799",""
"ND","Back and neck proc exc spinal fusion w/o CC/MCC","107",""
"NE","Back and neck proc exc spinal fusion w/o CC/MCC","315",""
"NH","Back and neck proc exc spinal fusion w/o CC/MCC","94",""
"NJ","Back and neck proc exc spinal fusion w/o CC/MCC","623",""
"NM","Back and neck proc exc spinal fusion w/o CC/MCC","171",""
"NV","Back and neck proc exc spinal fusion w/o CC/MCC","290",""
"NY","Back and neck proc exc spinal fusion w/o CC/MCC","1468",""
"OH","Back and neck proc exc spinal fusion w/o CC/MCC","1361",""
"OK","Back and neck proc exc spinal fusion w/o CC/MCC","732",""
"OR","Back and neck proc exc spinal fusion w/o CC/MCC","826",""
"PA","Back and neck proc exc spinal fusion w/o CC/MCC","1790",""
"PR","Back and neck proc exc spinal fusion w/o CC/MCC","33",""
"RI","Back and neck proc exc spinal fusion w/o CC/MCC","46",""
"SC","Back and neck proc exc spinal fusion w/o CC/MCC","483",""
"SD","Back and neck proc exc spinal fusion w/o CC/MCC","91",""
"TN","Back and neck proc exc spinal fusion w/o CC/MCC","579",""
"TX","Back and neck proc exc spinal fusion w/o CC/MCC","2263",""
"UT","Back and neck proc exc spinal fusion w/o CC/MCC","207",""
"VA","Back and neck proc exc spinal fusion w/o CC/MCC","762",""
"VI","Back and neck proc exc spinal fusion w/o CC/MCC","*","The number of cases/patients is too few to report"
"VT","Back and neck proc exc spinal fusion w/o CC/MCC","40",""
"WA","Back and neck proc exc spinal fusion w/o CC/MCC","1285",""
"WI","Back and neck proc exc spinal fusion w/o CC/MCC","487",""
"WV","Back and neck proc exc spinal fusion w/o CC/MCC","135",""
"WY","Back and neck proc exc spinal fusion w/o CC/MCC","82",""
"AK","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","34",""
"AL","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","334",""
"AR","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","216",""
"AZ","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","383",""
"CA","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","1523",""
"CO","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","337",""
"CT","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","200",""
"DC","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","57",""
"DE","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","50",""
"FL","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","1256",""
"GA","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","474",""
"HI","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","19",""
"IA","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","236",""
"ID","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","69",""
"IL","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","962",""
"IN","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","319",""
"KS","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","287",""
"KY","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","271",""
"LA","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","243",""
"MA","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","525",""
"MD","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","371",""
"ME","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","59",""
"MI","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","739",""
"MN","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","639",""
"MO","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","447",""
"MS","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","149",""
"MT","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","49",""
"NC","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","517",""
"ND","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","103",""
"NE","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","149",""
"NH","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","62",""
"NJ","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","380",""
"NM","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","89",""
"NV","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","153",""
"NY","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","766",""
"OH","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","789",""
"OK","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","357",""
"OR","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","308",""
"PA","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","919",""
"PR","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","11",""
"RI","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","33",""
"SC","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","256",""
"SD","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","82",""
"TN","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","399",""
"TX","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","1370",""
"UT","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","100",""
"VA","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","444",""
"VT","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","19",""
"WA","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","545",""
"WI","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","338",""
"WV","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","76",""
"WY","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","33",""
"AK","Major shoulder or elbow joint procedures w/o CC/MCC","*","The number of cases/patients is too few to report"
"AL","Major shoulder or elbow joint procedures w/o CC/MCC","*","The number of cases/patients is too few to report"
"AR","Major shoulder or elbow joint procedures w/o CC/MCC","12",""
"AZ","Major shoulder or elbow joint procedures w/o CC/MCC","11",""
"CA","Major shoulder or elbow joint procedures w/o CC/MCC","35",""
"CO","Major shoulder or elbow joint procedures w/o CC/MCC","*","The number of cases/patients is too few to report"
"CT","Major shoulder or elbow joint procedures w/o CC/MCC","*","The number of cases/patients is too few to report"
"DC","Major shoulder or elbow joint procedures w/o CC/MCC","*","The number of cases/patients is too few to report"
"DE","Major shoulder or elbow joint procedures w/o CC/MCC","*","The number of cases/patients is too few to report"
"FL","Major shoulder or elbow joint procedures w/o CC/MCC","31",""
"GA","Major shoulder or elbow joint procedures w/o CC/MCC","12",""
"IA","Major shoulder or elbow joint procedures w/o CC/MCC","*","The number of cases/patients is too few to report"
"ID","Major shoulder or elbow joint procedures w/o CC/MCC","*","The number of cases/patients is too few to report"
"IL","Major shoulder or elbow joint procedures w/o CC/MCC","23",""
"IN","Major shoulder or elbow joint procedures w/o CC/MCC","15",""
"KS","Major shoulder or elbow joint procedures w/o CC/MCC","*","The number of cases/patients is too few to report"
"KY","Major shoulder or elbow joint procedures w/o CC/MCC","*","The number of cases/patients is too few to report"
"LA","Major shoulder or elbow joint procedures w/o CC/MCC","12",""
"MA","Major shoulder or elbow joint procedures w/o CC/MCC","12",""
"MD","Major shoulder or elbow joint procedures w/o CC/MCC","*","The number of cases/patients is too few to report"
"ME","Major shoulder or elbow joint procedures w/o CC/MCC","*","The number of cases/patients is too few to report"
"MI","Major shoulder or elbow joint procedures w/o CC/MCC","24",""
"MN","Major shoulder or elbow joint procedures w/o CC/MCC","12",""
"MO","Major shoulder or elbow joint procedures w/o CC/MCC","13",""
"MS","Major shoulder or elbow joint procedures w/o CC/MCC","*","The number of cases/patients is too few to report"
"MT","Major shoulder or elbow joint procedures w/o CC/MCC","*","The number of cases/patients is too few to report"
"NC","Major shoulder or elbow joint procedures w/o CC/MCC","19",""
"ND","Major shoulder or elbow joint procedures w/o CC/MCC","*","The number of cases/patients is too few to report"
"NE","Major shoulder or elbow joint procedures w/o CC/MCC","*","The number of cases/patients is too few to report"
"NH","Major shoulder or elbow joint procedures w/o CC/MCC","*","The number of cases/patients is too few to report"
"NJ","Major shoulder or elbow joint procedures w/o CC/MCC","14",""
"NM","Major shoulder or elbow joint procedures w/o CC/MCC","*","The number of cases/patients is too few to report"
"NV","Major shoulder or elbow joint procedures w/o CC/MCC","*","The number of cases/patients is too few to report"
"NY","Major shoulder or elbow joint procedures w/o CC/MCC","40",""
"OH","Major shoulder or elbow joint procedures w/o CC/MCC","17",""
"OK","Major shoulder or elbow joint procedures w/o CC/MCC","*","The number of cases/patients is too few to report"
"OR","Major shoulder or elbow joint procedures w/o CC/MCC","*","The number of cases/patients is too few to report"
"PA","Major shoulder or elbow joint procedures w/o CC/MCC","27",""
"PR","Major shoulder or elbow joint procedures w/o CC/MCC","*","The number of cases/patients is too few to report"
"RI","Major shoulder or elbow joint procedures w/o CC/MCC","*","The number of cases/patients is too few to report"
"SC","Major shoulder or elbow joint procedures w/o CC/MCC","13",""
"SD","Major shoulder or elbow joint procedures w/o CC/MCC","*","The number of cases/patients is too few to report"
"TN","Major shoulder or elbow joint procedures w/o CC/MCC","13",""
"TX","Major shoulder or elbow joint procedures w/o CC/MCC","45",""
"UT","Major shoulder or elbow joint procedures w/o CC/MCC","*","The number of cases/patients is too few to report"
"VA","Major shoulder or elbow joint procedures w/o CC/MCC","13",""
"WA","Major shoulder or elbow joint procedures w/o CC/MCC","12",""
"WI","Major shoulder or elbow joint procedures w/o CC/MCC","17",""
"WV","Major shoulder or elbow joint procedures w/o CC/MCC","*","The number of cases/patients is too few to report"
"WY","Major shoulder or elbow joint procedures w/o CC/MCC","*","The number of cases/patients is too few to report"
"AK","Major shoulder or elbow joint procedures w CC/MCC","*","The number of cases/patients is too few to report"
"AL","Major shoulder or elbow joint procedures w CC/MCC","11",""
"AR","Major shoulder or elbow joint procedures w CC/MCC","*","The number of cases/patients is too few to report"
"AZ","Major shoulder or elbow joint procedures w CC/MCC","*","The number of cases/patients is too few to report"
"CA","Major shoulder or elbow joint procedures w CC/MCC","51",""
"CO","Major shoulder or elbow joint procedures w CC/MCC","11",""
"CT","Major shoulder or elbow joint procedures w CC/MCC","*","The number of cases/patients is too few to report"
"DC","Major shoulder or elbow joint procedures w CC/MCC","*","The number of cases/patients is too few to report"
"FL","Major shoulder or elbow joint procedures w CC/MCC","34",""
"GA","Major shoulder or elbow joint procedures w CC/MCC","12",""
"IA","Major shoulder or elbow joint procedures w CC/MCC","11",""
"ID","Major shoulder or elbow joint procedures w CC/MCC","*","The number of cases/patients is too few to report"
"IL","Major shoulder or elbow joint procedures w CC/MCC","26",""
"IN","Major shoulder or elbow joint procedures w CC/MCC","12",""
"KS","Major shoulder or elbow joint procedures w CC/MCC","*","The number of cases/patients is too few to report"
"KY","Major shoulder or elbow joint procedures w CC/MCC","*","The number of cases/patients is too few to report"
"LA","Major shoulder or elbow joint procedures w CC/MCC","11",""
"MA","Major shoulder or elbow joint procedures w CC/MCC","12",""
"MD","Major shoulder or elbow joint procedures w CC/MCC","13",""
"ME","Major shoulder or elbow joint procedures w CC/MCC","*","The number of cases/patients is too few to report"
"MI","Major shoulder or elbow joint procedures w CC/MCC","19",""
"MN","Major shoulder or elbow joint procedures w CC/MCC","20",""
"MO","Major shoulder or elbow joint procedures w CC/MCC","22",""
"MS","Major shoulder or elbow joint procedures w CC/MCC","12",""
"MT","Major shoulder or elbow joint procedures w CC/MCC","*","The number of cases/patients is too few to report"
"NC","Major shoulder or elbow joint procedures w CC/MCC","22",""
"ND","Major shoulder or elbow joint procedures w CC/MCC","*","The number of cases/patients is too few to report"
"NE","Major shoulder or elbow joint procedures w CC/MCC","*","The number of cases/patients is too few to report"
"NH","Major shoulder or elbow joint procedures w CC/MCC","*","The number of cases/patients is too few to report"
"NJ","Major shoulder or elbow joint procedures w CC/MCC","17",""
"NM","Major shoulder or elbow joint procedures w CC/MCC","*","The number of cases/patients is too few to report"
"NV","Major shoulder or elbow joint procedures w CC/MCC","*","The number of cases/patients is too few to report"
"NY","Major shoulder or elbow joint procedures w CC/MCC","27",""
"OH","Major shoulder or elbow joint procedures w CC/MCC","21",""
