"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Percent of Pneumonia Patients Whose Initial ER Blood Culture Was Performed Prior To Administration Of First Dose Of Antibiotics","Number of Patients 2","Footnote 2","Percent of Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","Number of Patients 4","Footnote 4"
"320021","PRESBYTERIAN HOSPITAL","1100 CENTRAL AVENUE SE","","","ALBUQUERQUE","NM","87106","BERNALILLO","5057248386","99","115","Data submitted were based on a sample of cases/patients","99","82","Data submitted were based on a sample of cases/patients"
"490105","SOUTHWESTERN VIRGINIA MENTAL HEALTH INSTITUTE","340 BAGLEY CIRCLE","","","MARION","VA","24354","SMYTH","2767831217","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"161320","COMMUNITY MEMORIAL HOSPITAL","909 WEST FIRST STREET","","","SUMNER","IA","50674","BREMER","5635783275","93","14","The number of cases/patients is too few to report","92","12","The number of cases/patients is too few to report"
"450040","COVENANT MEDICAL CENTER","3615 19TH STREET","","","LUBBOCK","TX","79410","LUBBOCK","8067256000","98","559","","95","305",""
"060075","VALLEY VIEW HOSPITAL ASSOCIATION","1906 BLAKE AVE","","","GLENWOOD SPRINGS","CO","81601","GARFIELD","9709456535","97","33","","100","23","The number of cases/patients is too few to report"
"390318","WESTFIELD HOSPITAL","4815 TILGHMAN STREET","","","ALLENTOWN","PA","18105","LEHIGH","6109738400","64","11","The number of cases/patients is too few to report","71","14","The number of cases/patients is too few to report"
"281347","OSMOND GENERAL HOSPITAL","P O BOX 429, 402 NORTH MAPLE ST","","","OSMOND","NE","68765","PIERCE","4027483393","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","0","No cases met the criteria for this measure"
"060114","PARKER ADVENTIST HOSPITAL","9395 CROWN CREST BLVD","","","PARKER","CO","80138","DOUGLAS","3032694000","97","125","","99","121",""
"200008","MERCY HOSPITAL","144 STATE STREET","","","PORTLAND","ME","04101","CUMBERLAND","2078793000","99","164","","96","107",""
"051305","MAYERS MEMORIAL HOSPITAL","43563 HWY 299 EAST","","","FALL RIVER MILLS","CA","96028","SHASTA","5303365511","Not Available","Not Available","Results are based on a shorter time period than required., The number of cases/patients is too few to report","Not Available","Not Available","Results are based on a shorter time period than required., The number of cases/patients is too few to report"
"370222","MCBRIDE CLINIC ORTHOPEDIC HOSPITAL,  L L C","9600 NORTH BROADWAY EXTENSION","","","OKLAHOMA CITY","OK","73114","OKLAHOMA","4054781717","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"170023","ST CATHERINE HOSPITAL","401 EAST SPRUCE","","","GARDEN CITY","KS","67846","FINNEY","6202722561","99","80","","90","70",""
"190161","W O MOSS REGIONAL MEDICAL CENTER","1000 WALTERS STREET","","","LAKE CHARLES","LA","70607","CALCASIEU","3374758100","95","40","","94","32",""
"331306","MOSES-LUDINGTON HOSPITAL","1019 WICKER STREET","","","TICONDEROGA","NY","12883","ESSEX","5185852831","79","14","The number of cases/patients is too few to report","67","15","The number of cases/patients is too few to report"
"150126","FRANCISCAN ST ANTHONY HEALTH - CROWN POINT","1201 S MAIN ST","","","CROWN POINT","IN","46307","LAKE","2197576100","100","117","Data submitted were based on a sample of cases/patients","97","67","Data submitted were based on a sample of cases/patients"
"440060","MILAN GENERAL HOSPITAL","4039 HIGHLAND ST","","","MILAN","TN","38358","GIBSON","7316861591","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report"
"670053","ST LUKE'S SUGAR LAND HOSPITAL","1317 LAKE POINTE PARKWAY","","","SUGAR LAND","TX","77478","FORT BEND","2816377000","95","102","","96","75",""
"450508","MEMORIAL HOSPITAL","1204 MOUND ST","","","NACOGDOCHES","TX","75961","NACOGDOCHES","9365644611","97","118","","83","66",""
"120004","WAHIAWA GENERAL HOSPITAL","128 LEHUA STREET","","","WAHIAWA","HI","96786","HONOLULU","8086218411","97","207","","94","109",""
"391311","MID-VALLEY HOSPITAL","1400 MAIN STREET","","","PECKVILLE","PA","18452","LACKAWANNA","5703835000","97","32","Data submitted were based on a sample of cases/patients","92","25","Data submitted were based on a sample of cases/patients"
"440150","TRISTAR SUMMIT MEDICAL CENTER","5655 FRIST BLVD","","","HERMITAGE","TN","37076","DAVIDSON","6153163000","99","147","Data submitted were based on a sample of cases/patients","99","102","Data submitted were based on a sample of cases/patients"
"520033","RIVERVIEW HSPTL ASSOC","410 DEWEY ST PO BOX 8080","","","WISCONSIN RAPIDS","WI","54495","WOOD","7154236060","97","75","Data submitted were based on a sample of cases/patients","98","54","Data submitted were based on a sample of cases/patients"
"040119","WHITE RIVER MEDICAL CENTER","1710 HARRISON STREET","","","BATESVILLE","AR","72503","INDEPENDENCE","8702621200","100","226","","97","148",""
"460011","CASTLEVIEW HOSPITAL","300 NORTH HOSPITAL DRIVE","","","PRICE","UT","84501","CARBON","4356374800","97","104","","97","66",""
"371313","KINGFISHER REGIONAL HOSPITAL","1000 KINGFISHER REGIONAL HOSPITAL DRIVE","","","KINGFISHER","OK","73750","KINGFISHER","4053753141","84","32","Data submitted were based on a sample of cases/patients","84","45","Data submitted were based on a sample of cases/patients"
"310070","SAINT PETER'S UNIVERSITY HOSPITAL","254 EASTON AVE","","","NEW BRUNSWICK","NJ","08901","MIDDLESEX","7327458600","100","255","Data submitted were based on a sample of cases/patients","98","126","Data submitted were based on a sample of cases/patients"
"100232","PUTNAM COMMUNITY MEDICAL CENTER","611 ZEAGLER DR","","","PALATKA","FL","32177","PUTNAM","3863268500","96","114","","98","88",""
"070006","STAMFORD HOSPITAL","30 SHELBURNE ROAD","","","STAMFORD","CT","06904","FAIRFIELD","2032761000","100","228","","92","141",""
"330198","SOUTH NASSAU COMMUNITIES HOSPITAL","ONE HEALTHY WAY","","","OCEANSIDE","NY","11572","NASSAU","5166323000","99","284","Data submitted were based on a sample of cases/patients","97","129","Data submitted were based on a sample of cases/patients"
"161337","VAN BUREN COUNTY HOSPITAL","304 FRANKLIN STREET","","","KEOSAUQUA","IA","52565","VAN BUREN","3192933171","91","11","The number of cases/patients is too few to report","100","11","The number of cases/patients is too few to report"
"171341","HIAWATHA COMMUNITY HOSPITAL","300 UTAH STREET","","","HIAWATHA","KS","66434","BROWN","7857426283","Not Available","Not Available","Results are based on a shorter time period than required., The number of cases/patients is too few to report","84","19","Results are based on a shorter time period than required., The number of cases/patients is too few to report"
"670005","MEMORIAL HERMANN SURGICAL HOSPITAL KINGWOOD","300 KINGWOOD MEDICAL DRIVE","","","KINGWOOD","TX","77339","HARRIS","2813124000","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"251331","CALHOUN HEALTH SERVICES","140 BURKE-CALHOUN CITY ROAD","","","CALHOUN CITY","MS","38916","CALHOUN","6626286611","92","24","The number of cases/patients is too few to report","95","21","The number of cases/patients is too few to report"
"190177","LAKEVIEW REGIONAL MEDICAL CENTER","95 JUDGE TANNER BOULEVARD","","","COVINGTON","LA","70433","SAINT TAMMANY","9858674447","100","171","","100","98",""
"151327","SULLIVAN COUNTY COMMUNITY HOSPITAL","2200 N SECTION ST","","","SULLIVAN","IN","47882","SULLIVAN","8122684311","89","38","","94","32",""
"450400","PARKVIEW REGIONAL HOSPITAL","600 SOUTH BONHAM STREET","","","MEXIA","TX","76667","LIMESTONE","2545625332","95","60","","96","47",""
"050396","SANTA BARBARA COTTAGE HOSPITAL","400 WEST PUEBLO","","","SANTA BARBARA","CA","93102","SANTA BARBARA","8056827111","96","238","","88","132",""
"501334","LAKE CHELAN COMMUNITY HOSPITAL","503 EAST HIGHLAND","","","CHELAN","WA","98816","CHELAN","5096823300","Not Available","Not Available","Results are based on a shorter time period than required., The number of cases/patients is too few to report","Not Available","Not Available","Results are based on a shorter time period than required., The number of cases/patients is too few to report"
"340090","JOHNSTON MEMORIAL HOSPITAL","509 BRIGHT LEAF BLVD","","","SMITHFIELD","NC","27577","JOHNSTON","9199348171","99","246","Data submitted were based on a sample of cases/patients","92","154","Data submitted were based on a sample of cases/patients"
"380071","WILLAMETTE VALLEY MEDICAL CENTER","2700 SE STRATUS AVE.","","","MCMINNVILLE","OR","97128","YAMHILL","5034726131","98","205","","99","129",""
"360070","MERCY MEDICAL CENTER","1320 MERCY DRIVE NW","","","CANTON","OH","44708","STARK","3304891001","98","374","","96","226",""
"460019","UINTAH BASIN MEDICAL CENTER","250 WEST 300 NORTH (75-2)","","","ROOSEVELT","UT","84066","DUCHESNE","4357224691","85","40","","85","41",""
"420067","BEAUFORT COUNTY MEMORIAL HOSPITAL","955 RIBAUT RD","","","BEAUFORT","SC","29902","BEAUFORT","8435225200","97","92","","94","72",""
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","","","LAURINBURG","NC","28352","SCOTLAND","9102917000","99","192","","96","123",""
"360121","COMMUNITY HOSPITALS AND WELLNESS CENTERS","433 WEST HIGH STREET","","","BRYAN","OH","43506","WILLIAMS","4196361131","97","70","","92","75",""
"151305","PULASKI MEMORIAL HOSPITAL","616 E 13TH ST","","","WINAMAC","IN","46996","PULASKI","5749462100","100","42","","100","25",""
"400004","ASOCIACION HOSPITAL DEL MAESTRO, INC","SERGIO CUEVAS BUSTAMANTE STREET 550","","","SAN JUAN","PR","00936","SAN JUAN","7877586420","90","87","","86","133",""
"371319","MARY HURLEY HOSPITAL","6 NORTH COVINGTON","","","COALGATE","OK","74538","COAL","5809272327","Not Available","Not Available","Data submitted were based on a sample of cases/patients., The number of cases/patients is too few to report","27","22","Data submitted were based on a sample of cases/patients., The number of cases/patients is too few to report"
"360091","MEDINA HOSPITAL","1000 EAST WASHINGTON STREET","","","MEDINA","OH","44256","MEDINA","3307251000","97","144","","92","114",""
"521337","ST CROIX REG MED CTR","235 STATE STREET","","","SAINT CROIX FALLS","WI","54024","POLK","7154833261","100","33","","90","21","The number of cases/patients is too few to report"
"151318","DUKES MEMORIAL HOSPITAL","275 W 12TH ST","","","PERU","IN","46970","MIAMI","7654728000","100","51","Data submitted were based on a sample of cases/patients","100","45","Data submitted were based on a sample of cases/patients"
"131317","BENEWAH COMMUNITY HOSPITAL","229 SOUTH 7TH STREET","","","SAINT MARIES","ID","83861","BENEWAH","2082457614","Not Available","Not Available","The number of cases/patients is too few to report","82","11","The number of cases/patients is too few to report"
"140008","LOYOLA GOTTLIEB MEMORIAL HOSPITAL","701 WEST NORTH AVE","","","MELROSE PARK","IL","60160","COOK","7084504924","99","89","","95","80",""
"230005","EMMA L BIXBY MEDICAL CENTER","818 RIVERSIDE AVENUE","","","ADRIAN","MI","49221","LENAWEE","5172650900","100","133","Data submitted were based on a sample of cases/patients","99","71","Data submitted were based on a sample of cases/patients"
"510046","PRINCETON COMMUNITY HOSPITAL","122 12TH STREET","","","PRINCETON","WV","24740","MERCER","3044877260","97","353","Data submitted were based on a sample of cases/patients","94","196","Data submitted were based on a sample of cases/patients"
"100126","PALMS OF PASADENA HOSPITAL","1501 PASADENA AVE SOUTH","","","SAINT PETERSBURG","FL","33707","PINELLAS","7273811000","94","110","","96","103",""
"161330","AUDUBON COUNTY MEMORIAL HOSPITAL","515 PACIFIC STREET","","","AUDUBON","IA","50025","AUDUBON","7125632611","Not Available","Not Available","Results are based on a shorter time period than required., The number of cases/patients is too few to report","Not Available","Not Available","Results are based on a shorter time period than required., The number of cases/patients is too few to report"
"140113","PRESENCE COVENANT MEDICAL CENTER","1400 WEST PARK AVENUE","","","URBANA","IL","61801","CHAMPAIGN","2173372000","94","118","","93","73",""
"230176","OAKWOOD SOUTHSHORE MEDICAL CENTER","5450 FORT STREET","","","TRENTON","MI","48183","WAYNE","7346713800","99","176","","95","175",""
"390127","PHOENIXVILLE HOSPITAL","140 NUTT ROAD","","","PHOENIXVILLE","PA","19460","CHESTER","6109831000","98","250","Data submitted were based on a sample of cases/patients","99","103","Data submitted were based on a sample of cases/patients"
"050028","MAD RIVER COMMUNITY HOSPITAL","3800 JANES RD","","","ARCATA","CA","95521","HUMBOLDT","7078223621","91","86","","78","65",""
"181303","NICHOLAS COUNTY HOSPITAL","2325 CONCRETE ROAD","","","CARLISLE","KY","40311","NICHOLAS","8592897181","88","17","The number of cases/patients is too few to report","63","30",""
"061326","PIKES PEAK REGIONAL HOSPITAL","16420 HIGHWAY 24","","","WOODLAND PARK","CO","80863","TELLER","7196879999","94","16","The number of cases/patients is too few to report","95","19","The number of cases/patients is too few to report"
"160124","LAKES REGIONAL HEALTHCARE","2301 HIGHWAY 71","","","SPIRIT LAKE","IA","51360","DICKINSON","7123361230","100","36","","90","42",""
"151319","GIBSON GENERAL HOSPITAL","1808 SHERMAN DR","","","PRINCETON","IN","47670","GIBSON","8123853401","97","37","","96","27",""
"670085","TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE","10864 TEXAS HEALTH TRAIL","","","FORT WORTH","TX","76244","TARRANT","6822122004","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"100140","BAPTIST MEDICAL CENTER - NASSAU","1250 S 18TH ST","","","FERNANDINA BEACH","FL","32034","NASSAU","9043213500","99","169","","98","125",""
"190190","CALDWELL MEMORIAL HOSPITAL","411 MAIN STREET","","","COLUMBIA","LA","71418","CALDWELL","3186496111","Not Available","0","No cases met the criteria for this measure","78","23","The number of cases/patients is too few to report"
"220116","TUFTS MEDICAL CENTER","800 WASHINGTON STREET","","","BOSTON","MA","02111","SUFFOLK","6176365000","99","155","","97","68",""
"420072","HAMPTON REGIONAL MEDICAL CENTER","595 WEST CAROLINA AVENUE","","","VARNVILLE","SC","29944","HAMPTON","8039432771","100","38","","97","38",""
"100052","WINTER HAVEN HOSPITAL","200 AVE F NE","","","WINTER HAVEN","FL","33881","POLK","8632931121","96","157","Data submitted were based on a sample of cases/patients","96","89","Data submitted were based on a sample of cases/patients"
