Provider Number,Hospital Name,Address,City,State, ZIP Code,County Name,Communication with Nurses Achievement Points,Communication with Nurses Improvement Points,Communication with Nurses Dimension Score,Communication with Doctors Achievement Points,Communication with Doctors Improvement Points,Communication with Doctors Dimension Score,Responsiveness of Hospital Staff Achievement Points,Responsiveness of Hospital Staff Improvement Points,Responsiveness of Hospital Staff Dimension Score,Pain Management Achievement Points,Pain Management Improvement Points,Pain Management Dimension Score,Communication about Medicines Achievement Points,Communication about Medicines Improvement Points,Communication about Medicines Dimension Score,Cleanliness and Quietness of Hospital Environment Achievement Points,Cleanliness and Quietness of Hospital Environment Improvement Points,Cleanliness and Quietness of Hospital Environment Dimension Score,Discharge Information Achievement Points,Discharge Information Improvement Points,Discharge Information Dimension Score,Overall Rating of Hospital Achievement Points,Overall Rating of Hospital Improvement Points,Overall Rating of Hospital Dimension Score,HCAHPS Base Score,HCAHPS Consistency Score
"230117","BORGESS MEDICAL CENTER","1521 GULL ROAD","KALAMAZOO","MI","49048","KALAMAZOO","3 out of 10","4 out of 9","4 out of 10","0 out of 10","0 out of 9","0 out of 10","2 out of 10","4 out of 9","4 out of 10","3 out of 10","4 out of 9","4 out of 10","3 out of 10","4 out of 9","4 out of 10","0 out of 10","0 out of 9","0 out of 10","5 out of 10","0 out of 9","5 out of 10","4 out of 10","4 out of 9","4 out of 10","25","18"
"230118","HURON MEDICAL CENTER","1100 SOUTH VAN DYKE ROAD","BAD AXE","MI","48413","HURON","5 out of 10","0 out of 9","5 out of 10","6 out of 10","3 out of 9","6 out of 10","7 out of 10","0 out of 9","7 out of 10","3 out of 10","0 out of 9","3 out of 10","4 out of 10","0 out of 9","4 out of 10","2 out of 10","0 out of 9","2 out of 10","5 out of 10","0 out of 9","5 out of 10","6 out of 10","0 out of 9","6 out of 10","38","20"
"230121","MEMORIAL HEALTHCARE","826 WEST KING STREET","OWOSSO","MI","48867","SHIAWASSEE","7 out of 10","8 out of 9","8 out of 10","2 out of 10","5 out of 9","5 out of 10","6 out of 10","6 out of 9","6 out of 10","6 out of 10","7 out of 9","7 out of 10","5 out of 10","7 out of 9","7 out of 10","6 out of 10","6 out of 9","6 out of 10","7 out of 10","7 out of 9","7 out of 10","3 out of 10","6 out of 9","6 out of 10","52","20"
"230130","WILLIAM BEAUMONT HOSPITAL","3601 W THIRTEEN MILE RD","ROYAL OAK","MI","48073","OAKLAND","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","1 out of 9","1 out of 10","4 out of 10","3 out of 9","4 out of 10","3 out of 10","1 out of 9","3 out of 10","11","15"
"230132","HURLEY MEDICAL CENTER","ONE HURLEY PLAZA","FLINT","MI","48503","GENESEE","3 out of 10","5 out of 9","5 out of 10","0 out of 10","3 out of 9","3 out of 10","2 out of 10","2 out of 9","2 out of 10","2 out of 10","4 out of 9","4 out of 10","2 out of 10","3 out of 9","3 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","1 out of 10","2 out of 9","2 out of 10","20","16"
"230133","OTSEGO MEMORIAL HOSPITAL","825 N CENTER AVE","GAYLORD","MI","49735","OTSEGO","2 out of 10","0 out of 9","2 out of 10","1 out of 10","0 out of 9","1 out of 10","5 out of 10","1 out of 9","5 out of 10","0 out of 10","0 out of 9","0 out of 10","6 out of 10","0 out of 9","6 out of 10","0 out of 10","0 out of 9","0 out of 10","3 out of 10","1 out of 9","3 out of 10","1 out of 10","0 out of 9","1 out of 10","18","16"
"230141","MCLAREN FLINT","401 S BALLENGER HIGHWAY","FLINT","MI","48532","GENESEE","0 out of 10","2 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","10","14"
"230142","OAKWOOD ANNAPOLIS HOSPITAL","33155 ANNAPOLIS AVE","WAYNE","MI","48184","WAYNE","3 out of 10","2 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","1 out of 10","2 out of 9","2 out of 10","2 out of 10","1 out of 9","2 out of 10","2 out of 10","0 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","9","14"
"230146","HENRY FORD WYANDOTTE HOSPITAL","2333 BIDDLE AVE","WYANDOTTE","MI","48192","WAYNE","3 out of 10","3 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","3 out of 10","2 out of 9","3 out of 10","0 out of 10","1 out of 9","1 out of 10","6 out of 10","5 out of 9","6 out of 10","0 out of 10","0 out of 9","0 out of 10","3 out of 10","6 out of 9","6 out of 10","0 out of 10","0 out of 9","0 out of 10","19","14"
"230151","BOTSFORD HOSPITAL","28050 GRAND RIVER AVENUE","FARMINGTON HILLS","MI","48336","OAKLAND","1 out of 10","3 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","3 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","1 out of 10","0 out of 9","1 out of 10","0 out of 10","1 out of 9","1 out of 10","9","12"
"230156","ST JOSEPH MERCY HOSPITAL","5301 E HURON RIVER DR","ANN ARBOR","MI","48106","WASHTENAW","6 out of 10","5 out of 9","6 out of 10","2 out of 10","2 out of 9","2 out of 10","4 out of 10","3 out of 9","4 out of 10","6 out of 10","6 out of 9","6 out of 10","5 out of 10","4 out of 9","5 out of 10","2 out of 10","0 out of 9","2 out of 10","8 out of 10","5 out of 9","8 out of 10","7 out of 10","6 out of 9","7 out of 10","40","20"
"230165","ST JOHN HOSPITAL AND MEDICAL CENTER","22101 MOROSS RD","DETROIT","MI","48236","WAYNE","1 out of 10","1 out of 9","1 out of 10","0 out of 10","3 out of 9","3 out of 10","0 out of 10","3 out of 9","3 out of 10","1 out of 10","2 out of 9","2 out of 10","1 out of 10","2 out of 9","2 out of 10","0 out of 10","1 out of 9","1 out of 10","3 out of 10","5 out of 9","5 out of 10","2 out of 10","3 out of 9","3 out of 10","20","16"
"230167","MCLAREN - GREATER LANSING","401 W GREENLAWN AVE","LANSING","MI","48910","INGHAM","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","2 out of 10","2 out of 9","2 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","2 out of 10","0 out of 9","2 out of 10","1 out of 10","1 out of 9","1 out of 10","6","16"
"230174","NORTH OTTAWA COMMUNITY HOSPITAL","1309 SHELDON RD","GRAND HAVEN","MI","49417","OTTAWA","3 out of 10","1 out of 9","3 out of 10","1 out of 10","0 out of 9","1 out of 10","6 out of 10","0 out of 9","6 out of 10","4 out of 10","2 out of 9","4 out of 10","4 out of 10","1 out of 9","4 out of 10","7 out of 10","4 out of 9","7 out of 10","9 out of 10","0 out of 9","9 out of 10","5 out of 10","0 out of 9","5 out of 10","39","20"
"230176","OAKWOOD SOUTHSHORE MEDICAL CENTER","5450 FORT STREET","TRENTON","MI","48183","WAYNE","6 out of 10","4 out of 9","6 out of 10","1 out of 10","0 out of 9","1 out of 10","4 out of 10","2 out of 9","4 out of 10","4 out of 10","1 out of 9","4 out of 10","5 out of 10","1 out of 9","5 out of 10","3 out of 10","0 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","4 out of 10","0 out of 9","4 out of 10","27","18"
"230180","MIDMICHIGAN MEDICAL CENTER-CLARE","703 N MCEWAN ST","CLARE","MI","48617","CLARE","5 out of 10","4 out of 9","5 out of 10","0 out of 10","0 out of 9","0 out of 10","8 out of 10","5 out of 9","8 out of 10","6 out of 10","0 out of 9","6 out of 10","3 out of 10","2 out of 9","3 out of 10","1 out of 10","0 out of 9","1 out of 10","10 out of 10","9 out of 9","10 out of 10","0 out of 10","0 out of 9","0 out of 10","33","19"
"230193","MCLAREN LAPEER REGION","1375 N MAIN ST","LAPEER","MI","48446","LAPEER","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","7 out of 10","7 out of 9","7 out of 10","0 out of 10","0 out of 9","0 out of 10","7","16"
"230195","ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER","11800 EAST TWELVE MILE ROAD","WARREN","MI","48093","MACOMB","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","1 out of 10","5 out of 9","5 out of 10","0 out of 10","1 out of 9","1 out of 10","8","13"
"230197","GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK","ONE GENESYS PARKWAY","GRAND BLANC","MI","48439","GENESEE","0 out of 10","1 out of 9","1 out of 10","0 out of 10","2 out of 9","2 out of 10","1 out of 10","0 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","3 out of 10","3 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","7","13"
"230207","MCLAREN OAKLAND","50 NORTH PERRY","PONTIAC","MI","48342","OAKLAND","0 out of 10","0 out of 9","0 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","6 out of 10","8 out of 9","8 out of 10","0 out of 10","2 out of 9","2 out of 10","13","15"
"230208","CARSON CITY HOSPITAL","406 EAST ELM ST","CARSON CITY","MI","48811","MONTCALM","9 out of 10","8 out of 9","9 out of 10","8 out of 10","6 out of 9","8 out of 10","8 out of 10","5 out of 9","8 out of 10","7 out of 10","7 out of 9","7 out of 10","10 out of 10","9 out of 9","10 out of 10","7 out of 10","5 out of 9","7 out of 10","10 out of 10","9 out of 9","10 out of 10","7 out of 10","5 out of 9","7 out of 10","66","20"
"230216","PORT HURON HOSPITAL","1221 PINE GROVE AVE","PORT HURON","MI","48060","SAINT CLAIR","5 out of 10","1 out of 9","5 out of 10","0 out of 10","1 out of 9","1 out of 10","2 out of 10","1 out of 9","2 out of 10","3 out of 10","0 out of 9","3 out of 10","2 out of 10","1 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","5 out of 10","5 out of 9","5 out of 10","2 out of 10","0 out of 9","2 out of 10","20","19"
"230217","OAKLAWN HOSPITAL","200 N MADISON","MARSHALL","MI","49068","CALHOUN","5 out of 10","0 out of 9","5 out of 10","0 out of 10","0 out of 9","0 out of 10","5 out of 10","0 out of 9","5 out of 10","6 out of 10","0 out of 9","6 out of 10","5 out of 10","5 out of 9","5 out of 10","5 out of 10","0 out of 9","5 out of 10","9 out of 10","0 out of 9","9 out of 10","6 out of 10","0 out of 9","6 out of 10","41","18"
"230222","MIDMICHIGAN MEDICAL CENTER-MIDLAND","4000 WELLNESS DRIVE","MIDLAND","MI","48670","MIDLAND","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","3 out of 10","0 out of 9","3 out of 10","1 out of 10","0 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","7 out of 10","7 out of 9","7 out of 10","4 out of 10","0 out of 9","4 out of 10","15","15"
"230227","MCLAREN MACOMB","1000 HARRINGTON BLVD","MOUNT CLEMENS","MI","48043","MACOMB","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","1 out of 9","1 out of 10","4","12"
"230230","EDWARD W SPARROW HOSPITAL","1215 E MICHIGAN AVENUE","LANSING","MI","48912","INGHAM","2 out of 10","0 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","3 out of 10","0 out of 9","3 out of 10","4 out of 10","1 out of 9","4 out of 10","0 out of 10","0 out of 9","0 out of 10","5 out of 10","0 out of 9","5 out of 10","3 out of 10","1 out of 9","3 out of 10","17","14"
"230236","METRO HEALTH HOSPITAL","5900 BYRON CENTER AVENUE, SW","WYOMING","MI","49519","KENT","5 out of 10","4 out of 9","5 out of 10","1 out of 10","0 out of 9","1 out of 10","3 out of 10","3 out of 9","3 out of 10","4 out of 10","0 out of 9","4 out of 10","2 out of 10","0 out of 9","2 out of 10","4 out of 10","0 out of 9","4 out of 10","10 out of 10","9 out of 9","10 out of 10","7 out of 10","0 out of 9","7 out of 10","36","20"
"230239","CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL","500 OSBORN BLVD","SAULT SAINTE MARIE","MI","49783","CHIPPEWA","7 out of 10","1 out of 9","7 out of 10","0 out of 10","0 out of 9","0 out of 10","9 out of 10","6 out of 9","9 out of 10","6 out of 10","4 out of 9","6 out of 10","4 out of 10","4 out of 9","4 out of 10","0 out of 10","0 out of 9","0 out of 10","2 out of 10","2 out of 9","2 out of 10","4 out of 10","3 out of 9","4 out of 10","32","19"
"230241","ST JOHN RIVER DISTRICT HOSPITAL","4100 RIVER RD","EAST CHINA","MI","48054","SAINT CLAIR","1 out of 10","0 out of 9","1 out of 10","2 out of 10","2 out of 9","2 out of 10","5 out of 10","0 out of 9","5 out of 10","3 out of 10","0 out of 9","3 out of 10","2 out of 10","3 out of 9","3 out of 10","3 out of 10","2 out of 9","3 out of 10","6 out of 10","5 out of 9","6 out of 10","2 out of 10","2 out of 9","2 out of 10","25","20"
"230244","GARDEN CITY HOSPITAL","6245 INKSTER RD","GARDEN CITY","MI","48135","WAYNE","2 out of 10","5 out of 9","5 out of 10","0 out of 10","1 out of 9","1 out of 10","1 out of 10","0 out of 9","1 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","2 out of 10","4 out of 9","4 out of 10","0 out of 10","1 out of 9","1 out of 10","14","15"
"230254","CRITTENTON HOSPITAL MEDICAL CENTER","1101 W UNIVERSITY DRIVE","ROCHESTER","MI","48307","OAKLAND","3 out of 10","0 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","1 out of 10","0 out of 9","1 out of 10","2 out of 10","0 out of 9","2 out of 10","7","17"
"230259","CHELSEA COMMUNITY HOSPITAL","775 S MAIN ST","CHELSEA","MI","48118","WASHTENAW","10 out of 10","9 out of 9","10 out of 10","7 out of 10","5 out of 9","7 out of 10","9 out of 10","9 out of 9","9 out of 10","4 out of 10","0 out of 9","4 out of 10","7 out of 10","0 out of 9","7 out of 10","7 out of 10","1 out of 9","7 out of 10","10 out of 10","9 out of 9","10 out of 10","8 out of 10","0 out of 9","8 out of 10","62","20"
"230269","WILLIAM BEAUMONT HOSPITAL-TROY","44201 DEQUINDRE ROAD","TROY","MI","48085","OAKLAND","2 out of 10","2 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","2 out of 10","1 out of 9","2 out of 10","2 out of 10","1 out of 9","2 out of 10","1 out of 10","2 out of 9","2 out of 10","0 out of 10","2 out of 9","2 out of 10","4 out of 10","5 out of 9","5 out of 10","4 out of 10","2 out of 9","4 out of 10","19","18"
"230270","OAKWOOD HERITAGE HOSPITAL","10000 TELEGRAPH ROAD","TAYLOR","MI","48180","WAYNE","8 out of 10","8 out of 9","8 out of 10","0 out of 10","0 out of 9","0 out of 10","8 out of 10","9 out of 9","9 out of 10","8 out of 10","6 out of 9","8 out of 10","4 out of 10","4 out of 9","4 out of 10","0 out of 10","2 out of 9","2 out of 10","2 out of 10","3 out of 9","3 out of 10","3 out of 10","4 out of 9","4 out of 10","38","18"
"230273","DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER","4201 ST ANTOINE ST - 3M","DETROIT","MI","48201","WAYNE","0 out of 10","1 out of 9","1 out of 10","0 out of 10","2 out of 9","2 out of 10","3 out of 10","0 out of 9","3 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","1 out of 10","2 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","11","16"
"230277","HURON VALLEY-SINAI HOSPITAL","ONE WILLIAM CARLS DRIVE","COMMERCE TOWNSHIP","MI","48382","OAKLAND","2 out of 10","0 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","3 out of 10","0 out of 9","3 out of 10","2 out of 10","3 out of 9","3 out of 10","3 out of 10","1 out of 9","3 out of 10","0 out of 10","1 out of 9","1 out of 10","4 out of 10","5 out of 9","5 out of 10","4 out of 10","3 out of 9","4 out of 10","21","19"
"230297","KARMANOS CANCER CENTER","4100 JOHN R","DETROIT","MI","48201","WAYNE","8 out of 10","5 out of 9","8 out of 10","1 out of 10","2 out of 9","2 out of 10","2 out of 10","0 out of 9","2 out of 10","7 out of 10","2 out of 9","7 out of 10","8 out of 10","5 out of 9","8 out of 10","1 out of 10","0 out of 9","1 out of 10","9 out of 10","7 out of 9","9 out of 10","5 out of 10","0 out of 9","5 out of 10","42","20"
"230302","HENRY FORD WEST BLOOMFIELD HOSPITAL","6777 WEST MAPLE ROAD","W BLOOMFIELD","MI","48322","OAKLAND","5 out of 10","2 out of 9","5 out of 10","2 out of 10","1 out of 9","2 out of 10","3 out of 10","0 out of 9","3 out of 10","5 out of 10","4 out of 9","5 out of 10","4 out of 10","1 out of 9","4 out of 10","7 out of 10","1 out of 9","7 out of 10","7 out of 10","6 out of 9","7 out of 10","10 out of 10","9 out of 9","10 out of 10","43","20"
"240001","NORTH MEMORIAL MEDICAL CENTER","3300 OAKDALE NORTH","ROBBINSDALE","MN","55422","HENNEPIN","0 out of 10","2 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","1 out of 9","1 out of 10","3 out of 10","3 out of 9","3 out of 10","4 out of 10","6 out of 9","6 out of 10","15","13"
"240002","ESSENTIA HEALTH ST MARY'S MEDICAL CENTER","407 EAST THIRD STREET","DULUTH","MN","55805","ST. LOUIS","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","2 out of 9","2 out of 10","5 out of 10","0 out of 9","5 out of 10","0 out of 10","0 out of 9","0 out of 10","8","15"
"240004","HENNEPIN COUNTY MEDICAL CENTER","701 PARK AVENUE","MINNEAPOLIS","MN","55415","HENNEPIN","0 out of 10","2 out of 9","2 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","1 out of 9","1 out of 10","5 out of 10","1 out of 9","5 out of 10","0 out of 10","0 out of 9","0 out of 10","15","15"
"240006","OLMSTED MEDICAL CENTER","1650 FOURTH STREET SOUTHEAST","ROCHESTER","MN","55904","OLMSTED","6 out of 10","6 out of 9","6 out of 10","3 out of 10","2 out of 9","3 out of 10","8 out of 10","7 out of 9","8 out of 10","0 out of 10","0 out of 9","0 out of 10","3 out of 10","0 out of 9","3 out of 10","4 out of 10","4 out of 9","4 out of 10","10 out of 10","9 out of 9","10 out of 10","9 out of 10","9 out of 9","9 out of 10","43","19"
"240010","ST MARYS HOSPITAL","1216 SECOND STREET WEST","ROCHESTER","MN","55902","OLMSTED","3 out of 10","0 out of 9","3 out of 10","2 out of 10","0 out of 9","2 out of 10","4 out of 10","0 out of 9","4 out of 10","0 out of 10","0 out of 9","0 out of 10","5 out of 10","0 out of 9","5 out of 10","1 out of 10","0 out of 9","1 out of 10","10 out of 10","9 out of 9","10 out of 10","7 out of 10","0 out of 9","7 out of 10","32","19"
"240014","NORTHFIELD HOSPITAL","2000 NORTH AVENUE","NORTHFIELD","MN","55057","RICE","8 out of 10","9 out of 9","9 out of 10","6 out of 10","6 out of 9","6 out of 10","9 out of 10","8 out of 9","9 out of 10","6 out of 10","6 out of 9","6 out of 10","9 out of 10","9 out of 9","9 out of 10","6 out of 10","6 out of 9","6 out of 10","4 out of 10","0 out of 9","4 out of 10","8 out of 10","7 out of 9","8 out of 10","57","20"
"240018","MAYO CLINIC HEALTH SYSTEM IN RED WING","701 FAIRVIEW BOULEVARD, PO BOX 95","RED WING","MN","55066","GOODHUE","8 out of 10","7 out of 9","8 out of 10","4 out of 10","0 out of 9","4 out of 10","10 out of 10","9 out of 9","10 out of 10","4 out of 10","1 out of 9","4 out of 10","5 out of 10","2 out of 9","5 out of 10","8 out of 10","6 out of 9","8 out of 10","8 out of 10","7 out of 9","8 out of 10","5 out of 10","3 out of 9","5 out of 10","52","20"
"240019","ESSENTIA HEALTH DULUTH","502 EAST SECOND STREET","DULUTH","MN","55805","ST. LOUIS","2 out of 10","0 out of 9","2 out of 10","2 out of 10","0 out of 9","2 out of 10","6 out of 10","1 out of 9","6 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","1 out of 10","2 out of 9","2 out of 10","7 out of 10","0 out of 9","7 out of 10","2 out of 10","0 out of 9","2 out of 10","21","16"
"240020","CAMBRIDGE MEDICAL CENTER","701 SOUTH DELLWOOD","CAMBRIDGE","MN","55008","ISANTI","5 out of 10","3 out of 9","5 out of 10","4 out of 10","3 out of 9","4 out of 10","7 out of 10","0 out of 9","7 out of 10","1 out of 10","1 out of 9","1 out of 10","3 out of 10","3 out of 9","3 out of 10","3 out of 10","1 out of 9","3 out of 10","8 out of 10","4 out of 9","8 out of 10","4 out of 10","3 out of 9","4 out of 10","35","20"
