Provider Number,Hospital Name,Address,City,State, ZIP Code,County Name,HF-1 Performance Rate,HF-1 Achievement Points,HF-1 Improvement Points,HF-1 Measure Score,HF Condition/Procedure Score
"330024","MOUNT SINAI HOSPITAL","ONE GUSTAVE L LEVY PLACE","NEW YORK","NY","10029","NEW YORK","0.9608","6 out of 10","8 out of 9","8 out of 10","8"
"330027","NASSAU UNIVERSITY MEDICAL CENTER","2201 HEMPSTEAD TURNPIKE","EAST MEADOW","NY","11554","NASSAU","0.9932","9 out of 10","5 out of 9","9 out of 10","9"
"330028","RICHMOND UNIVERSITY MEDICAL CENTER","355 BARD AVENUE","STATEN ISLAND","NY","10304","RICHMOND","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"330030","NEWARK-WAYNE COMMUNITY HOSPITAL","111 DRIVING PARK AVENUE","NEWARK","NY","14513","WAYNE","0.9583","5 out of 10","7 out of 9","7 out of 10","7"
"330033","CHENANGO MEMORIAL HOSPITAL, INC","179 NORTH BROAD STREET","NORWICH","NY","13815","CHENANGO","0.8810","0 out of 10","0 out of 9","0 out of 10","0"
"330037","LAKESIDE MEMORIAL HOSPITAL","156 WEST AVENUE","BROCKPORT","NY","14420","MONROE","0.6809","0 out of 10","0 out of 9","0 out of 10","0"
"330043","SOUTHSIDE HOSPITAL","301 EAST MAIN STREET","BAY SHORE","NY","11706","SUFFOLK","0.9721","7 out of 10","0 out of 9","7 out of 10","7"
"330044","FAXTON-ST LUKE'S HEALTHCARE","1656 CHAMPLIN AVENUE","UTICA","NY","13503","ONEIDA","0.9583","5 out of 10","7 out of 9","7 out of 10","7"
"330045","HUNTINGTON HOSPITAL","270 PARK AVENUE","HUNTINGTON","NY","11743","SUFFOLK","0.9827","8 out of 10","0 out of 9","8 out of 10","8"
"330046","ST LUKE'S ROOSEVELT HOSPITAL","1111 AMSTERDAM AVENUE","NEW YORK","NY","10025","NEW YORK","0.9951","9 out of 10","9 out of 9","9 out of 10","9"
"330047","ST MARY'S HOSPITAL AT AMSTERDAM","427 GUY PARK AVENUE","AMSTERDAM","NY","12010","MONTGOMERY","0.8889","0 out of 10","0 out of 9","0 out of 10","0"
"330049","NORTHERN DUTCHESS HOSPITAL","6511 SPRINGBROOK AVENUE","RHINEBECK","NY","12572","DUTCHESS","0.8684","0 out of 10","3 out of 9","3 out of 10","3"
"330053","MEDINA MEMORIAL HOSPITAL","200 OHIO STREET","MEDINA","NY","14103","ORLEANS","0.9608","6 out of 10","8 out of 9","8 out of 10","8"
"330055","NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS","56-45 MAIN STREET","FLUSHING","NY","11355","QUEENS","0.9032","0 out of 10","0 out of 9","0 out of 10","0"
"330056","BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS","121 DEKALB AVENUE","BROOKLYN","NY","11201","KINGS","0.9508","5 out of 10","4 out of 9","5 out of 10","5"
"330057","ST PETER'S HOSPITAL","315 SOUTH MANNING BOULEVARD","ALBANY","NY","12208","ALBANY","0.9587","5 out of 10","5 out of 9","5 out of 10","5"
"330058","GENEVA GENERAL HOSPITAL","196 -198 NORTH STREET","GENEVA","NY","14456","ONTARIO","0.8701","0 out of 10","5 out of 9","5 out of 10","5"
"330059","MONTEFIORE MEDICAL CENTER","111 EAST 210TH STREET","BRONX","NY","10467","BRONX","0.9558","5 out of 10","6 out of 9","6 out of 10","6"
"330061","LAWRENCE HOSPITAL CENTER","55 PALMER AVENUE","BRONXVILLE","NY","10708","WESTCHESTER","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"330064","NEW YORK DOWNTOWN HOSPITAL","170 WILLIAM STREET","NEW YORK","NY","10038","NEW YORK","0.9873","8 out of 10","6 out of 9","8 out of 10","8"
"330065","NIAGARA FALLS MEMORIAL MEDICAL CENTER","621 TENTH STREET","NIAGARA FALLS","NY","14302","NIAGARA","0.9697","7 out of 10","6 out of 9","7 out of 10","7"
"330067","ST FRANCIS HOSPITAL","241 NORTH ROAD","POUGHKEEPSIE","NY","12601","DUTCHESS","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"330073","UNITED MEMORIAL MEDICAL CENTER","127 NORTH STREET","BATAVIA","NY","14020","GENESEE","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"330074","F F THOMPSON HOSPITAL","350 PARRISH STREET","CANANDAIGUA","NY","14424","ONTARIO","0.9615","6 out of 10","8 out of 9","8 out of 10","8"
"330078","SISTERS OF CHARITY HOSPITAL","2157 MAIN STREET","BUFFALO","NY","14214","ERIE","0.8583","0 out of 10","4 out of 9","4 out of 10","4"
"330079","ADIRONDACK MEDICAL CENTER","2233 STATE ROUTE 86","SARANAC LAKE","NY","12983","FRANKLIN","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"330080","LINCOLN MEDICAL & MENTAL HEALTH CENTER","234 EAST 149TH STREET","BRONX","NY","10451","BRONX","0.9954","9 out of 10","0 out of 9","9 out of 10","9"
"330084","ALICE HYDE MEDICAL CENTER","133 PARK STREET","MALONE","NY","12953","FRANKLIN","0.9467","4 out of 10","4 out of 9","4 out of 10","4"
"330085","AURELIA OSBORN FOX MEMORIAL HOSPITAL","ONE NORTON AVENUE","ONEONTA","NY","13820","OTSEGO","0.7436","0 out of 10","0 out of 9","0 out of 10","0"
"330086","MOUNT VERNON HOSPITAL","12 NORTH 7TH AVENUE","MOUNT VERNON","NY","10550","WESTCHESTER","0.9737","7 out of 10","7 out of 9","7 out of 10","7"
"330088","EASTERN LONG ISLAND HOSPITAL","201 MANOR PLACE","GREENPORT","NY","11944","SUFFOLK","0.9091","1 out of 10","6 out of 9","6 out of 10","6"
"330090","ARNOT OGDEN MEDICAL CENTER","600 ROE AVENUE","ELMIRA","NY","14905","CHEMUNG","0.5827","0 out of 10","0 out of 9","0 out of 10","0"
"330094","COLUMBIA MEMORIAL HOSPITAL","71 PROSPECT AVENUE","HUDSON","NY","12534","COLUMBIA","0.9800","8 out of 10","7 out of 9","8 out of 10","8"
"330096","JONES MEMORIAL HOSPITAL","191 NORTH MAIN STREET","WELLSVILLE","NY","14895","ALLEGANY","0.9487","4 out of 10","8 out of 9","8 out of 10","8"
"330101","NEW YORK-PRESBYTERIAN HOSPITAL","525 EAST 68TH STREET","NEW YORK","NY","10021","NEW YORK","0.9661","6 out of 10","9 out of 9","9 out of 10","9"
"330102","KENMORE MERCY HOSPITAL","2950 ELMWOOD AVENUE","KENMORE","NY","14217","ERIE","0.8992","0 out of 10","2 out of 9","2 out of 10","2"
"330103","OLEAN GENERAL HOSPITAL","515 MAIN STREET","OLEAN","NY","14760","CATTARAUGUS","0.9080","1 out of 10","2 out of 9","2 out of 10","2"
"330104","NYACK HOSPITAL","160 NORTH MIDLAND AVENUE","NYACK","NY","10960","ROCKLAND","0.9237","2 out of 10","2 out of 9","2 out of 10","2"
"330106","NORTH SHORE UNIVERSITY HOSPITAL","300 COMMUNITY DRIVE","MANHASSET","NY","11030","NASSAU","0.9375","3 out of 10","0 out of 9","3 out of 10","3"
"330107","PECONIC BAY MEDICAL CENTER","1300 ROANOKE AVENUE","RIVERHEAD","NY","11901","SUFFOLK","0.9573","5 out of 10","0 out of 9","5 out of 10","5"
"330108","ST JOSEPH'S HOSPITAL, INC","555 EAST MARKET STREET","ELMIRA","NY","14902","CHEMUNG","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"330115","ONEIDA HEALTHCARE CENTER","321 GENESEE STREET","ONEIDA","NY","13421","MADISON","0.9231","2 out of 10","4 out of 9","4 out of 10","4"
"330119","LENOX HILL HOSPITAL","100 EAST 77TH STREET","NEW YORK","NY","10021","NEW YORK","0.9684","6 out of 10","7 out of 9","7 out of 10","7"
"330125","ROCHESTER GENERAL HOSPITAL","1425 PORTLAND AVENUE","ROCHESTER","NY","14621","MONROE","0.8811","0 out of 10","0 out of 9","0 out of 10","0"
"330126","ORANGE REGIONAL MEDICAL CENTER","707 EAST MAIN STREET","MIDDLETOWN","NY","10940","ORANGE","0.8763","0 out of 10","0 out of 9","0 out of 10","0"
"330127","JACOBI MEDICAL CENTER","1400 PELHAM PARKWAY SOUTH","BRONX","NY","10461","BRONX","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"330128","ELMHURST HOSPITAL CENTER","79-01 BROADWAY","ELMHURST","NY","11373","QUEENS","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"330132","TLC HEALTH NETWORK","100 MEMORIAL DRIVE","GOWANDA","NY","14070","CATTARAUGUS","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"330135","BON SECOURS COMMUNITY HOSPITAL","160 EAST MAIN STREET","PORT JERVIS","NY","12771","ORANGE","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"330136","MARY IMOGENE BASSETT HOSPITAL","ONE ATWELL ROAD","COOPERSTOWN","NY","13326","OTSEGO","0.9365","3 out of 10","6 out of 9","6 out of 10","6"
"330140","ST JOSEPH'S HOSPITAL HEALTH CENTER","301 PROSPECT AVENUE","SYRACUSE","NY","13203","ONONDAGA","0.9827","8 out of 10","8 out of 9","8 out of 10","8"
"330141","BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER","101 HOSPITAL ROAD","PATCHOGUE","NY","11772","SUFFOLK","0.8714","0 out of 10","0 out of 9","0 out of 10","0"
"330151","ST JAMES MERCY HOSPITAL","411 CANISTEO STREET","HORNELL","NY","14843","STEUBEN","0.9091","1 out of 10","0 out of 9","1 out of 10","1"
"330153","ELLIS HOSPITAL","1101 NOTT STREET","SCHENECTADY","NY","12308","SCHENECTADY","0.9524","5 out of 10","0 out of 9","5 out of 10","5"
"330157","SAMARITAN MEDICAL CENTER","830 WASHINGTON STREET","WATERTOWN","NY","13601","JEFFERSON","0.8714","0 out of 10","3 out of 9","3 out of 10","3"
"330158","GOOD SAMARITAN HOSPITAL OF SUFFERN","255 LAFAYETTE AVENUE","SUFFERN","NY","10901","ROCKLAND","0.9872","8 out of 10","3 out of 9","8 out of 10","8"
"330160","STATEN ISLAND UNIVERSITY HOSPITAL","475 SEAVIEW AVENUE","STATEN ISLAND","NY","10305","RICHMOND","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"330162","NORTHERN WESTCHESTER HOSPITAL","400 EAST MAIN STREET","MOUNT KISCO","NY","10549","WESTCHESTER","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"330163","EASTERN NIAGARA HOSPITAL","521 EAST AVENUE","LOCKPORT","NY","14094","NIAGARA","0.6250","0 out of 10","0 out of 9","0 out of 10","0"
"330164","HIGHLAND HOSPITAL","1000 SOUTH AVENUE","ROCHESTER","NY","14620","MONROE","0.9798","8 out of 10","3 out of 9","8 out of 10","8"
"330167","WINTHROP-UNIVERSITY HOSPITAL","259 FIRST STREET","MINEOLA","NY","11501","NASSAU","0.9019","0 out of 10","2 out of 9","2 out of 10","2"
"330169","BETH ISRAEL MEDICAL CENTER","FIRST AVENUE AT 16TH STREET","NEW YORK","NY","10003","NEW YORK","0.9647","6 out of 10","9 out of 9","9 out of 10","9"
"330175","CORTLAND REGIONAL MEDICAL CENTER, INC","134 HOMER AVENUE","CORTLAND","NY","13045","CORTLAND","0.9892","8 out of 10","9 out of 9","9 out of 10","9"
"330180","SAMARITAN HOSPITAL","2215 BURDETT AVENUE","TROY","NY","12180","RENSSELAER","0.9464","4 out of 10","7 out of 9","7 out of 10","7"
"330181","GLEN COVE HOSPITAL","101 ST ANDREWS LANE","GLEN COVE","NY","11542","NASSAU","0.9263","2 out of 10","0 out of 9","2 out of 10","2"
"330182","ST FRANCIS HOSPITAL, ROSLYN","100 PORT WASHINGTON BOULEVARD","ROSLYN","NY","11576","NASSAU","0.9528","5 out of 10","6 out of 9","6 out of 10","6"
"330184","SOUND SHORE MEDICAL CENTER OF WESTSCHESTER","16 GUION PLACE","NEW ROCHELLE","NY","10802","WESTCHESTER","0.7303","0 out of 10","0 out of 9","0 out of 10","0"
"330185","JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON","75 NORTH COUNTRY ROAD","PORT JEFFERSON","NY","11777","SUFFOLK","0.9860","8 out of 10","0 out of 9","8 out of 10","8"
"330188","MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER","5300 MILITARY ROAD","LEWISTON","NY","14092","NIAGARA","0.9515","5 out of 10","5 out of 9","5 out of 10","5"
"330191","GLENS FALLS HOSPITAL","100 PARK STREET","GLENS FALLS","NY","12801","WARREN","0.9378","3 out of 10","7 out of 9","7 out of 10","7"
"330193","FLUSHING HOSPITAL MEDICAL CENTER","45TH AVENUE AND PARSONS BOULEVARD","FLUSHING","NY","11355","QUEENS","0.8636","0 out of 10","0 out of 9","0 out of 10","0"
"330194","MAIMONIDES MEDICAL CENTER","4802 TENTH AVENUE","BROOKLYN","NY","11219","KINGS","0.6597","0 out of 10","0 out of 9","0 out of 10","0"
"330195","LONG ISLAND JEWISH MEDICAL CENTER","270 - 05 76TH AVENUE","NEW HYDE PARK","NY","11040","NASSAU","0.9529","5 out of 10","6 out of 9","6 out of 10","6"
"330196","CONEY ISLAND HOSPITAL","2601 OCEAN PARKWAY","BROOKLYN","NY","11235","KINGS","0.9519","5 out of 10","4 out of 9","5 out of 10","5"
"330197","CANTON-POTSDAM HOSPITAL","50 LEROY STREET","POTSDAM","NY","13676","ST. LAWRENCE","0.9403","4 out of 10","5 out of 9","5 out of 10","5"
"330198","SOUTH NASSAU COMMUNITIES HOSPITAL","ONE HEALTHY WAY","OCEANSIDE","NY","11572","NASSAU","0.9890","8 out of 10","5 out of 9","8 out of 10","8"
"330199","METROPOLITAN HOSPITAL CENTER","1901 FIRST AVENUE","NEW YORK","NY","10029","NEW YORK","0.8842","0 out of 10","3 out of 9","3 out of 10","3"
"330201","KINGSBROOK JEWISH MEDICAL CENTER","585 SCHENECTADY AVENUE","BROOKLYN","NY","11203","KINGS","0.8824","0 out of 10","0 out of 9","0 out of 10","0"
"330202","KINGS COUNTY HOSPITAL CENTER","451 CLARKSON AVENUE","BROOKLYN","NY","11203","KINGS","0.8108","0 out of 10","2 out of 9","2 out of 10","2"
"330203","CROUSE HOSPITAL","736 IRVING AVENUE","SYRACUSE","NY","13210","ONONDAGA","0.9420","4 out of 10","7 out of 9","7 out of 10","7"
"330204","BELLEVUE HOSPITAL CENTER","462 FIRST AVENUE","NEW YORK","NY","10016","NEW YORK","0.9691","6 out of 10","0 out of 9","6 out of 10","6"
"330205","ST ANTHONY COMMUNITY HOSPITAL","15 - 19  MAPLE AVENUE","WARWICK","NY","10990","ORANGE","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"330208","ST JOHN'S RIVERSIDE HOSPITAL","976 NORTH BROADWAY","YONKERS","NY","10701","WESTCHESTER","0.9073","0 out of 10","3 out of 9","3 out of 10","3"
"330211","CLAXTON-HEPBURN MEDICAL CENTER","214 KING STREET","OGDENSBURG","NY","13669","ST. LAWRENCE","0.9545","5 out of 10","0 out of 9","5 out of 10","5"
"330213","LEWIS COUNTY GENERAL HOSPITAL","7785 NORTH STATE STREET","LOWVILLE","NY","13367","LEWIS","0.8710","0 out of 10","7 out of 9","7 out of 10","7"
"330214","NYU HOSPITALS CENTER","550 FIRST AVENUE","NEW YORK","NY","10016","NEW YORK","0.9750","7 out of 10","3 out of 9","7 out of 10","7"
"330215","ROME MEMORIAL HOSPITAL, INC","1500 NORTH JAMES STREET","ROME","NY","13440","ONEIDA","0.7802","0 out of 10","0 out of 9","0 out of 10","0"
"330218","OSWEGO HOSPITAL","110 WEST SIXTH STREET","OSWEGO","NY","13126","OSWEGO","0.9245","2 out of 10","5 out of 9","5 out of 10","5"
"330219","ERIE COUNTY MEDICAL CENTER","462 GRIDER STREET","BUFFALO","NY","14215","ERIE","0.9886","8 out of 10","6 out of 9","8 out of 10","8"
"330221","WYCKOFF HEIGHTS MEDICAL CENTER","374 STOCKHOLM STREET","BROOKLYN","NY","11237","KINGS","0.9800","8 out of 10","3 out of 9","8 out of 10","8"
"330222","SARATOGA HOSPITAL","211 CHURCH STREET","SARATOGA SPRINGS","NY","12866","SARATOGA","0.8974","0 out of 10","0 out of 9","0 out of 10","0"
"330223","MASSENA MEMORIAL HOSPITAL","1 HOSPITAL DRIVE","MASSENA","NY","13662","ST. LAWRENCE","0.9535","5 out of 10","0 out of 9","5 out of 10","5"
"330224","BENEDICTINE HOSPITAL","105 MARY'S AVENUE","KINGSTON","NY","12401","ULSTER","N/A","N/A","N/A","N/A","N/A"
"330225","LONG BEACH MEDICAL CENTER","455 EAST BAY DRIVE","LONG BEACH","NY","11561","NASSAU","0.8286","0 out of 10","0 out of 9","0 out of 10","0"
"330226","UNITY HOSPITAL OF ROCHESTER","1555 LONG POND ROAD","ROCHESTER","NY","14626","MONROE","0.8750","0 out of 10","0 out of 9","0 out of 10","0"
"330229","BROOKS MEMORIAL HOSPITAL","529 CENTRAL AVENUE","DUNKIRK","NY","14048","CHAUTAUQUA","0.8049","0 out of 10","0 out of 9","0 out of 10","0"
"330231","QUEENS HOSPITAL CENTER","82-68 164TH STREET","JAMAICA","NY","11432","QUEENS","0.9676","6 out of 10","3 out of 9","6 out of 10","6"
"330232","ST MARY'S HOSPITAL ( TROY )","1300 MASSACHUSETTS AVENUE","TROY","NY","12180","RENSSELAER","0.9861","8 out of 10","8 out of 9","8 out of 10","8"
"330233","BROOKDALE HOSPITAL MEDICAL CENTER","LINDEN BOULEVARD AT BROOKDALE PLAZA","BROOKLYN","NY","11212","KINGS","0.9806","8 out of 10","7 out of 9","8 out of 10","8"
"330234","WESTCHESTER MEDICAL CENTER","100 WOODS RD","VALHALLA","NY","10595","WESTCHESTER","0.9342","3 out of 10","4 out of 9","4 out of 10","4"
"330235","AUBURN COMMUNITY HOSPITAL","17 LANSING STREET","AUBURN","NY","13021","CAYUGA","0.5352","0 out of 10","0 out of 9","0 out of 10","0"
"330236","NEW YORK METHODIST HOSPITAL","506 SIXTH STREET","BROOKLYN","NY","11215","KINGS","0.9701","7 out of 10","7 out of 9","7 out of 10","7"
"330238","NICHOLAS H NOYES MEMORIAL HOSPITAL","111  CLARA BARTON STREET","DANSVILLE","NY","14437","LIVINGSTON","0.6905","0 out of 10","0 out of 9","0 out of 10","0"
"330239","WOMAN'S CHRISTIAN ASSOCIATION","207 FOOTE AVENUE","JAMESTOWN","NY","14701","CHAUTAUQUA","0.9664","6 out of 10","8 out of 9","8 out of 10","8"
"330240","HARLEM HOSPITAL CENTER","506 LENOX AVENUE","NEW YORK","NY","10037","NEW YORK","0.7107","0 out of 10","0 out of 9","0 out of 10","0"
"330241","UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER","750 EAST ADAMS STREET","SYRACUSE","NY","13210","ONONDAGA","0.9505","5 out of 10","6 out of 9","6 out of 10","6"
"330245","ST ELIZABETH MEDICAL CENTER","2209 GENESEE STREET","UTICA","NY","13501","ONEIDA","0.8394","0 out of 10","0 out of 9","0 out of 10","0"
"330246","ST CHARLES HOSPITAL","200 BELLE TERRE ROAD","PORT JEFFERSON","NY","11777","SUFFOLK","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"330249","COMMUNITY MEMORIAL HOSPITAL, INC","150 BROAD STREET","HAMILTON","NY","13346","MADISON","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"330250","CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR","75 BEEKMAN STREET","PLATTSBURGH","NY","12901","CLINTON","0.9360","3 out of 10","5 out of 9","5 out of 10","5"
"330259","MERCY MEDICAL CENTER","1000 NORTH VILLAGE AVENUE","ROCKVILLE CENTRE","NY","11570","NASSAU","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"330261","PHELPS MEMORIAL HOSPITAL ASSN","701 NORTH BROADWAY","SLEEPY HOLLOW","NY","10591","WESTCHESTER","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"330263","CARTHAGE AREA HOSPITAL, INC","1001 WEST STREET","CARTHAGE","NY","13619","JEFFERSON","0.6452","0 out of 10","0 out of 9","0 out of 10","0"
"330264","ST LUKE'S CORNWALL HOSPITAL","70 DUBOIS STREET","NEWBURGH","NY","12550","ORANGE","0.8667","0 out of 10","2 out of 9","2 out of 10","2"
"330265","CLIFTON SPRINGS HOSPITAL AND CLINIC","2 COULTER ROAD","CLIFTON SPRINGS","NY","14432","ONTARIO","0.9394","4 out of 10","0 out of 9","4 out of 10","4"
"330267","HUDSON VALLEY HOSPITAL CENTER","1980 CROMPOND ROAD","CORTLANDT MANOR","NY","10567","WESTCHESTER","0.9720","7 out of 10","7 out of 9","7 out of 10","7"
"330270","HOSPITAL FOR SPECIAL SURGERY","535 EAST 70TH STREET","NEW YORK","NY","10021","NEW YORK","N/A","N/A","N/A","N/A","N/A"
"330273","PUTNAM HOSPITAL CENTER","670 STONELEIGH AVENUE","CARMEL","NY","10512","PUTNAM","0.9444","4 out of 10","4 out of 9","4 out of 10","4"
"330276","NATHAN LITTAUER HOSPITAL","99 EAST STATE STREET","GLOVERSVILLE","NY","12078","FULTON","0.9333","3 out of 10","0 out of 9","3 out of 10","3"
"330277","CORNING HOSPITAL","176 DENISON PARKWAY EAST","CORNING","NY","14830","STEUBEN","0.8750","0 out of 10","0 out of 9","0 out of 10","0"
"330279","MERCY HOSPITAL","565 ABBOTT ROAD","BUFFALO","NY","14220","ERIE","0.9479","4 out of 10","5 out of 9","5 out of 10","5"
"330285","STRONG MEMORIAL HOSPITAL","601 ELMWOOD AVE","ROCHESTER","NY","14642","MONROE","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"330286","GOOD SAMARITAN HOSPITAL MEDICAL CENTER","1000 MONTAUK HIGHWAY","WEST ISLIP","NY","11795","SUFFOLK","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"330304","WHITE PLAINS HOSPITAL CENTER","41 EAST POST R0AD","WHITE PLAINS","NY","10601","WESTCHESTER","0.9878","8 out of 10","8 out of 9","8 out of 10","8"
"330306","LUTHERAN MEDICAL CENTER","150 55TH STREET","BROOKLYN","NY","11220","KINGS","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"330307","CAYUGA MEDICAL CENTER AT ITHACA","101 DATES DRIVE","ITHACA","NY","14850","TOMPKINS","0.8214","0 out of 10","4 out of 9","4 out of 10","4"
"330316","NEW YORK WESTCHESTER SQUARE MEDICAL CENTER","2475 ST RAYMOND AVENUE","BRONX","NY","10461","BRONX","0.7632","0 out of 10","0 out of 9","0 out of 10","0"
"330331","PLAINVIEW HOSPITAL","888 OLD COUNTRY ROAD","PLAINVIEW","NY","11803","NASSAU","0.9221","2 out of 10","0 out of 9","2 out of 10","2"
"330332","ST JOSEPH HOSPITAL","4295 HEMPSTEAD TURNPIKE","BETHPAGE","NY","11714","NASSAU","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"330340","SOUTHAMPTON HOSPITAL","240 MEETING HOUSE LANE","SOUTHAMPTON","NY","11968","SUFFOLK","0.9506","5 out of 10","0 out of 9","5 out of 10","5"
"330350","UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE )","445 LENOX ROAD","BROOKLYN","NY","11203","KINGS","0.9818","8 out of 10","6 out of 9","8 out of 10","8"
"330353","FOREST HILLS HOSPITAL","102 - 01 66TH ROAD","FOREST HILLS","NY","11375","QUEENS","0.8947","0 out of 10","0 out of 9","0 out of 10","0"
"330372","FRANKLIN HOSPITAL","900 FRANKLIN AVENUE","VALLEY STREAM","NY","11580","NASSAU","0.9520","5 out of 10","0 out of 9","5 out of 10","5"
"330385","NORTH CENTRAL BRONX HOSPITAL","3424 KOSSUTH AVENUE & 210TH STREET","BRONX","NY","10467","BRONX","0.9859","8 out of 10","0 out of 9","8 out of 10","8"
"330386","CATSKILL REGIONAL MEDICAL CENTER","68 HARRIS BUSHVILLE ROAD","HARRIS","NY","12742","SULLIVAN","0.8254","0 out of 10","0 out of 9","0 out of 10","0"
"330393","UNIVERSITY HOSPITAL ( STONY BROOK )","HEALTH SCIENCES CENTER SUNY","STONY BROOK","NY","11794","SUFFOLK","0.9030","0 out of 10","0 out of 9","0 out of 10","0"
"330394","UNITED HEALTH SERVICES HOSPITALS, INC","33-57 HARRISON STREET","JOHNSON CITY","NY","13790","BROOME","0.9380","3 out of 10","5 out of 9","5 out of 10","5"
"330395","ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE","327 BEACH 19TH STREET","FAR ROCKAWAY","NY","11691","QUEENS","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"330396","WOODHULL MEDICAL AND MENTAL HEALTH CENTER","760 BROADWAY","BROOKLYN","NY","11206","KINGS","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"330397","INTERFAITH MEDICAL CENTER","1545 ATLANTIC AVENUE","BROOKLYN","NY","11213","KINGS","0.9919","9 out of 10","9 out of 9","9 out of 10","9"
"330399","ST BARNABAS HOSPITAL","4422 THIRD AVENUE","BRONX","NY","10457","BRONX","0.9830","8 out of 10","8 out of 9","8 out of 10","8"
"330401","ST CATHERINE OF SIENA HOSPITAL","50 ROUTE 25A","SMITHTOWN","NY","11787","SUFFOLK","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"340001","CAROLINAS MEDICAL CENTER-NORTHEAST","920 CHURCH ST N","CONCORD","NC","28025","CABARRUS","0.9797","8 out of 10","8 out of 9","8 out of 10","8"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","0.9887","8 out of 10","9 out of 9","9 out of 10","9"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","0.9130","1 out of 10","0 out of 9","1 out of 10","1"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST  PO BOX HP-5","HIGH POINT","NC","27261","GUILFORD","0.9556","5 out of 10","4 out of 9","5 out of 10","5"
