"ID","Provider Number","Hospital Name","Address","City","County Name","State","ZIP Code","Unweighted Normalized Clinical Process of Care Domain Score","Weighted Clinical Process of Care Domain Score","Unweighted Patient Experience of Care Domain Score","Weighted Patient Experience of Care Domain Score","Total Performance Score"
1560,"260216","SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL","100 N E SAINT LUKE'S BOULEVARD","LEES SUMMIT","JACKSON","MO","64086","77.000000000000","53.900000000000","67.000000000000","20.100000000000","74.000000000000"
1561,"260219","PROGRESS WEST HEALTHCARE CENTER","2 PROGRESS POINT PKWY","O FALLON","ST. CHARLES","MO","63368","71.111111111111","49.777777777778","40.000000000000","12.000000000000","61.777777777778"
1562,"270003","ST PETER'S HOSPITAL","2475 BROADWAY","HELENA","LEWIS AND CLARK","MT","59601","68.000000000000","47.600000000000","31.000000000000","9.300000000000","56.900000000000"
1563,"270004","BILLINGS CLINIC HOSPITAL","2800 10TH AVE N","BILLINGS","YELLOWSTONE","MT","59101","60.909090909091","42.636363636364","39.000000000000","11.700000000000","54.336363636364"
1564,"270012","BENEFIS HOSPITALS INC","1101 26TH ST S","GREAT FALLS","CASCADE","MT","59405","59.090909090909","41.363636363636","19.000000000000","5.700000000000","47.063636363636"
1565,"270014","ST PATRICK HOSPITAL","500 W BROADWAY","MISSOULA","MISSOULA","MT","59806","68.181818181818","47.727272727273","49.000000000000","14.700000000000","62.427272727273"
1566,"270017","ST JAMES HEALTHCARE","400 S CLARK ST","BUTTE","SILVER BOW","MT","59701","52.222222222222","36.555555555556","31.000000000000","9.300000000000","45.855555555556"
1567,"270023","COMMUNITY MEDICAL CENTER INC","2827 FORT MISSOULA RD","MISSOULA","MISSOULA","MT","59804","56.666666666667","39.666666666667","45.000000000000","13.500000000000","53.166666666667"
1568,"270032","NORTHERN MONTANA HOSPITAL","30 13TH ST","HAVRE","HILL","MT","59501","67.777777777778","47.444444444444","24.000000000000","7.200000000000","54.644444444444"
1569,"270049","ST VINCENT HEALTHCARE","1233 N 30TH ST","BILLINGS","YELLOWSTONE","MT","59107","74.545454545455","52.181818181818","35.000000000000","10.500000000000","62.681818181818"
1570,"270051","KALISPELL REGIONAL MEDICAL CENTER","310 SUNNYVIEW LANE","KALISPELL","FLATHEAD","MT","59901","60.000000000000","42.000000000000","45.000000000000","13.500000000000","55.500000000000"
1571,"270057","BOZEMAN DEACONESS HOSPITAL","915 HIGHLAND BLVD","BOZEMAN","GALLATIN","MT","59715","93.000000000000","65.100000000000","47.000000000000","14.100000000000","79.200000000000"
1572,"270086","GREAT FALLS CLINIC MEDICAL CENTER","1411 9TH ST S","GREAT FALLS","CASCADE","MT","59405","81.666666666667","57.166666666667","85.000000000000","25.500000000000","82.666666666667"
1573,"270087","HEALTH CENTER NORTHWEST","320 SUNNYVIEW LANE","KALISPELL","FLATHEAD","MT","59901","88.333333333333","61.833333333333","73.000000000000","21.900000000000","83.733333333333"
1574,"280003","BRYANLGH MEDICAL CENTER","1600 SOUTH 48TH ST","LINCOLN","LANCASTER","NE","68506","36.363636363636","25.454545454545","63.000000000000","18.900000000000","44.354545454545"
1575,"280009","GOOD SAMARITAN HOSPITAL","P O BOX 1990, 10 EAST 31ST ST","KEARNEY","BUFFALO","NE","68848","52.727272727273","36.909090909091","51.000000000000","15.300000000000","52.209090909091"
1576,"280013","THE NEBRASKA MEDICAL CENTER","987400 NEBRASKA MEDICAL CENTER","OMAHA","DOUGLAS","NE","68198","69.090909090909","48.363636363636","39.000000000000","11.700000000000","60.063636363636"
1577,"280020","SAINT ELIZABETH REGIONAL MEDICAL CENTER","555 SOUTH 70TH ST","LINCOLN","LANCASTER","NE","68510","67.272727272727","47.090909090909","45.000000000000","13.500000000000","60.590909090909"
1578,"280023","ST FRANCIS MEDICAL CENTER","2620 WEST FAIDLEY AVE","GRAND ISLAND","HALL","NE","68803","51.000000000000","35.700000000000","59.000000000000","17.700000000000","53.400000000000"
1579,"280030","ALEGENT CREIGHTON HEALTH CREIGHTON UNIVERSITY MEDI","601 NORTH 30TH ST","OMAHA","DOUGLAS","NE","68131","72.000000000000","50.400000000000","43.000000000000","12.900000000000","63.300000000000"
1580,"280032","MARY LANNING MEMORIAL HOSPITAL","715 N ST JOSEPH AVE","HASTINGS","ADAMS","NE","68901","56.666666666667","39.666666666667","45.000000000000","13.500000000000","53.166666666667"
1581,"280040","THE NEBRASKA METHODIST HOSPITAL","8303 DODGE ST","OMAHA","DOUGLAS","NE","68114","57.272727272727","40.090909090909","40.000000000000","12.000000000000","52.090909090909"
1582,"280060","ALEGENT HEALTH BERGAN MERCY MEDICAL CENTER","7500 MERCY RD","OMAHA","DOUGLAS","NE","68124","68.181818181818","47.727272727273","68.000000000000","20.400000000000","68.127272727273"
1583,"280061","REGIONAL WEST MEDICAL CENTER","4021 AVE B","SCOTTSBLUFF","SCOTTS BLUFF","NE","69361","54.444444444444","38.111111111111","34.000000000000","10.200000000000","48.311111111111"
1584,"280065","GREAT PLAINS REGIONAL MEDICAL CENTER","601 WEST LEOTA ST","NORTH PLATTE","LINCOLN","NE","69101","60.000000000000","42.000000000000","19.000000000000","5.700000000000","47.700000000000"
1585,"280077","FREMONT AREA MEDICAL CENTER","450 EAST 23RD ST","FREMONT","DODGE","NE","68025","36.666666666667","25.666666666667","41.000000000000","12.300000000000","37.966666666667"
1586,"280081","ALEGENT HEALTH IMMANUEL MEDICAL CENTER","6901 NORTH 72ND ST","OMAHA","DOUGLAS","NE","68122","90.000000000000","63.000000000000","64.000000000000","19.200000000000","82.200000000000"
1587,"280105","ALEGENT HEALTH MIDLANDS HOSPITAL","11111 SOUTH 84TH ST","PAPILLION","SARPY","NE","68046","66.000000000000","46.200000000000","84.000000000000","25.200000000000","71.400000000000"
1588,"280111","COLUMBUS COMMUNITY HOSPITAL","4600 38TH ST","COLUMBUS","PLATTE","NE","68601","80.000000000000","56.000000000000","49.000000000000","14.700000000000","70.700000000000"
1589,"280125","FAITH REGIONAL HEALTH SERVICES","2700 WEST NORFOLK AVE","NORFOLK","MADISON","NE","68701","76.363636363636","53.454545454545","78.000000000000","23.400000000000","76.854545454545"
1590,"280127","LINCOLN SURGICAL HOSPITAL","1710 SOUTH 70TH ST, SUITE 200","LINCOLN","LANCASTER","NE","68506","100.000000000000","70.000000000000","90.000000000000","27.000000000000","97.000000000000"
1591,"280128","NEBRASKA HEART HOSPITAL","7500 SOUTH 91ST ST","LINCOLN","LANCASTER","NE","68526","45.000000000000","31.500000000000","62.000000000000","18.600000000000","50.100000000000"
1592,"280129","NEBRASKA ORTHOPAEDIC HOSPITAL","2808 SOUTH 143RD PLZ","OMAHA","DOUGLAS","NE","68144","66.666666666667","46.666666666667","96.000000000000","28.800000000000","75.466666666667"
1593,"280130","ALEGENT HEALTH LAKESIDE HOSPITAL","16901 LAKESIDE HILLS CT","OMAHA","DOUGLAS","NE","68130","67.000000000000","46.900000000000","54.000000000000","16.200000000000","63.100000000000"
1594,"280131","MIDWEST SURGICAL HOSPITAL LLC","7915 FARNAM DRIVE","OMAHA","DOUGLAS","NE","68114","91.666666666667","64.166666666667","99.000000000000","29.700000000000","93.866666666667"
1595,"280132","BELLEVUE MEDICAL CENTER","2500 BELLEVUE MEDICAL CENTER DR","BELLEVUE","SARPY","NE","68123","88.888888888889","62.222222222222","66.000000000000","19.800000000000","82.022222222222"
1596,"290001","RENOWN REGIONAL MEDICAL CENTER","1155 MILL STREET","RENO","WASHOE","NV","89502","75.454545454545","52.818181818182","20.000000000000","6.000000000000","58.818181818182"
1597,"290003","SUNRISE HOSPITAL AND MEDICAL CENTER","3186 S MARYLAND PKWY","LAS VEGAS","CLARK","NV","89109","85.454545454545","59.818181818182","11.000000000000","3.300000000000","63.118181818182"
1598,"290005","NORTH VISTA HOSPITAL","1409 EAST LAKE MEAD BLVD","NORTH LAS VEGAS","CLARK","NV","89030","23.333333333333","16.333333333333","28.000000000000","8.400000000000","24.733333333333"
1599,"290006","BANNER CHURCHILL COMMUNITY HOSPITAL","801 EAST WILLIAMS AVENUE","FALLON","CHURCHILL","NV","89406","46.666666666667","32.666666666667","53.000000000000","15.900000000000","48.566666666667"
1600,"290007","UMC OF SOUTHERN NEVADA","1800 W CHARLESTON BLVD","LAS VEGAS","CLARK","NV","89102","29.090909090909","20.363636363636","7.000000000000","2.100000000000","22.463636363636"
1601,"290008","NORTHEASTERN NEVADA REGIONAL HOSPITAL","2001 ERRECART BLVD","ELKO","ELKO","NV","89801","53.333333333333","37.333333333333","37.000000000000","11.100000000000","48.433333333333"
1602,"290009","SAINT MARY'S REGIONAL MEDICAL CENTER","235 W 6TH ST","RENO","WASHOE","NV","89503","62.727272727273","43.909090909091","28.000000000000","8.400000000000","52.309090909091"
1603,"290012","ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS","102 E LAKE MEAD DR","HENDERSON","CLARK","NV","89015","83.333333333333","58.333333333333","18.000000000000","5.400000000000","63.733333333333"
1604,"290019","CARSON TAHOE REGIONAL MEDICAL CENTER","1600 MEDICAL PARKWAY","CARSON CITY","CARSON CITY","NV","89703","49.090909090909","34.363636363636","29.000000000000","8.700000000000","43.063636363636"
1605,"290021","VALLEY HOSPITAL MEDICAL CENTER","620 SHADOW LANE","LAS VEGAS","CLARK","NV","89106","71.818181818182","50.272727272727","15.000000000000","4.500000000000","54.772727272727"
1606,"290022","DESERT SPRINGS HOSPITAL","2075 EAST FLAMINGO ROAD","LAS VEGAS","CLARK","NV","89119","54.545454545455","38.181818181818","21.000000000000","6.300000000000","44.481818181818"
1607,"290032","NORTHERN NEVADA MEDICAL CENTER","2375 PRATER WAY","SPARKS","WASHOE","NV","89434","82.222222222222","57.555555555556","38.000000000000","11.400000000000","68.955555555556"
1608,"290039","MOUNTAINVIEW HOSPITAL","3100 N TENAYA WAY","LAS VEGAS","CLARK","NV","89128","90.000000000000","63.000000000000","18.000000000000","5.400000000000","68.400000000000"
1609,"290041","SUMMERLIN HOSPITAL MEDICAL CENTER","657 TOWN CENTER DRIVE","LAS VEGAS","CLARK","NV","89144","59.090909090909","41.363636363636","15.000000000000","4.500000000000","45.863636363636"
1610,"290045","ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS","3001 ST ROSE PARKWAY","HENDERSON","CLARK","NV","89052","62.727272727273","43.909090909091","37.000000000000","11.100000000000","55.009090909091"
1611,"290046","SPRING VALLEY HOSPITAL MEDICAL CENTER","5400 SOUTH RAINBOW BLVD","LAS VEGAS","CLARK","NV","89118","51.818181818182","36.272727272727","13.000000000000","3.900000000000","40.172727272727"
1612,"290047","SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER","9300 WEST SUNSET RD","LAS VEGAS","CLARK","NV","89148","80.000000000000","56.000000000000","28.000000000000","8.400000000000","64.400000000000"
1613,"290049","RENOWN SOUTH MEADOWS MEDICAL CENTER","10101 DOUBLE R BLVD","RENO","CARSON CITY","NV","89521","100.000000000000","70.000000000000","34.000000000000","10.200000000000","80.200000000000"
1614,"290051","SIERRA SURGERY HOSPITAL","1400 MEDICAL PKWY","CARSON CITY","CARSON CITY","NV","89703","58.333333333333","40.833333333333","89.000000000000","26.700000000000","67.533333333333"
1615,"290053","ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS","8280 W WARM SPRINGS ROAD","LAS VEGAS","CLARK","NV","89113","63.000000000000","44.100000000000","26.000000000000","7.800000000000","51.900000000000"
1616,"290054","CENTENNIAL HILLS HOSPITAL MEDICAL CENTER","6900 N DURANGO DR","LAS VEGAS","CLARK","NV","89149","44.000000000000","30.800000000000","26.000000000000","7.800000000000","38.600000000000"
1617,"300001","CONCORD HOSPITAL","250 PLEASANT ST","CONCORD","MERRIMACK","NH","03301","60.000000000000","42.000000000000","77.000000000000","23.100000000000","65.100000000000"
1618,"300003","MARY HITCHCOCK MEMORIAL HOSPITAL","1 MEDICAL CENTER DRIVE","LEBANON","GRAFTON","NH","03756","30.909090909091","21.636363636364","33.000000000000","9.900000000000","31.536363636364"
1619,"300005","LAKES REGION GENERAL HOSPITAL","80 HIGHLAND ST","LACONIA","BELKNAP","NH","03246","44.444444444444","31.111111111111","38.000000000000","11.400000000000","42.511111111111"
1620,"300011","ST JOSEPH HOSPITAL","172 KINSLEY ST","NASHUA","HILLSBOROUGH","NH","03060","67.777777777778","47.444444444444","61.000000000000","18.300000000000","65.744444444444"
1621,"300012","ELLIOT HOSPITAL","1 ELLIOT WAY","MANCHESTER","HILLSBOROUGH","NH","03103","45.000000000000","31.500000000000","53.000000000000","15.900000000000","47.400000000000"
1622,"300014","FRISBIE MEMORIAL HOSPITAL","11 WHITEHALL ROAD","ROCHESTER","STRAFFORD","NH","03867","58.888888888889","41.222222222222","79.000000000000","23.700000000000","64.922222222222"
1623,"300017","PARKLAND MEDICAL CENTER","1 PARKLAND DRIVE","DERRY","ROCKINGHAM","NH","03038","66.000000000000","46.200000000000","59.000000000000","17.700000000000","63.900000000000"
1624,"300018","WENTWORTH-DOUGLASS HOSPITAL","789 CENTRAL AVE","DOVER","STRAFFORD","NH","03820","70.000000000000","49.000000000000","51.000000000000","15.300000000000","64.300000000000"
1625,"300019","CHESHIRE MEDICAL CENTER","580 COURT STREET","KEENE","CHESHIRE","NH","03431","37.777777777778","26.444444444444","45.000000000000","13.500000000000","39.944444444444"
1626,"300020","SOUTHERN NH MEDICAL CENTER","8 PROSPECT STREET","NASHUA","HILLSBOROUGH","NH","03060","69.000000000000","48.300000000000","49.000000000000","14.700000000000","63.000000000000"
1627,"300023","EXETER HOSPITAL INC","5 ALUMNI DRIVE","EXETER","ROCKINGHAM","NH","03833","67.000000000000","46.900000000000","51.000000000000","15.300000000000","62.200000000000"
1628,"300029","PORTSMOUTH REGIONAL HOSPITAL","333 BORTHWICK AVE","PORTSMOUTH","ROCKINGHAM","NH","03801","89.090909090909","62.363636363636","44.000000000000","13.200000000000","75.563636363636"
1629,"300034","CATHOLIC MEDICAL CENTER","100 MCGREGOR STREET","MANCHESTER","HILLSBOROUGH","NH","03102","80.000000000000","56.000000000000","65.000000000000","19.500000000000","75.500000000000"
1630,"310001","HACKENSACK UNIVERSITY MEDICAL CENTER","30 PROSPECT AVE","HACKENSACK","BERGEN","NJ","07601","40.909090909091","28.636363636364","35.000000000000","10.500000000000","39.136363636364"
1631,"310002","NEWARK BETH ISRAEL MEDICAL CENTER","201 LYONS AVE","NEWARK","ESSEX","NJ","07112","85.454545454545","59.818181818182","23.000000000000","6.900000000000","66.718181818182"
1632,"310003","PALISADES MEDICAL CTR-NY PRESBYTERIAN HEALTHCARE S","7600 RIVER RD","NORTH BERGEN","HUDSON","NJ","07047","83.333333333333","58.333333333333","23.000000000000","6.900000000000","65.233333333333"
1633,"310005","HUNTERDON MEDICAL CENTER","2100 WESCOTT DRIVE","FLEMINGTON","HUNTERDON","NJ","08822","46.000000000000","32.200000000000","23.000000000000","6.900000000000","39.100000000000"
1634,"310006","ST MARY'S HOSPITAL, PASSAIC","350 BOULEVARD","PASSAIC","PASSAIC","NJ","07055","68.181818181818","47.727272727273","16.000000000000","4.800000000000","52.527272727273"
1635,"310008","HOLY NAME MEDICAL CENTER","718 TEANECK RD","TEANECK","BERGEN","NJ","07666","90.000000000000","63.000000000000","24.000000000000","7.200000000000","70.200000000000"
1636,"310009","CLARA MAASS MEDICAL CENTER","ONE CLARA MAAS DRIVE","BELLEVILLE","ESSEX","NJ","07109","86.000000000000","60.200000000000","24.000000000000","7.200000000000","67.400000000000"
1637,"310010","UNIV MEDICAL CENTER OF PRINCETON AT PLAINSBORO","ONE-FIVE PLAINSBORO ROAD","PLAINSBORO","MIDDLESEX","NJ","08536","85.000000000000","59.500000000000","21.000000000000","6.300000000000","65.800000000000"
1638,"310011","CAPE REGIONAL MEDICAL CENTER INC","TWO STONE HARBOR BLVD","CAPE MAY COURT HOUSE","CAPE MAY","NJ","08210","55.555555555556","38.888888888889","29.000000000000","8.700000000000","47.588888888889"
1639,"310012","VALLEY HOSPITAL","223 N VAN DIEN AVENUE","RIDGEWOOD","BERGEN","NJ","07450","58.181818181818","40.727272727273","47.000000000000","14.100000000000","54.827272727273"
1640,"310014","COOPER UNIVERSITY HOSPITAL","1 COOPER PLAZA","CAMDEN","CAMDEN","NJ","08103","77.272727272727","54.090909090909","24.000000000000","7.200000000000","61.290909090909"
1641,"310015","MORRISTOWN MEMORIAL HOSPITAL","100 MADISON AVE","MORRISTOWN","MORRIS","NJ","07962","46.363636363636","32.454545454545","29.000000000000","8.700000000000","41.154545454545"
1642,"310016","CHRIST HOSPITAL","176 PALISADE AVE","JERSEY CITY","HUDSON","NJ","07306","44.000000000000","30.800000000000","19.000000000000","5.700000000000","36.500000000000"
1643,"310017","CHILTON HOSPITAL","97 WEST PARKWAY","POMPTON PLAINS","MORRIS","NJ","07444","61.000000000000","42.700000000000","19.000000000000","5.700000000000","48.400000000000"
1644,"310019","ST JOSEPH'S REGIONAL MEDICAL CENTER","703 MAIN ST","PATERSON","PASSAIC","NJ","07503","50.909090909091","35.636363636364","29.000000000000","8.700000000000","44.336363636364"
1645,"310021","ST FRANCIS MEDICAL CENTER","601 HAMILTON AVE","TRENTON","MERCER","NJ","08629","85.454545454545","59.818181818182","31.000000000000","9.300000000000","69.118181818182"
1646,"310022","VIRTUA WEST JERSEY HOSPITALS BERLIN","WHITEHORSE PIKE AND TOWNSEND AVENUE","BERLIN","CAMDEN","NJ","08009","74.000000000000","51.800000000000","49.000000000000","14.700000000000","66.500000000000"
1647,"310024","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY","865 STONE ST","RAHWAY","UNION","NJ","07065","63.333333333333","44.333333333333","15.000000000000","4.500000000000","48.833333333333"
1648,"310025","BAYONNE HOSPITAL CENTER","29 EAST 29TH ST","BAYONNE","HUDSON","NJ","07002","83.000000000000","58.100000000000","20.000000000000","6.000000000000","64.100000000000"
1649,"310027","TRINITAS REGIONAL MEDICAL CENTER","225 WILLIAMSON STREET","ELIZABETH","UNION","NJ","07207","45.000000000000","31.500000000000","14.000000000000","4.200000000000","35.700000000000"
1650,"310028","NEWTON MEMORIAL HOSPITAL","175 HIGH ST","NEWTON","SUSSEX","NJ","07860","35.555555555556","24.888888888889","21.000000000000","6.300000000000","31.188888888889"
1651,"310029","OUR LADY OF LOURDES MEDICAL CENTER","1600 HADDON AVENUE","CAMDEN","CAMDEN","NJ","08103","55.454545454545","38.818181818182","23.000000000000","6.900000000000","45.718181818182"
1652,"310031","DEBORAH HEART AND LUNG CENTER","200 TRENTON ROAD","BROWNS MILLS","BURLINGTON","NJ","08015","75.000000000000","52.500000000000","76.000000000000","22.800000000000","75.300000000000"
1653,"310032","SOUTH JERSEY HEALTHCARE REGIONAL MEDICAL CENTER","1505 W SHERMAN AVE","VINELAND","CUMBERLAND","NJ","08360","55.555555555556","38.888888888889","34.000000000000","10.200000000000","49.088888888889"
1654,"310034","RIVERVIEW MEDICAL CENTER","ONE RIVERVIEW PLAZA","RED BANK","MONMOUTH","NJ","07701","57.000000000000","39.900000000000","34.000000000000","10.200000000000","50.100000000000"
1655,"310038","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL","ONE ROBERT WOOD JOHNSON PL","NEW BRUNSWICK","MIDDLESEX","NJ","08901","66.363636363636","46.454545454545","27.000000000000","8.100000000000","54.554545454545"
1656,"310039","RARITAN BAY MEDICAL CENTER","530 NEW BRUNSWICK AVE","PERTH AMBOY","MIDDLESEX","NJ","08861","59.000000000000","41.300000000000","48.000000000000","14.400000000000","55.700000000000"
