"ID","Provider Number","Hospital Name","Address","City","County Name","State","ZIP Code","AMI-7a Performance Rate","AMI-7a Achievement Points","AMI-7a Improvement Points","AMI-7a Measure Score","AMI-8a Performance Rate","AMI-8a Achievement Points","AMI Condition/Procedure Score","AMI-8a Improvement Points","AMI-8a Measure Score"
1721,"330011","OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC","169 RIVERSIDE DRIVE","BINGHAMTON","BROOME","NY","13905","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1722,"330013","ALBANY MEDICAL CENTER HOSPITAL","43 NEW SCOTLAND AVENUE","ALBANY","ALBANY","NY","12208","N/A","N/A","N/A","N/A","0.9219","1 out of 10","1","0 out of 9","1 out of 10"
1723,"330014","JAMAICA HOSPITAL MEDICAL CENTER","89TH AVENUE AND VAN WYCK EXPRESSWAY","JAMAICA","QUEENS","NY","11418","N/A","N/A","N/A","N/A","0.8667","0 out of 10","0","0 out of 9","0 out of 10"
1724,"330019","NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.","2525 KINGS HIGHWAY","BROOKLYN","KINGS","NY","11229","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1725,"330023","VASSAR BROTHERS MEDICAL CENTER","45 READE PLACE","POUGHKEEPSIE","DUTCHESS","NY","12601","N/A","N/A","N/A","N/A","0.9636","5 out of 10","6","6 out of 9","6 out of 10"
1726,"330024","MOUNT SINAI HOSPITAL","ONE GUSTAVE L LEVY PLACE","NEW YORK","NEW YORK","NY","10029","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1727,"330027","NASSAU UNIVERSITY MEDICAL CENTER","2201 HEMPSTEAD TURNPIKE","EAST MEADOW","NASSAU","NY","11554","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1728,"330028","RICHMOND UNIVERSITY MEDICAL CENTER","355 BARD AVENUE","STATEN ISLAND","RICHMOND","NY","10304","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1729,"330030","NEWARK-WAYNE COMMUNITY HOSPITAL","111 DRIVING PARK AVENUE","NEWARK","WAYNE","NY","14513","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1730,"330033","CHENANGO MEMORIAL HOSPITAL, INC","179 NORTH BROAD STREET","NORWICH","CHENANGO","NY","13815","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1731,"330037","LAKESIDE MEMORIAL HOSPITAL","156 WEST AVENUE","BROCKPORT","MONROE","NY","14420","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1732,"330043","SOUTHSIDE HOSPITAL","301 EAST MAIN STREET","BAY SHORE","SUFFOLK","NY","11706","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1733,"330044","FAXTON-ST LUKE'S HEALTHCARE","1656 CHAMPLIN AVENUE","UTICA","ONEIDA","NY","13503","N/A","N/A","N/A","N/A","0.9091","0 out of 10","0","N/A","0 out of 10"
1734,"330045","HUNTINGTON HOSPITAL","270 PARK AVENUE","HUNTINGTON","SUFFOLK","NY","11743","N/A","N/A","N/A","N/A","0.9565","5 out of 10","5","5 out of 9","5 out of 10"
1735,"330046","ST LUKE'S ROOSEVELT HOSPITAL","1111 AMSTERDAM AVENUE","NEW YORK","NEW YORK","NY","10025","N/A","N/A","N/A","N/A","0.8636","0 out of 10","6","6 out of 9","6 out of 10"
1736,"330047","ST MARY'S HOSPITAL AT AMSTERDAM","427 GUY PARK AVENUE","AMSTERDAM","MONTGOMERY","NY","12010","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1737,"330049","NORTHERN DUTCHESS HOSPITAL","6511 SPRINGBROOK AVENUE","RHINEBECK","DUTCHESS","NY","12572","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1738,"330053","MEDINA MEMORIAL HOSPITAL","200 OHIO STREET","MEDINA","ORLEANS","NY","14103","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1739,"330055","NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS","56-45 MAIN STREET","FLUSHING","QUEENS","NY","11355","N/A","N/A","N/A","N/A","0.8974","0 out of 10","0","0 out of 9","0 out of 10"
1740,"330056","BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS","121 DEKALB AVENUE","BROOKLYN","KINGS","NY","11201","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1741,"330057","ST PETER'S HOSPITAL","315 SOUTH MANNING BOULEVARD","ALBANY","ALBANY","NY","12208","N/A","N/A","N/A","N/A","0.9167","0 out of 10","6","6 out of 9","6 out of 10"
1742,"330058","GENEVA GENERAL HOSPITAL","196 -198 NORTH STREET","GENEVA","ONTARIO","NY","14456","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1743,"330059","MONTEFIORE MEDICAL CENTER","111 EAST 210TH STREET","BRONX","BRONX","NY","10467","N/A","N/A","N/A","N/A","0.7000","0 out of 10","0","0 out of 9","0 out of 10"
1744,"330061","LAWRENCE HOSPITAL CENTER","55 PALMER AVENUE","BRONXVILLE","WESTCHESTER","NY","10708","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1745,"330064","NEW YORK DOWNTOWN HOSPITAL","170 WILLIAM STREET","NEW YORK","NEW YORK","NY","10038","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1746,"330065","NIAGARA FALLS MEMORIAL MEDICAL CENTER","621 TENTH STREET","NIAGARA FALLS","NIAGARA","NY","14302","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1747,"330067","ST FRANCIS HOSPITAL","241 NORTH ROAD","POUGHKEEPSIE","DUTCHESS","NY","12601","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1748,"330073","UNITED MEMORIAL MEDICAL CENTER","127 NORTH STREET","BATAVIA","GENESEE","NY","14020","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1749,"330074","F F THOMPSON HOSPITAL","350 PARRISH STREET","CANANDAIGUA","ONTARIO","NY","14424","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1750,"330078","SISTERS OF CHARITY HOSPITAL","2157 MAIN STREET","BUFFALO","ERIE","NY","14214","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1751,"330079","ADIRONDACK MEDICAL CENTER","2233 STATE ROUTE 86","SARANAC LAKE","FRANKLIN","NY","12983","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1752,"330080","LINCOLN MEDICAL & MENTAL HEALTH CENTER","234 EAST 149TH STREET","BRONX","BRONX","NY","10451","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1753,"330084","ALICE HYDE MEDICAL CENTER","133 PARK STREET","MALONE","FRANKLIN","NY","12953","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1754,"330085","AURELIA OSBORN FOX MEMORIAL HOSPITAL","ONE NORTON AVENUE","ONEONTA","OTSEGO","NY","13820","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1755,"330086","MOUNT VERNON HOSPITAL","12 NORTH 7TH AVENUE","MOUNT VERNON","WESTCHESTER","NY","10550","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1756,"330088","EASTERN LONG ISLAND HOSPITAL","201 MANOR PLACE","GREENPORT","SUFFOLK","NY","11944","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1757,"330090","ARNOT OGDEN MEDICAL CENTER","600 ROE AVENUE","ELMIRA","CHEMUNG","NY","14905","N/A","N/A","N/A","N/A","0.9583","5 out of 10","5","3 out of 9","5 out of 10"
1758,"330094","COLUMBIA MEMORIAL HOSPITAL","71 PROSPECT AVENUE","HUDSON","COLUMBIA","NY","12534","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1759,"330096","JONES MEMORIAL HOSPITAL","191 NORTH MAIN STREET","WELLSVILLE","ALLEGANY","NY","14895","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1760,"330101","NEW YORK-PRESBYTERIAN HOSPITAL","525 EAST 68TH STREET","NEW YORK","NEW YORK","NY","10021","N/A","N/A","N/A","N/A","0.9688","6 out of 10","6","4 out of 9","6 out of 10"
1761,"330102","KENMORE MERCY HOSPITAL","2950 ELMWOOD AVENUE","KENMORE","ERIE","NY","14217","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1762,"330103","OLEAN GENERAL HOSPITAL","515 MAIN STREET","OLEAN","CATTARAUGUS","NY","14760","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1763,"330104","NYACK HOSPITAL","160 NORTH MIDLAND AVENUE","NYACK","ROCKLAND","NY","10960","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1764,"330106","NORTH SHORE UNIVERSITY HOSPITAL","300 COMMUNITY DRIVE","MANHASSET","NASSAU","NY","11030","N/A","N/A","N/A","N/A","0.8182","0 out of 10","0","0 out of 9","0 out of 10"
1765,"330107","PECONIC BAY MEDICAL CENTER","1300 ROANOKE AVENUE","RIVERHEAD","SUFFOLK","NY","11901","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1766,"330108","ST JOSEPH'S HOSPITAL, INC","555 EAST MARKET STREET","ELMIRA","CHEMUNG","NY","14902","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1767,"330115","ONEIDA HEALTHCARE CENTER","321 GENESEE STREET","ONEIDA","MADISON","NY","13421","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1768,"330119","LENOX HILL HOSPITAL","100 EAST 77TH STREET","NEW YORK","NEW YORK","NY","10021","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
1769,"330125","ROCHESTER GENERAL HOSPITAL","1425 PORTLAND AVENUE","ROCHESTER","MONROE","NY","14621","N/A","N/A","N/A","N/A","0.8696","0 out of 10","3","3 out of 9","3 out of 10"
1770,"330126","ORANGE REGIONAL MEDICAL CENTER","707 EAST MAIN STREET","MIDDLETOWN","ORANGE","NY","10940","N/A","N/A","N/A","N/A","0.9512","4 out of 10","4","0 out of 9","4 out of 10"
1771,"330127","JACOBI MEDICAL CENTER","1400 PELHAM PARKWAY SOUTH","BRONX","BRONX","NY","10461","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1772,"330128","ELMHURST HOSPITAL CENTER","79-01 BROADWAY","ELMHURST","QUEENS","NY","11373","N/A","N/A","N/A","N/A","0.7742","0 out of 10","1","1 out of 9","1 out of 10"
1773,"330132","TLC HEALTH NETWORK","100 MEMORIAL DRIVE","GOWANDA","CATTARAUGUS","NY","14070","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1774,"330135","BON SECOURS COMMUNITY HOSPITAL","160 EAST MAIN STREET","PORT JERVIS","ORANGE","NY","12771","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1775,"330136","MARY IMOGENE BASSETT HOSPITAL","ONE ATWELL ROAD","COOPERSTOWN","OTSEGO","NY","13326","N/A","N/A","N/A","N/A","0.9091","0 out of 10","6","6 out of 9","6 out of 10"
1776,"330140","ST JOSEPH'S HOSPITAL HEALTH CENTER","301 PROSPECT AVENUE","SYRACUSE","ONONDAGA","NY","13203","N/A","N/A","N/A","N/A","0.8372","0 out of 10","0","0 out of 9","0 out of 10"
1777,"330141","BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER","101 HOSPITAL ROAD","PATCHOGUE","SUFFOLK","NY","11772","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1778,"330151","ST JAMES MERCY HOSPITAL","411 CANISTEO STREET","HORNELL","STEUBEN","NY","14843","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1779,"330153","ELLIS HOSPITAL","1101 NOTT STREET","SCHENECTADY","SCHENECTADY","NY","12308","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1780,"330157","SAMARITAN MEDICAL CENTER","830 WASHINGTON STREET","WATERTOWN","JEFFERSON","NY","13601","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1781,"330158","GOOD SAMARITAN HOSPITAL OF SUFFERN","255 LAFAYETTE AVENUE","SUFFERN","ROCKLAND","NY","10901","N/A","N/A","N/A","N/A","0.9024","0 out of 10","3","3 out of 9","3 out of 10"
1782,"330160","STATEN ISLAND UNIVERSITY HOSPITAL","475 SEAVIEW AVENUE","STATEN ISLAND","RICHMOND","NY","10305","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1783,"330162","NORTHERN WESTCHESTER HOSPITAL","400 EAST MAIN STREET","MOUNT KISCO","WESTCHESTER","NY","10549","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1784,"330163","EASTERN NIAGARA HOSPITAL","521 EAST AVENUE","LOCKPORT","NIAGARA","NY","14094","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1785,"330164","HIGHLAND HOSPITAL","1000 SOUTH AVENUE","ROCHESTER","MONROE","NY","14620","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1786,"330167","WINTHROP-UNIVERSITY HOSPITAL","259 FIRST STREET","MINEOLA","NASSAU","NY","11501","N/A","N/A","N/A","N/A","0.9189","1 out of 10","3","3 out of 9","3 out of 10"
1787,"330169","BETH ISRAEL MEDICAL CENTER","FIRST AVENUE AT 16TH STREET","NEW YORK","NEW YORK","NY","10003","N/A","N/A","N/A","N/A","0.9000","0 out of 10","5","5 out of 9","5 out of 10"
1788,"330175","CORTLAND REGIONAL MEDICAL CENTER, INC","134 HOMER AVENUE","CORTLAND","CORTLAND","NY","13045","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1789,"330180","SAMARITAN HOSPITAL","2215 BURDETT AVENUE","TROY","RENSSELAER","NY","12180","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1790,"330181","GLEN COVE HOSPITAL","101 ST ANDREWS LANE","GLEN COVE","NASSAU","NY","11542","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1791,"330182","ST FRANCIS HOSPITAL, ROSLYN","100 PORT WASHINGTON BOULEVARD","ROSLYN","NASSAU","NY","11576","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","N/A","10 out of 10"
1792,"330184","SOUND SHORE MEDICAL CENTER OF WESTSCHESTER","16 GUION PLACE","NEW ROCHELLE","WESTCHESTER","NY","10802","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1793,"330185","JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON","75 NORTH COUNTRY ROAD","PORT JEFFERSON","SUFFOLK","NY","11777","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1794,"330188","MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER","5300 MILITARY ROAD","LEWISTON","NIAGARA","NY","14092","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1795,"330191","GLENS FALLS HOSPITAL","100 PARK STREET","GLENS FALLS","WARREN","NY","12801","N/A","N/A","N/A","N/A","0.9697","6 out of 10","6","0 out of 9","6 out of 10"
1796,"330193","FLUSHING HOSPITAL MEDICAL CENTER","45TH AVENUE AND PARSONS BOULEVARD","FLUSHING","QUEENS","NY","11355","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1797,"330194","MAIMONIDES MEDICAL CENTER","4802 TENTH AVENUE","BROOKLYN","KINGS","NY","11219","N/A","N/A","N/A","N/A","0.9000","0 out of 10","5","5 out of 9","5 out of 10"
1798,"330195","LONG ISLAND JEWISH MEDICAL CENTER","270 - 05 76TH AVENUE","NEW HYDE PARK","NASSAU","NY","11040","N/A","N/A","N/A","N/A","0.9130","0 out of 10","0","0 out of 9","0 out of 10"
1799,"330196","CONEY ISLAND HOSPITAL","2601 OCEAN PARKWAY","BROOKLYN","KINGS","NY","11235","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1800,"330197","CANTON-POTSDAM HOSPITAL","50 LEROY STREET","POTSDAM","ST. LAWRENCE","NY","13676","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1801,"330198","SOUTH NASSAU COMMUNITIES HOSPITAL","ONE HEALTHY WAY","OCEANSIDE","NASSAU","NY","11572","N/A","N/A","N/A","N/A","0.8696","0 out of 10","0","0 out of 9","0 out of 10"
1802,"330199","METROPOLITAN HOSPITAL CENTER","1901 FIRST AVENUE","NEW YORK","NEW YORK","NY","10029","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1803,"330201","KINGSBROOK JEWISH MEDICAL CENTER","585 SCHENECTADY AVENUE","BROOKLYN","KINGS","NY","11203","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1804,"330202","KINGS COUNTY HOSPITAL CENTER","451 CLARKSON AVENUE","BROOKLYN","KINGS","NY","11203","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1805,"330203","CROUSE HOSPITAL","736 IRVING AVENUE","SYRACUSE","ONONDAGA","NY","13210","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
1806,"330204","BELLEVUE HOSPITAL CENTER","462 FIRST AVENUE","NEW YORK","NEW YORK","NY","10016","N/A","N/A","N/A","N/A","0.9487","4 out of 10","4","0 out of 9","4 out of 10"
1807,"330205","ST ANTHONY COMMUNITY HOSPITAL","15 - 19  MAPLE AVENUE","WARWICK","ORANGE","NY","10990","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1808,"330208","ST JOHN'S RIVERSIDE HOSPITAL","976 NORTH BROADWAY","YONKERS","WESTCHESTER","NY","10701","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1809,"330211","CLAXTON-HEPBURN MEDICAL CENTER","214 KING STREET","OGDENSBURG","ST. LAWRENCE","NY","13669","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1810,"330213","LEWIS COUNTY GENERAL HOSPITAL","7785 NORTH STATE STREET","LOWVILLE","LEWIS","NY","13367","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1811,"330214","NYU HOSPITALS CENTER","550 FIRST AVENUE","NEW YORK","NEW YORK","NY","10016","N/A","N/A","N/A","N/A","0.9167","0 out of 10","1","1 out of 9","1 out of 10"
1812,"330215","ROME MEMORIAL HOSPITAL, INC","1500 NORTH JAMES STREET","ROME","ONEIDA","NY","13440","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1813,"330218","OSWEGO HOSPITAL","110 WEST SIXTH STREET","OSWEGO","OSWEGO","NY","13126","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1814,"330219","ERIE COUNTY MEDICAL CENTER","462 GRIDER STREET","BUFFALO","ERIE","NY","14215","N/A","N/A","N/A","N/A","0.9714","6 out of 10","8","8 out of 9","8 out of 10"
1815,"330221","WYCKOFF HEIGHTS MEDICAL CENTER","374 STOCKHOLM STREET","BROOKLYN","KINGS","NY","11237","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1816,"330222","SARATOGA HOSPITAL","211 CHURCH STREET","SARATOGA SPRINGS","SARATOGA","NY","12866","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1817,"330223","MASSENA MEMORIAL HOSPITAL","1 HOSPITAL DRIVE","MASSENA","ST. LAWRENCE","NY","13662","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1818,"330224","BENEDICTINE HOSPITAL","105 MARY'S AVENUE","KINGSTON","ULSTER","NY","12401","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1819,"330225","LONG BEACH MEDICAL CENTER","455 EAST BAY DRIVE","LONG BEACH","NASSAU","NY","11561","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1820,"330226","UNITY HOSPITAL OF ROCHESTER","1555 LONG POND ROAD","ROCHESTER","MONROE","NY","14626","N/A","N/A","N/A","N/A","0.8000","0 out of 10","0","0 out of 9","0 out of 10"
1821,"330229","BROOKS MEMORIAL HOSPITAL","529 CENTRAL AVENUE","DUNKIRK","CHAUTAUQUA","NY","14048","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1822,"330231","QUEENS HOSPITAL CENTER","82-68 164TH STREET","JAMAICA","QUEENS","NY","11432","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1823,"330232","ST MARY'S HOSPITAL ( TROY )","1300 MASSACHUSETTS AVENUE","TROY","RENSSELAER","NY","12180","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1824,"330233","BROOKDALE HOSPITAL MEDICAL CENTER","LINDEN BOULEVARD AT BROOKDALE PLAZA","BROOKLYN","KINGS","NY","11212","N/A","N/A","N/A","N/A","0.9667","6 out of 10","8","8 out of 9","8 out of 10"
1825,"330234","WESTCHESTER MEDICAL CENTER","100 WOODS RD","VALHALLA","WESTCHESTER","NY","10595","N/A","N/A","N/A","N/A","0.9474","4 out of 10","4","4 out of 9","4 out of 10"
1826,"330235","AUBURN COMMUNITY HOSPITAL","17 LANSING STREET","AUBURN","CAYUGA","NY","13021","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1827,"330236","NEW YORK METHODIST HOSPITAL","506 SIXTH STREET","BROOKLYN","KINGS","NY","11215","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1828,"330238","NICHOLAS H NOYES MEMORIAL HOSPITAL","111  CLARA BARTON STREET","DANSVILLE","LIVINGSTON","NY","14437","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1829,"330239","WOMAN'S CHRISTIAN ASSOCIATION","207 FOOTE AVENUE","JAMESTOWN","CHAUTAUQUA","NY","14701","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1830,"330240","HARLEM HOSPITAL CENTER","506 LENOX AVENUE","NEW YORK","NEW YORK","NY","10037","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1831,"330241","UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER","750 EAST ADAMS STREET","SYRACUSE","ONONDAGA","NY","13210","N/A","N/A","N/A","N/A","0.8261","0 out of 10","0","0 out of 9","0 out of 10"
1832,"330245","ST ELIZABETH MEDICAL CENTER","2209 GENESEE STREET","UTICA","ONEIDA","NY","13501","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1833,"330246","ST CHARLES HOSPITAL","200 BELLE TERRE ROAD","PORT JEFFERSON","SUFFOLK","NY","11777","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1834,"330249","COMMUNITY MEMORIAL HOSPITAL, INC","150 BROAD STREET","HAMILTON","MADISON","NY","13346","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1835,"330250","CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR","75 BEEKMAN STREET","PLATTSBURGH","CLINTON","NY","12901","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1836,"330259","MERCY MEDICAL CENTER","1000 NORTH VILLAGE AVENUE","ROCKVILLE CENTRE","NASSAU","NY","11570","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1837,"330261","PHELPS MEMORIAL HOSPITAL ASSN","701 NORTH BROADWAY","SLEEPY HOLLOW","WESTCHESTER","NY","10591","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1838,"330263","CARTHAGE AREA HOSPITAL, INC","1001 WEST STREET","CARTHAGE","JEFFERSON","NY","13619","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1839,"330264","ST LUKE'S CORNWALL HOSPITAL","70 DUBOIS STREET","NEWBURGH","ORANGE","NY","12550","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1840,"330265","CLIFTON SPRINGS HOSPITAL AND CLINIC","2 COULTER ROAD","CLIFTON SPRINGS","ONTARIO","NY","14432","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1841,"330267","HUDSON VALLEY HOSPITAL CENTER","1980 CROMPOND ROAD","CORTLANDT MANOR","WESTCHESTER","NY","10567","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1842,"330270","HOSPITAL FOR SPECIAL SURGERY","535 EAST 70TH STREET","NEW YORK","NEW YORK","NY","10021","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1843,"330273","PUTNAM HOSPITAL CENTER","670 STONELEIGH AVENUE","CARMEL","PUTNAM","NY","10512","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1844,"330276","NATHAN LITTAUER HOSPITAL","99 EAST STATE STREET","GLOVERSVILLE","FULTON","NY","12078","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1845,"330277","CORNING HOSPITAL","176 DENISON PARKWAY EAST","CORNING","STEUBEN","NY","14830","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1846,"330279","MERCY HOSPITAL","565 ABBOTT ROAD","BUFFALO","ERIE","NY","14220","N/A","N/A","N/A","N/A","0.7941","0 out of 10","0","0 out of 9","0 out of 10"
1847,"330285","STRONG MEMORIAL HOSPITAL","601 ELMWOOD AVE","ROCHESTER","MONROE","NY","14642","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1848,"330286","GOOD SAMARITAN HOSPITAL MEDICAL CENTER","1000 MONTAUK HIGHWAY","WEST ISLIP","SUFFOLK","NY","11795","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
1849,"330304","WHITE PLAINS HOSPITAL CENTER","41 EAST POST R0AD","WHITE PLAINS","WESTCHESTER","NY","10601","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","N/A","10 out of 10"
1850,"330306","LUTHERAN MEDICAL CENTER","150 55TH STREET","BROOKLYN","KINGS","NY","11220","N/A","N/A","N/A","N/A","0.9333","2 out of 10","2","0 out of 9","2 out of 10"
1851,"330307","CAYUGA MEDICAL CENTER AT ITHACA","101 DATES DRIVE","ITHACA","TOMPKINS","NY","14850","N/A","N/A","N/A","N/A","0.9000","0 out of 10","0","N/A","0 out of 10"
1852,"330316","NEW YORK WESTCHESTER SQUARE MEDICAL CENTER","2475 ST RAYMOND AVENUE","BRONX","BRONX","NY","10461","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1853,"330331","PLAINVIEW HOSPITAL","888 OLD COUNTRY ROAD","PLAINVIEW","NASSAU","NY","11803","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
1854,"330332","ST JOSEPH HOSPITAL","4295 HEMPSTEAD TURNPIKE","BETHPAGE","NASSAU","NY","11714","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
