"ID","Provider Number","Hospital Name","Address","City","County Name","State","ZIP Code","HF-1 Performance Rate","HF-1 Achievement Points","HF Condition/Procedure Score","HF-1 Improvement Points","HF-1 Measure Score"
1393,"310115","HACKETTSTOWN REGIONAL MEDICAL CENTER","651 WILLOW GROVE ST","HACKETTSTOWN","WARREN","NJ","07840","0.9867","8 out of 10","8","7 out of 9","8 out of 10"
1394,"310118","MEADOWLANDS HOSPITAL MEDICAL CENTER","55 MEADOWLANDS PKWY","SECAUCUS","HUDSON","NJ","07094","0.9767","7 out of 10","7","2 out of 9","7 out of 10"
1395,"310119","UMDNJ UNIVERSITY HOSPITAL","150 BERGEN ST","NEWARK","ESSEX","NJ","07103","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
1396,"320001","UNM HOSPITAL","2211 LOMAS BOULEVARD NE","ALBUQUERQUE","BERNALILLO","NM","87106","0.8679","0 out of 10","0","0 out of 9","0 out of 10"
1397,"320002","ST VINCENT HOSPITAL","455 ST MICHAEL'S DRIVE","SANTA FE","SANTA FE","NM","87505","0.8723","0 out of 10","7","7 out of 9","7 out of 10"
1398,"320003","ALTA VISTA REGIONAL HOSPITAL","104 LEGION AVE","LAS VEGAS","SAN MIGUEL","NM","87701","0.8250","0 out of 10","0","0 out of 9","0 out of 10"
1399,"320004","GERALD CHAMPION REGIONAL MEDICAL CENTE","2669 NORTH SCENIC DRIVE","ALAMOGORDO","OTERO","NM","88310","0.6957","0 out of 10","0","0 out of 9","0 out of 10"
1400,"320005","SAN JUAN REGIONAL MEDICAL CENTER","801 WEST MAPLE STREET","FARMINGTON","SAN JUAN","NM","87401","0.5714","0 out of 10","0","0 out of 9","0 out of 10"
1401,"320006","EASTERN NEW MEXICO MEDICAL CENTER","405 W COUNTRY CLUB ROAD","ROSWELL","CHAVES","NM","88201","0.9016","0 out of 10","1","1 out of 9","1 out of 10"
1402,"320009","LOVELACE MEDICAL CENTER","601 DR MARTIN LUTHER KING JR AVE NE","ALBUQUERQUE","BERNALILLO","NM","87102","0.8962","0 out of 10","0","0 out of 9","0 out of 10"
1403,"320011","PRESBYTERIAN ESPANOLA HOSPITAL","1010 SPRUCE STREET","ESPANOLA","RIO ARRIBA","NM","87532","0.9000","0 out of 10","0","0 out of 9","0 out of 10"
1404,"320013","HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS","1397 WEIMER ROAD","TAOS","TAOS","NM","87571","0.8966","0 out of 10","2","2 out of 9","2 out of 10"
1405,"320016","GILA REGIONAL MEDICAL CENTER","1313 E 32ND ST","SILVER CITY","GRANT","NM","88061","0.6053","0 out of 10","3","3 out of 9","3 out of 10"
1406,"320017","LOVELACE WOMEN'S HOSPITAL","4701 MONTGOMERY BOULEVARD NE","ALBUQUERQUE","BERNALILLO","NM","87109","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1407,"320018","MEMORIAL MEDICAL CENTER INC","2450 SOUTH TELSHOR BLVD","LAS CRUCES","DONA ANA","NM","88011","0.8380","0 out of 10","2","2 out of 9","2 out of 10"
1408,"320021","PRESBYTERIAN HOSPITAL","1100 CENTRAL AVENUE SE","ALBUQUERQUE","BERNALILLO","NM","87106","0.9424","4 out of 10","4","0 out of 9","4 out of 10"
1409,"320022","PLAINS REGIONAL MEDICAL CENTER","2100 N MARTIN LUTHER KING, JR, BLVD","CLOVIS","CURRY","NM","88101","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1410,"320033","LOS ALAMOS MEDICAL CENTER","3917 WEST ROAD","LOS ALAMOS","LOS ALAMOS","NM","87544","0.5625","0 out of 10","0","N/A","0 out of 10"
1411,"320038","REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES","1901 RED ROCK DRIVE","GALLUP","MCKINLEY","NM","87301","0.8810","0 out of 10","6","6 out of 9","6 out of 10"
1412,"320059","NORTHERN NAVAJO MEDICAL CENTER","US HWY 491 NORTH","SHIPROCK","SAN JUAN","NM","87420","0.2963","0 out of 10","1","1 out of 9","1 out of 10"
1413,"320061","GALLUP INDIAN MEDICAL CENTER","516 E NIZHONI BLVD","GALLUP","MCKINLEY","NM","87301","0.5455","0 out of 10","4","4 out of 9","4 out of 10"
1414,"320063","CARLSBAD MEDICAL CENTER","2430 WEST PIERCE","CARLSBAD","EDDY","NM","88220","0.9825","8 out of 10","8","7 out of 9","8 out of 10"
1415,"230118","HURON MEDICAL CENTER","1100 SOUTH VAN DYKE ROAD","BAD AXE","HURON","MI","48413","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
1416,"230121","MEMORIAL HEALTHCARE","826 WEST KING STREET","OWOSSO","SHIAWASSEE","MI","48867","0.8409","0 out of 10","1","1 out of 9","1 out of 10"
1417,"230130","WILLIAM BEAUMONT HOSPITAL","3601 W THIRTEEN MILE RD","ROYAL OAK","OAKLAND","MI","48073","0.9975","9 out of 10","9","9 out of 9","9 out of 10"
1418,"230132","HURLEY MEDICAL CENTER","ONE HURLEY PLAZA","FLINT","GENESEE","MI","48503","0.9356","3 out of 10","4","4 out of 9","4 out of 10"
1419,"230133","OTSEGO MEMORIAL HOSPITAL","825 N CENTER AVE","GAYLORD","OTSEGO","MI","49735","0.9444","4 out of 10","4","1 out of 9","4 out of 10"
1420,"230141","MCLAREN FLINT","401 S BALLENGER HIGHWAY","FLINT","GENESEE","MI","48532","0.9217","2 out of 10","5","5 out of 9","5 out of 10"
1421,"230142","OAKWOOD ANNAPOLIS HOSPITAL","33155 ANNAPOLIS AVE","WAYNE","WAYNE","MI","48184","0.9697","7 out of 10","7","6 out of 9","7 out of 10"
1422,"230146","HENRY FORD WYANDOTTE HOSPITAL","2333 BIDDLE AVE","WYANDOTTE","WAYNE","MI","48192","0.7931","0 out of 10","0","0 out of 9","0 out of 10"
1423,"230151","BOTSFORD HOSPITAL","28050 GRAND RIVER AVENUE","FARMINGTON HILLS","OAKLAND","MI","48336","0.9480","4 out of 10","4","0 out of 9","4 out of 10"
1424,"230156","ST JOSEPH MERCY HOSPITAL","5301 E HURON RIVER DR","ANN ARBOR","WASHTENAW","MI","48106","0.9669","6 out of 10","6","4 out of 9","6 out of 10"
1425,"230165","ST JOHN HOSPITAL AND MEDICAL CENTER","22101 MOROSS RD","DETROIT","WAYNE","MI","48236","0.9872","8 out of 10","8","8 out of 9","8 out of 10"
1426,"230167","MCLAREN - GREATER LANSING","401 W GREENLAWN AVE","LANSING","INGHAM","MI","48910","0.8674","0 out of 10","0","0 out of 9","0 out of 10"
1427,"230174","NORTH OTTAWA COMMUNITY HOSPITAL","1309 SHELDON RD","GRAND HAVEN","OTTAWA","MI","49417","0.7895","0 out of 10","0","0 out of 9","0 out of 10"
1428,"230176","OAKWOOD SOUTHSHORE MEDICAL CENTER","5450 FORT STREET","TRENTON","WAYNE","MI","48183","0.9800","8 out of 10","8","6 out of 9","8 out of 10"
1429,"230180","MIDMICHIGAN MEDICAL CENTER-CLARE","703 N MCEWAN ST","CLARE","CLARE","MI","48617","0.8478","0 out of 10","3","3 out of 9","3 out of 10"
1430,"230193","MCLAREN LAPEER REGION","1375 N MAIN ST","LAPEER","LAPEER","MI","48446","0.8231","0 out of 10","2","2 out of 9","2 out of 10"
1431,"230195","ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER","11800 EAST TWELVE MILE ROAD","WARREN","MACOMB","MI","48093","0.9811","8 out of 10","8","6 out of 9","8 out of 10"
1432,"230197","GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK","ONE GENESYS PARKWAY","GRAND BLANC","GENESEE","MI","48439","0.9760","7 out of 10","7","0 out of 9","7 out of 10"
1433,"230207","MCLAREN OAKLAND","50 NORTH PERRY","PONTIAC","OAKLAND","MI","48342","0.8655","0 out of 10","7","7 out of 9","7 out of 10"
1434,"230208","CARSON CITY HOSPITAL","406 EAST ELM ST","CARSON CITY","MONTCALM","MI","48811","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1435,"230216","PORT HURON HOSPITAL","1221 PINE GROVE AVE","PORT HURON","SAINT CLAIR","MI","48060","0.8562","0 out of 10","0","0 out of 9","0 out of 10"
1436,"230217","OAKLAWN HOSPITAL","200 N MADISON","MARSHALL","CALHOUN","MI","49068","0.9318","3 out of 10","3","1 out of 9","3 out of 10"
1437,"230222","MIDMICHIGAN MEDICAL CENTER-MIDLAND","4000 WELLNESS DRIVE","MIDLAND","MIDLAND","MI","48670","0.4471","0 out of 10","0","0 out of 9","0 out of 10"
1438,"230227","MCLAREN MACOMB","1000 HARRINGTON BLVD","MOUNT CLEMENS","MACOMB","MI","48043","0.5620","0 out of 10","0","0 out of 9","0 out of 10"
1439,"230230","EDWARD W SPARROW HOSPITAL","1215 E MICHIGAN AVENUE","LANSING","INGHAM","MI","48912","0.9021","0 out of 10","5","5 out of 9","5 out of 10"
1440,"230236","METRO HEALTH HOSPITAL","5900 BYRON CENTER AVENUE, SW","WYOMING","KENT","MI","49519","0.9492","5 out of 10","8","8 out of 9","8 out of 10"
1441,"230239","CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL","500 OSBORN BLVD","SAULT SAINTE MARIE","CHIPPEWA","MI","49783","0.8846","0 out of 10","0","0 out of 9","0 out of 10"
1442,"230241","ST JOHN RIVER DISTRICT HOSPITAL","4100 RIVER RD","EAST CHINA","SAINT CLAIR","MI","48054","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
1443,"230244","GARDEN CITY HOSPITAL","6245 INKSTER RD","GARDEN CITY","WAYNE","MI","48135","0.9706","7 out of 10","7","7 out of 9","7 out of 10"
1444,"230254","CRITTENTON HOSPITAL MEDICAL CENTER","1101 W UNIVERSITY DRIVE","ROCHESTER","OAKLAND","MI","48307","0.9802","8 out of 10","8","7 out of 9","8 out of 10"
1445,"230259","CHELSEA COMMUNITY HOSPITAL","775 S MAIN ST","CHELSEA","WASHTENAW","MI","48118","0.8966","0 out of 10","0","0 out of 9","0 out of 10"
1446,"230269","WILLIAM BEAUMONT HOSPITAL-TROY","44201 DEQUINDRE ROAD","TROY","OAKLAND","MI","48085","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1447,"230270","OAKWOOD HERITAGE HOSPITAL","10000 TELEGRAPH ROAD","TAYLOR","WAYNE","MI","48180","0.9886","8 out of 10","8","7 out of 9","8 out of 10"
1448,"230273","DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER","4201 ST ANTOINE ST - 3M","DETROIT","WAYNE","MI","48201","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1449,"230277","HURON VALLEY-SINAI HOSPITAL","ONE WILLIAM CARLS DRIVE","COMMERCE TOWNSHIP","OAKLAND","MI","48382","0.9273","2 out of 10","5","5 out of 9","5 out of 10"
1450,"230297","KARMANOS CANCER CENTER","4100 JOHN R","DETROIT","WAYNE","MI","48201","N/A","N/A","N/A","N/A","N/A"
1451,"230302","HENRY FORD WEST BLOOMFIELD HOSPITAL","6777 WEST MAPLE ROAD","W BLOOMFIELD","OAKLAND","MI","48322","0.9337","3 out of 10","8","8 out of 9","8 out of 10"
1452,"240001","NORTH MEMORIAL MEDICAL CENTER","3300 OAKDALE NORTH","ROBBINSDALE","HENNEPIN","MN","55422","0.8412","0 out of 10","2","2 out of 9","2 out of 10"
1453,"240002","ESSENTIA HEALTH ST MARY'S MEDICAL CENTER","407 EAST THIRD STREET","DULUTH","ST. LOUIS","MN","55805","0.9294","3 out of 10","6","6 out of 9","6 out of 10"
1454,"240004","HENNEPIN COUNTY MEDICAL CENTER","701 PARK AVENUE","MINNEAPOLIS","HENNEPIN","MN","55415","0.8917","0 out of 10","0","0 out of 9","0 out of 10"
1455,"240006","OLMSTED MEDICAL CENTER","1650 FOURTH STREET SOUTHEAST","ROCHESTER","OLMSTED","MN","55904","0.9231","2 out of 10","7","7 out of 9","7 out of 10"
1456,"240010","ST MARYS HOSPITAL","1216 SECOND STREET WEST","ROCHESTER","OLMSTED","MN","55902","0.8874","0 out of 10","0","0 out of 9","0 out of 10"
1457,"240014","NORTHFIELD HOSPITAL","2000 NORTH AVENUE","NORTHFIELD","RICE","MN","55057","0.1667","0 out of 10","0","0 out of 9","0 out of 10"
1458,"240018","MAYO CLINIC HEALTH SYSTEM IN RED WING","701 FAIRVIEW BOULEVARD, PO BOX 95","RED WING","GOODHUE","MN","55066","0.9583","5 out of 10","5","0 out of 9","5 out of 10"
1459,"240019","ESSENTIA HEALTH DULUTH","502 EAST SECOND STREET","DULUTH","ST. LOUIS","MN","55805","N/A","N/A","N/A","N/A","N/A"
1460,"240020","CAMBRIDGE MEDICAL CENTER","701 SOUTH DELLWOOD","CAMBRIDGE","ISANTI","MN","55008","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1461,"240022","SANFORD  WORTHINGTON MEDICAL CENTER","1018 SIXTH AVENUE PO BOX 997","WORTHINGTON","NOBLES","MN","56187","N/A","N/A","N/A","N/A","N/A"
1462,"240030","DOUGLAS COUNTY HOSPITAL","111 17TH AVENUE EAST","ALEXANDRIA","DOUGLAS","MN","56308","0.9412","4 out of 10","6","6 out of 9","6 out of 10"
1463,"240036","ST CLOUD HOSPITAL","1406 6TH AVE NORTH","SAINT CLOUD","STEARNS","MN","56303","0.9201","2 out of 10","3","3 out of 9","3 out of 10"
1464,"240038","UNITED HOSPITAL","333 NORTH SMITH AVENUE","SAINT PAUL","RAMSEY","MN","55102","0.9583","5 out of 10","5","4 out of 9","5 out of 10"
1465,"240040","UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS","750 EAST 34TH ST","HIBBING","ST. LOUIS","MN","55746","0.7826","0 out of 10","0","0 out of 9","0 out of 10"
1466,"240043","MAYO CLINIC HEALTH SYSTEM - ALBERT LEA","404 WEST FOUNTAIN STREET","ALBERT LEA","FREEBORN","MN","56007","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1467,"240044","WINONA HEALTH SERVICES","855 MANKATO AVENUE","WINONA","WINONA","MN","55987","0.9091","1 out of 10","1","0 out of 9","1 out of 10"
1468,"240047","ST LUKES HOSPITAL","915 E 1ST ST","DULUTH","ST. LOUIS","MN","55805","0.9505","5 out of 10","7","7 out of 9","7 out of 10"
1469,"240050","FAIRVIEW LAKES MEDICAL CENTER","5200 FAIRVIEW BOULEVARD","WYOMING","CHISAGO","MN","55092","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
1470,"240052","LAKE REGION HEALTHCARE CORPORATION","712 SOUTH CASCADE","FERGUS FALLS","OTTER TAIL","MN","56537","0.8438","0 out of 10","0","0 out of 9","0 out of 10"
1471,"240053","PARK NICOLLET METHODIST HOSPITAL","6500 EXCELSIOR BLVD","SAINT LOUIS PARK","HENNEPIN","MN","55426","0.5524","0 out of 10","0","0 out of 9","0 out of 10"
1472,"240056","RIDGEVIEW MEDICAL CENTER","500 SOUTH MAPLE STREET","WACONIA","CARVER","MN","55387","0.8955","0 out of 10","0","0 out of 9","0 out of 10"
1473,"240057","ABBOTT NORTHWESTERN HOSPITAL","800 EAST 28TH STREET","MINNEAPOLIS","HENNEPIN","MN","55407","0.9681","6 out of 10","6","6 out of 9","6 out of 10"
1474,"240059","REGINA MEDICAL CENTER","1175 NININGER ROAD","HASTINGS","DAKOTA","MN","55033","0.8889","0 out of 10","0","0 out of 9","0 out of 10"
1475,"240061","MAYO CLINIC METHODIST HOSPITAL","201 WEST CENTER STREET","ROCHESTER","OLMSTED","MN","55902","N/A","N/A","N/A","N/A","N/A"
1476,"240063","ST JOSEPH'S HOSPITAL","45 WEST 10TH STREET","SAINT PAUL","RAMSEY","MN","55102","0.9139","1 out of 10","5","5 out of 9","5 out of 10"
1477,"240064","GRAND ITASCA CLINIC AND HOSPITAL","1601 GOLF COURSE ROAD","GRAND RAPIDS","ITASCA","MN","55744","0.7727","0 out of 10","0","0 out of 9","0 out of 10"
1478,"240066","LAKEVIEW MEMORIAL HOSPITAL","927 WEST CHURCHILL STREET","STILLWATER","WASHINGTON","MN","55082","0.9565","5 out of 10","5","0 out of 9","5 out of 10"
1479,"240069","OWATONNA HOSPITAL","2250 26TH STREET NORTHWEST","OWATONNA","STEELE","MN","55060","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1480,"240071","DISTRICT ONE HOSPITAL","200 STATE AVENUE","FARIBAULT","RICE","MN","55021","0.9000","0 out of 10","2","2 out of 9","2 out of 10"
1481,"240075","ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER","523 NORTH 3RD STREET","BRAINERD","CROW WING","MN","56401","0.9375","3 out of 10","6","6 out of 9","6 out of 10"
1482,"240076","BUFFALO HOSPITAL","303 CATLIN ST","BUFFALO","WRIGHT","MN","55313","0.9615","6 out of 10","6","0 out of 9","6 out of 10"
1483,"240078","FAIRVIEW SOUTHDALE HOSPITAL","6401 FRANCE AVENUE SOUTH","EDINA","HENNEPIN","MN","55435","0.9948","9 out of 10","9","8 out of 9","9 out of 10"
1484,"240080","UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW","2450 RIVERSIDE AVENUE","MINNEAPOLIS","HENNEPIN","MN","55454","0.9685","6 out of 10","6","0 out of 9","6 out of 10"
1485,"240084","VIRGINIA REGIONAL MEDICAL CENTER","901 9TH STREET NORTH","VIRGINIA","ST. LOUIS","MN","55792","0.5909","0 out of 10","0","0 out of 9","0 out of 10"
1486,"240088","RICE MEMORIAL HOSPITAL","301 BECKER AVE SW","WILLMAR","KANDIYOHI","MN","56201","0.6286","0 out of 10","0","0 out of 9","0 out of 10"
1487,"240093","MAYO CLINIC HEALTH SYSTEM - MANKATO","1025 MARSH STREET BOX 8673","MANKATO","BLUE EARTH","MN","56002","0.5360","0 out of 10","0","0 out of 9","0 out of 10"
1488,"240100","SANFORD BEMIDJI MEDICAL CENTER","1300 ANNE ST NW","BEMIDJI","BELTRAMI","MN","56601","0.6897","0 out of 10","0","0 out of 9","0 out of 10"
1489,"240101","ESSENTIA HEALTH ST MARYS","1027 WASHINGTON AVE","DETROIT LAKES","BECKER","MN","56501","0.8333","0 out of 10","0","N/A","0 out of 10"
1490,"240104","ST FRANCIS REGIONAL MEDICAL CENTER","1455 ST FRANCIS AVENUE","SHAKOPEE","SCOTT","MN","55379","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1491,"240106","REGIONS HOSPITAL","640 JACKSON STREET","SAINT PAUL","RAMSEY","MN","55101","0.9912","9 out of 10","9","8 out of 9","9 out of 10"
1492,"240115","MERCY HOSPITAL","4050 COON RAPIDS BLVD","COON RAPIDS","ANOKA","MN","55433","0.9655","6 out of 10","6","3 out of 9","6 out of 10"
1493,"240117","MAYO CLINIC HEALTH SYSTEM - AUSTIN","1000 FIRST DRIVE NORTHWEST","AUSTIN","MOWER","MN","55912","0.7551","0 out of 10","0","0 out of 9","0 out of 10"
1494,"240132","UNITY HOSPITAL","550 OSBORNE ROAD","FRIDLEY","ANOKA","MN","55432","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1495,"240141","FAIRVIEW NORTHLAND REGIONAL HOSPITAL","911 NORTHLAND DR","PRINCETON","SHERBURNE","MN","55371","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
1496,"240166","MAYO CLINIC HEALTH SYSTEM - FAIRMONT","835 JOHNSON STREET, PO BOX 835","FAIRMONT","MARTIN","MN","56031","0.4909","0 out of 10","0","0 out of 9","0 out of 10"
1497,"240187","HUTCHINSON AREA HEALTH CARE","1095 HIGHWAY 15 SOUTH","HUTCHINSON","MCLEOD","MN","55350","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1498,"240207","FAIRVIEW RIDGES HOSPITAL","201 EAST NICOLLET BOULEVARD","BURNSVILLE","DAKOTA","MN","55337","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
1499,"240210","HEALTHEAST ST JOHN'S HOSPITAL","1575 BEAM AVENUE","MAPLEWOOD","RAMSEY","MN","55109","0.9188","2 out of 10","5","5 out of 9","5 out of 10"
1500,"240213","HEALTHEAST WOODWINDS HOSPITAL","1925 WOODWINDS DRIVE","WOODBURY","WASHINGTON","MN","55125","0.9538","5 out of 10","8","8 out of 9","8 out of 10"
1501,"240214","MAPLE GROVE HOSPITAL","9875 HOSPITAL DRIVE","MAPLE GROVE","HENNEPIN","MN","55369","1.0000","10 out of 10","10","N/A","10 out of 10"
1502,"250001","UNIVERSITY OF MISSISSIPPI MED CENTER","2500 N STATE ST","JACKSON","HINDS","MS","39216","0.9057","0 out of 10","6","6 out of 9","6 out of 10"
1503,"250004","NORTH MISSISSIPPI MEDICAL CENTER","830 S GLOSTER","TUPELO","LEE","MS","38801","0.9663","6 out of 10","6","3 out of 9","6 out of 10"
1504,"250006","BAPTIST MEMORIAL HOSPITAL UNION COUNTY","200 HWY 30 WEST","NEW ALBANY","UNION","MS","38652","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
1505,"250007","BILOXI REGIONAL MEDICAL CENTER","PO BOX 128/150 REYNOIR STREET","BILOXI","HARRISON","MS","39533","0.9877","8 out of 10","9","9 out of 9","9 out of 10"
1506,"250009","MAGNOLIA REGIONAL HEALTH CENTER","611 ALCORN DRIVE","CORINTH","ALCORN","MS","38834","0.9548","5 out of 10","7","7 out of 9","7 out of 10"
1507,"250015","GRENADA LAKE MEDICAL CENTER","960 AVENT DRIVE","GRENADA","GRENADA","MS","38901","0.8269","0 out of 10","0","0 out of 9","0 out of 10"
1508,"250019","MEMORIAL HOSPITAL AT GULFPORT","4500 13TH ST-P O BOX 1810","GULFPORT","HARRISON","MS","39502","0.8889","0 out of 10","3","3 out of 9","3 out of 10"
1509,"250025","GILMORE MEMORIAL HOSPITAL","1105 EARL FRYE BLVD","AMORY","MONROE","MS","38821","0.8906","0 out of 10","0","0 out of 9","0 out of 10"
1510,"250031","RIVER REGION HEALTH SYSTEM","2100 HWY 61 N","VICKSBURG","WARREN","MS","39183","0.9880","8 out of 10","8","5 out of 9","8 out of 10"
1511,"250034","BAPTIST MEMORIAL HOSPITAL NORTH MS","2301 SOUTH LAMAR","OXFORD","LAFAYETTE","MS","38655","0.9264","2 out of 10","7","7 out of 9","7 out of 10"
1512,"250038","MADISON RIVER OAKS MEDICAL CENTER","161 RIVER OAKS DRIVE","CANTON","MADISON","MS","39046","0.9722","7 out of 10","7","0 out of 9","7 out of 10"
1513,"250040","SINGING RIVER HOSPITAL","2809 DENNY AV","PASCAGOULA","JACKSON","MS","39581","0.9418","4 out of 10","4","1 out of 9","4 out of 10"
1514,"250042","NORTHWEST MISSISSIPPI REGIONAL MEDICAL CENTER","1970 HOSPITAL DRIVE","CLARKSDALE","COAHOMA","MS","38614","0.9558","5 out of 10","5","0 out of 9","5 out of 10"
1515,"250048","ST DOMINIC-JACKSON MEMORIAL HOSPITAL","969 LAKELAND DR","JACKSON","HINDS","MS","39216","0.9178","1 out of 10","7","7 out of 9","7 out of 10"
1516,"250050","OCH REGIONAL MEDICAL CENTER","400 HOSPITAL ROAD","STARKVILLE","OKTIBBEHA","MS","39759","0.5000","0 out of 10","0","0 out of 9","0 out of 10"
1517,"250057","KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN","P O BOX 948/427 HIGHWAY 51 NORTH","BROOKHAVEN","LINCOLN","MS","39601","0.9219","2 out of 10","4","4 out of 9","4 out of 10"
1518,"250058","SOUTH CENTRAL REG MED CTR","1220 JEFFERSON ST BOX 607","LAUREL","JONES","MS","39440","0.5915","0 out of 10","0","0 out of 9","0 out of 10"
1519,"250067","CLAY COUNTY MEDICAL CENTER","835 MEDICAL CENTER DR","WEST POINT","CLAY","MS","39773","0.9804","8 out of 10","9","9 out of 9","9 out of 10"
1520,"250069","RUSH FOUNDATION HOSPITAL","1314 19TH AVE","MERIDIAN","LAUDERDALE","MS","39301","0.9072","0 out of 10","0","0 out of 9","0 out of 10"
1521,"250072","CENTRAL MISSISSIPPI MEDICAL CENTER","1850 CHADWICK DR","JACKSON","HINDS","MS","39204","0.9461","4 out of 10","5","5 out of 9","5 out of 10"
1522,"250077","WAYNE GENERAL HOSPITAL","950 MATTHEW DR","WAYNESBORO","WAYNE","MS","39367","0.9538","5 out of 10","5","0 out of 9","5 out of 10"
1523,"250078","FORREST GENERAL HOSPITAL","6051 US HIGHWAY 49","HATTIESBURG","FORREST","MS","39404","0.9831","8 out of 10","8","8 out of 9","8 out of 10"
1524,"250082","DELTA REGIONAL MEDICAL CENTER","1400 E UNION ST","GREENVILLE","WASHINGTON","MS","38704","0.8514","0 out of 10","0","0 out of 9","0 out of 10"
1525,"250084","NATCHEZ REGIONAL MEDICAL CENTER","52 SEARGENT PRENTISS DRIVE","NATCHEZ","ADAMS","MS","39120","0.8333","0 out of 10","2","2 out of 9","2 out of 10"
1526,"250093","BOLIVAR MEDICAL CENTER","HWY 8 E","CLEVELAND","BOLIVAR","MS","38732","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
1527,"250094","WESLEY MEDICAL CENTER","5001 W HARDY ST","HATTIESBURG","FORREST","MS","39402","0.9754","7 out of 10","7","4 out of 9","7 out of 10"
1528,"250096","CROSSGATES RIVER OAKS HOSPITAL","350 CROSSGATES BLVD","BRANDON","RANKIN","MS","39042","0.8214","0 out of 10","0","0 out of 9","0 out of 10"
1529,"250097","SOUTHWEST MS REGIONAL MEDICAL CENTER","215 MARION AV BOX 1307","MCCOMB","PIKE","MS","39649","0.8639","0 out of 10","6","6 out of 9","6 out of 10"
1530,"250099","GREENWOOD LEFLORE HOSPITAL","1401 RIVER RD / PO BOX 1410","GREENWOOD","LEFLORE","MS","38930","0.9688","6 out of 10","6","6 out of 9","6 out of 10"
1531,"250100","BAPTIST MEM HOSP/GOLDEN TRIANGLE INC","2520 5TH ST N","COLUMBUS","LOWNDES","MS","39701","0.9765","7 out of 10","7","0 out of 9","7 out of 10"
