"ID","Provider Number","Hospital Name","Address","City","County Name","State","ZIP Code","Communication with Nurses Achievement Points","Communication with Nurses Improvement Points","Communication with Nurses Dimension Score","Communication with Doctors Achievement Points","Communication with Doctors Improvement Points","Communication with Doctors Dimension Score","Responsiveness of Hospital Staff Achievement Points","Responsiveness of Hospital Staff Improvement Points","Responsiveness of Hospital Staff Dimension Score","Pain Management Achievement Points","Pain Management Improvement Points","Pain Management Dimension Score","Communication about Medicines Achievement Points","Communication about Medicines Improvement Points","Communication about Medicines Dimension Score","Cleanliness and Quietness of Hospital Environment Achievement Po","Cleanliness and Quietness of Hospital Environment Improvement Po","Cleanliness and Quietness of Hospital Environment Dimension Scor","Discharge Information Achievement Points","Discharge Information Improvement Points","Discharge Information Dimension Score","Overall Rating of Hospital Achievement Points","Overall Rating of Hospital Improvement Points","Overall Rating of Hospital Dimension Score","HCAHPS Base Score","HCAHPS Consistency Score"
1761,"330102","KENMORE MERCY HOSPITAL","2950 ELMWOOD AVENUE","KENMORE","ERIE","NY","14217","6 out of 10","6 out of 9","6 out of 10","4 out of 10","6 out of 9","6 out of 10","0 out of 10","0 out of 9","0 out of 10","4 out of 10","3 out of 9","4 out of 10","4 out of 10","4 out of 9","4 out of 10","0 out of 10","1 out of 9","1 out of 10","5 out of 10","0 out of 9","5 out of 10","3 out of 10","3 out of 9","3 out of 10","29","14"
1762,"330103","OLEAN GENERAL HOSPITAL","515 MAIN STREET","OLEAN","CATTARAUGUS","NY","14760","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0","13"
1763,"330104","NYACK HOSPITAL","160 NORTH MIDLAND AVENUE","NYACK","ROCKLAND","NY","10960","0 out of 10","2 out of 9","2 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","3 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","6","14"
1764,"330106","NORTH SHORE UNIVERSITY HOSPITAL","300 COMMUNITY DRIVE","MANHASSET","NASSAU","NY","11030","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","3 out of 9","3 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","3 out of 9","3 out of 10","0 out of 10","2 out of 9","2 out of 10","2 out of 10","4 out of 9","4 out of 10","15","17"
1765,"330107","PECONIC BAY MEDICAL CENTER","1300 ROANOKE AVENUE","RIVERHEAD","SUFFOLK","NY","11901","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","1 out of 10","0 out of 9","1 out of 10","0 out of 10","2 out of 9","2 out of 10","6","9"
1766,"330108","ST JOSEPH'S HOSPITAL, INC","555 EAST MARKET STREET","ELMIRA","CHEMUNG","NY","14902","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","2 out of 10","2 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","3","14"
1767,"330115","ONEIDA HEALTHCARE CENTER","321 GENESEE STREET","ONEIDA","MADISON","NY","13421","1 out of 10","1 out of 9","1 out of 10","1 out of 10","0 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","2 out of 10","0 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","3 out of 10","0 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","7","17"
1768,"330119","LENOX HILL HOSPITAL","100 EAST 77TH STREET","NEW YORK","NEW YORK","NY","10021","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","1","14"
1769,"330125","ROCHESTER GENERAL HOSPITAL","1425 PORTLAND AVENUE","ROCHESTER","MONROE","NY","14621","6 out of 10","4 out of 9","6 out of 10","0 out of 10","0 out of 9","0 out of 10","3 out of 10","3 out of 9","3 out of 10","1 out of 10","0 out of 9","1 out of 10","3 out of 10","0 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","8 out of 10","0 out of 9","8 out of 10","5 out of 10","2 out of 9","5 out of 10","26","14"
1770,"330126","ORANGE REGIONAL MEDICAL CENTER","707 EAST MAIN STREET","MIDDLETOWN","ORANGE","NY","10940","0 out of 10","2 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","3 out of 9","3 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","3 out of 9","3 out of 10","12","14"
1771,"330127","JACOBI MEDICAL CENTER","1400 PELHAM PARKWAY SOUTH","BRONX","BRONX","NY","10461","0 out of 10","0 out of 9","0 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","4 out of 9","4 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","3 out of 9","3 out of 10","0 out of 10","1 out of 9","1 out of 10","12","9"
1772,"330128","ELMHURST HOSPITAL CENTER","79-01 BROADWAY","ELMHURST","QUEENS","NY","11373","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","1","7"
1773,"330132","TLC HEALTH NETWORK","100 MEMORIAL DRIVE","GOWANDA","CATTARAUGUS","NY","14070","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","3 out of 10","4 out of 9","4 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","10 out of 10","9 out of 9","10 out of 10","0 out of 10","0 out of 9","0 out of 10","14","10"
1774,"330135","BON SECOURS COMMUNITY HOSPITAL","160 EAST MAIN STREET","PORT JERVIS","ORANGE","NY","12771","3 out of 10","3 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","1 out of 10","0 out of 9","1 out of 10","4 out of 10","0 out of 9","4 out of 10","2 out of 10","1 out of 9","2 out of 10","2 out of 10","0 out of 9","2 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","13","15"
1775,"330136","MARY IMOGENE BASSETT HOSPITAL","ONE ATWELL ROAD","COOPERSTOWN","OTSEGO","NY","13326","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","2 out of 10","0 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","10 out of 10","9 out of 9","10 out of 10","0 out of 10","0 out of 9","0 out of 10","12","14"
1776,"330140","ST JOSEPH'S HOSPITAL HEALTH CENTER","301 PROSPECT AVENUE","SYRACUSE","ONONDAGA","NY","13203","5 out of 10","5 out of 9","5 out of 10","0 out of 10","2 out of 9","2 out of 10","3 out of 10","3 out of 9","3 out of 10","1 out of 10","0 out of 9","1 out of 10","1 out of 10","1 out of 9","1 out of 10","0 out of 10","1 out of 9","1 out of 10","9 out of 10","9 out of 9","9 out of 10","6 out of 10","4 out of 9","6 out of 10","28","17"
1777,"330141","BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER","101 HOSPITAL ROAD","PATCHOGUE","SUFFOLK","NY","11772","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0","7"
1778,"330151","ST JAMES MERCY HOSPITAL","411 CANISTEO STREET","HORNELL","STEUBEN","NY","14843","0 out of 10","3 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","5 out of 10","5 out of 9","5 out of 10","0 out of 10","2 out of 9","2 out of 10","1 out of 10","0 out of 9","1 out of 10","1 out of 10","0 out of 9","1 out of 10","5 out of 10","0 out of 9","5 out of 10","0 out of 10","1 out of 9","1 out of 10","18","14"
1779,"330153","ELLIS HOSPITAL","1101 NOTT STREET","SCHENECTADY","SCHENECTADY","NY","12308","0 out of 10","2 out of 9","2 out of 10","0 out of 10","3 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","2 out of 10","4 out of 9","4 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","7 out of 10","0 out of 9","7 out of 10","0 out of 10","0 out of 9","0 out of 10","17","12"
1780,"330157","SAMARITAN MEDICAL CENTER","830 WASHINGTON STREET","WATERTOWN","JEFFERSON","NY","13601","2 out of 10","2 out of 9","2 out of 10","1 out of 10","2 out of 9","2 out of 10","3 out of 10","2 out of 9","3 out of 10","0 out of 10","2 out of 9","2 out of 10","2 out of 10","2 out of 9","2 out of 10","4 out of 10","5 out of 9","5 out of 10","2 out of 10","0 out of 9","2 out of 10","0 out of 10","3 out of 9","3 out of 10","21","17"
1781,"330158","GOOD SAMARITAN HOSPITAL OF SUFFERN","255 LAFAYETTE AVENUE","SUFFERN","ROCKLAND","NY","10901","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","1","11"
1782,"330160","STATEN ISLAND UNIVERSITY HOSPITAL","475 SEAVIEW AVENUE","STATEN ISLAND","RICHMOND","NY","10305","1 out of 10","2 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","5","12"
1783,"330162","NORTHERN WESTCHESTER HOSPITAL","400 EAST MAIN STREET","MOUNT KISCO","WESTCHESTER","NY","10549","6 out of 10","0 out of 9","6 out of 10","5 out of 10","1 out of 9","5 out of 10","4 out of 10","1 out of 9","4 out of 10","6 out of 10","0 out of 9","6 out of 10","3 out of 10","0 out of 9","3 out of 10","3 out of 10","3 out of 9","3 out of 10","3 out of 10","5 out of 9","5 out of 10","6 out of 10","3 out of 9","6 out of 10","38","20"
1784,"330163","EASTERN NIAGARA HOSPITAL","521 EAST AVENUE","LOCKPORT","NIAGARA","NY","14094","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","5","16"
1785,"330164","HIGHLAND HOSPITAL","1000 SOUTH AVENUE","ROCHESTER","MONROE","NY","14620","5 out of 10","5 out of 9","5 out of 10","3 out of 10","2 out of 9","3 out of 10","1 out of 10","3 out of 9","3 out of 10","2 out of 10","3 out of 9","3 out of 10","5 out of 10","3 out of 9","5 out of 10","0 out of 10","3 out of 9","3 out of 10","8 out of 10","5 out of 9","8 out of 10","4 out of 10","2 out of 9","4 out of 10","34","19"
1786,"330167","WINTHROP-UNIVERSITY HOSPITAL","259 FIRST STREET","MINEOLA","NASSAU","NY","11501","2 out of 10","1 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","1 out of 10","2 out of 9","2 out of 10","1 out of 10","2 out of 9","2 out of 10","1 out of 10","2 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","3 out of 10","1 out of 9","3 out of 10","2 out of 10","1 out of 9","2 out of 10","13","16"
1787,"330169","BETH ISRAEL MEDICAL CENTER","FIRST AVENUE AT 16TH STREET","NEW YORK","NEW YORK","NY","10003","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0","9"
1788,"330175","CORTLAND REGIONAL MEDICAL CENTER, INC","134 HOMER AVENUE","CORTLAND","CORTLAND","NY","13045","0 out of 10","3 out of 9","3 out of 10","0 out of 10","2 out of 9","2 out of 10","1 out of 10","3 out of 9","3 out of 10","2 out of 10","5 out of 9","5 out of 10","5 out of 10","5 out of 9","5 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","19","13"
1789,"330180","SAMARITAN HOSPITAL","2215 BURDETT AVENUE","TROY","RENSSELAER","NY","12180","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","3 out of 10","2 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","4","13"
1790,"330181","GLEN COVE HOSPITAL","101 ST ANDREWS LANE","GLEN COVE","NASSAU","NY","11542","1 out of 10","0 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","1 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","1 out of 10","0 out of 9","1 out of 10","4","17"
1791,"330182","ST FRANCIS HOSPITAL, ROSLYN","100 PORT WASHINGTON BOULEVARD","ROSLYN","NASSAU","NY","11576","8 out of 10","4 out of 9","8 out of 10","3 out of 10","2 out of 9","3 out of 10","4 out of 10","1 out of 9","4 out of 10","2 out of 10","0 out of 9","2 out of 10","5 out of 10","4 out of 9","5 out of 10","0 out of 10","0 out of 9","0 out of 10","7 out of 10","0 out of 9","7 out of 10","9 out of 10","0 out of 9","9 out of 10","38","19"
1792,"330184","SOUND SHORE MEDICAL CENTER OF WESTSCHESTER","16 GUION PLACE","NEW ROCHELLE","WESTCHESTER","NY","10802","0 out of 10","2 out of 9","2 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","4 out of 9","4 out of 10","0 out of 10","5 out of 9","5 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","3 out of 9","3 out of 10","0 out of 10","3 out of 9","3 out of 10","21","13"
1793,"330185","JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON","75 NORTH COUNTRY ROAD","PORT JEFFERSON","SUFFOLK","NY","11777","4 out of 10","0 out of 9","4 out of 10","2 out of 10","2 out of 9","2 out of 10","7 out of 10","5 out of 9","7 out of 10","4 out of 10","1 out of 9","4 out of 10","3 out of 10","1 out of 9","3 out of 10","1 out of 10","2 out of 9","2 out of 10","9 out of 10","7 out of 9","9 out of 10","4 out of 10","2 out of 9","4 out of 10","35","20"
1794,"330188","MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER","5300 MILITARY ROAD","LEWISTON","NIAGARA","NY","14092","1 out of 10","0 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","1 out of 10","0 out of 9","1 out of 10","1 out of 10","0 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","3 out of 10","0 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","6","14"
1795,"330191","GLENS FALLS HOSPITAL","100 PARK STREET","GLENS FALLS","WARREN","NY","12801","3 out of 10","5 out of 9","5 out of 10","1 out of 10","1 out of 9","1 out of 10","2 out of 10","3 out of 9","3 out of 10","1 out of 10","3 out of 9","3 out of 10","5 out of 10","6 out of 9","6 out of 10","0 out of 10","0 out of 9","0 out of 10","6 out of 10","3 out of 9","6 out of 10","0 out of 10","1 out of 9","1 out of 10","25","16"
1796,"330193","FLUSHING HOSPITAL MEDICAL CENTER","45TH AVENUE AND PARSONS BOULEVARD","FLUSHING","QUEENS","NY","11355","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","4 out of 9","4 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","1 out of 9","1 out of 10","12","8"
1797,"330194","MAIMONIDES MEDICAL CENTER","4802 TENTH AVENUE","BROOKLYN","KINGS","NY","11219","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0","7"
1798,"330195","LONG ISLAND JEWISH MEDICAL CENTER","270 - 05 76TH AVENUE","NEW HYDE PARK","NASSAU","NY","11040","0 out of 10","2 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","3 out of 9","3 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","6","12"
1799,"330196","CONEY ISLAND HOSPITAL","2601 OCEAN PARKWAY","BROOKLYN","KINGS","NY","11235","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","7","13"
1800,"330197","CANTON-POTSDAM HOSPITAL","50 LEROY STREET","POTSDAM","ST. LAWRENCE","NY","13676","2 out of 10","1 out of 9","2 out of 10","4 out of 10","2 out of 9","4 out of 10","4 out of 10","3 out of 9","4 out of 10","0 out of 10","0 out of 9","0 out of 10","5 out of 10","2 out of 9","5 out of 10","2 out of 10","1 out of 9","2 out of 10","4 out of 10","0 out of 9","4 out of 10","0 out of 10","0 out of 9","0 out of 10","21","16"
1801,"330198","SOUTH NASSAU COMMUNITIES HOSPITAL","ONE HEALTHY WAY","OCEANSIDE","NASSAU","NY","11572","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","3","16"
1802,"330199","METROPOLITAN HOSPITAL CENTER","1901 FIRST AVENUE","NEW YORK","NEW YORK","NY","10029","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","1","12"
1803,"330201","KINGSBROOK JEWISH MEDICAL CENTER","585 SCHENECTADY AVENUE","BROOKLYN","KINGS","NY","11203","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","1 out of 9","1 out of 10","7","10"
1804,"330202","KINGS COUNTY HOSPITAL CENTER","451 CLARKSON AVENUE","BROOKLYN","KINGS","NY","11203","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","1 out of 10","0 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","2","7"
1805,"330203","CROUSE HOSPITAL","736 IRVING AVENUE","SYRACUSE","ONONDAGA","NY","13210","0 out of 10","2 out of 9","2 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","2 out of 9","2 out of 10","0 out of 10","0 out of 9","0 out of 10","4 out of 10","0 out of 9","4 out of 10","0 out of 10","2 out of 9","2 out of 10","12","10"
1806,"330204","BELLEVUE HOSPITAL CENTER","462 FIRST AVENUE","NEW YORK","NEW YORK","NY","10016","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0 out of 9","0 out of 10","2","11"
