"Provider Number","Hospital Name","Address1","Address2","Address3","City","State","ZIP Code","County Name","Phone Number","Hospital Type","Hospital Owner","Accreditation","Emergency Service"
"221303","ATHOL MEMORIAL HOSPITAL","2033 MAIN STREET",,,"ATHOL                         ","MA","01331","WORCESTER","9782493511","Critical Access Hospitals","Government - Federal","No","No"
"230002","ST MARY HOSPITAL","36475 FIVE MILE ROAD",,,"LIVONIA                       ","MI","48154","WAYNE","7346554800","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"230003","ZEELAND COMMUNITY HOSPITAL","8333 FELCH",,,"ZEELAND                       ","MI","49464","OTTAWA","6167724644","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"230004","MERCY GENERAL HEALTH PARTNERS","1500 E SHERMAN BOULEVARD",,,"MUSKEGON                      ","MI","49444","MUSKEGON","6167399341","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"230005","EMMA L BIXBY MEDICAL CENTER","818 RIVERSIDE AVE",,,"ADRIAN                        ","MI","49221","LENAWEE","5172630711","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"230013","NORTH OAKLAND MEDICAL CENTERS","461 W HURON ST",,,"PONTIAC                       ","MI","48341","OAKLAND","3138577222","Acute Care Hospitals","Government - Local","Yes","Yes"
"230015","THREE RIVERS HEALTH","701 S HEALTH PKWY",,,"THREE RIVERS                  ","MI","49093","SAINT JOSEPH","2692781145","Acute Care Hospitals","Government - Hospital District or Authority","Yes","Yes"
"230017","BRONSON METHODIST HOSPITAL","601 JOHN STREET",,,"KALAMAZOO                     ","MI","49007","KALAMAZOO","2693416000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"230019","PROVIDENCE HOSPITAL","16001 W NINE MILE RD",,,"SOUTHFIELD                    ","MI","48037","OAKLAND","2488493000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"230020","OAKWOOD HOSPITAL AND MEDICAL CENTER -DEARBORN","18101 OAKWOOD BLVD",,,"DEARBORN                      ","MI","48123","WAYNE","3135937000","Acute Care Hospitals","Voluntary non-profit - Private","No","Yes"
"230021","LAKELAND HOSPITAL, ST JOSEPH","1234 NAPIER AVENUE",,,"ST JOSEPH                     ","MI","49085","BERRIEN","2699838300","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"230022","COMMUNITY HEALTH CTR OF BRANCH COUNTY","274 E CHICAGO ST",,,"COLDWATER                     ","MI","49036","BRANCH","5172795489","Acute Care Hospitals","Government - Local","Yes","Yes"
"230024","SINAI-GRACE HOSPITAL","6071 W OUTER DR",,,"DETROIT                       ","MI","48235","WAYNE","3134935010","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"230029","ST JOSEPH MERCY OAKLAND","44405 WOODWARD AVE H-18",,,"PONTIAC                       ","MI","48341","OAKLAND","2488583000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"230030","GRATIOT MEDICAL CENTER","300 E WARWICK DR",,,"ALMA                          ","MI","48801","GRATIOT","9894631101","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"230031","MERCY HOSPITAL - PORT HURON","2601 ELECTRIC AVENUE",,,"PORT HURON                    ","MI","48060","SAINT CLAIR","3139851500","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"230034","CHEBOYGAN MEMORIAL HOSPITAL","748 S MAIN",,,"CHEBOYGAN                     ","MI","49721","CHEBOYGAN","2316275601","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"230035","UNITED MEMORIAL HEALTH CENTER","615 S BOWER STREET",,,"GREENVILLE                    ","MI","48838","MONTCALM","6167544691","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"230036","ALPENA GENERAL HOSPITAL","1501-1511 W CHISHOLM ST",,,"ALPENA                        ","MI","49707","ALPENA","9893567390","Acute Care Hospitals","Government - Local","Yes","Yes"
"230037","HILLSDALE COMMUNITY HEALTH CENTER","168 S HOWELL STREET",,,"HILLSDALE                     ","MI","49242","HILLSDALE","5174374451","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"230038","SPECTRUM HEALTH HOSPITALS","100 MICHIGAN ST N E",,,"GRAND RAPIDS                  ","MI","49503","KENT","6163911774","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"230040","PENNOCK HOSPITAL","1009 W GREEN ST",,,"HASTINGS                      ","MI","49058","BARRY","2699453451","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"230041","BAY REGIONAL MEDICAL CENTER","1900 COLUMBUS AVE",,,"BAY CITY                      ","MI","48708","BAY","5178943000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"230046","UNIVERSITY OF MICHIGAN HOSPITAL","1500 E MEDICAL CENTER DRIVE",,,"ANN ARBOR                     ","MI","48109","WASHTENAW","3137641505","Acute Care Hospitals","Government - Hospital District or Authority","No","Yes"
"230047","ST JOSEPH'S MEDICAL CENTER","15855 NINETEEN MILE RD",,,"CLINTON TOWNSHIP              ","MI","48038","MACOMB","8102632300","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"230053","HENRY FORD HOSPITAL","2799 W GRAND BLVD",,,"DETROIT                       ","MI","48202","WAYNE","3139162600","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"230054","MARQUETTE GENERAL HOSPITAL","420 WEST MAGNETIC STREET",,,"MARQUETTE                     ","MI","49855","MARQUETTE","9062289440","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"230055","DICKINSON COUNTY HEALTHCARE SYSTEM","1721 S STEPHENSON AVE",,,"IRON MOUNTAIN                 ","MI","49801","DICKINSON","9067741313","Acute Care Hospitals","Government - Local","Yes","Yes"
"230058","MERCY HOSPITAL - GRAYLING","1100 E MICHIGAN AVE",,,"GRAYLING                      ","MI","49738","CRAWFORD","5173485461","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"230059","SAINT MARY'S HEALTH CARE","200 JEFFERSON SE",,,"GRAND RAPIDS                  ","MI","49503","KENT","6167526090","Acute Care Hospitals","Voluntary non-profit - Church","No","Yes"
"230060","WEST SHORE HOSPITAL","1465 E PARKDALE AVENUE",,,"MANISTEE                      ","MI","49660","MANISTEE","2313981000","Acute Care Hospitals","Proprietary","No","Yes"
"230066","HACKLEY HOSPITAL","1700 CLINTON STREET",,,"MUSKEGON                      ","MI","49444","MUSKEGON","6167284952","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"230069","SAINT JOSEPH MERCY LIVINGSTON HOSPITAL","620 BYRON RD",,,"HOWELL                        ","MI","48843","LIVINGSTON","5175466000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"230070","COVENANT MEDICAL CENTERS, INC","1447 N HARRISON",,,"SAGINAW                       ","MI","48602","SAGINAW","5177716100","Acute Care Hospitals","Voluntary non-profit - Other","No","Yes"
"230071","STRAITH HOSPITAL FOR SPECIAL SURGERY","23901 LAHSER",,,"SOUTHFIELD                    ","MI","48034","OAKLAND","3133573360","Acute Care Hospitals","Voluntary non-profit - Other","Yes","No"
"230072","HOLLAND COMMUNITY HOSPITAL","602 MICHIGAN AVE",,,"HOLLAND                       ","MI","49423","OTTAWA","6163925141","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"230075","BATTLE CREEK HEALTH SYSTEM","300 NORTH AVENUE",,,"BATTLE CREEK                  ","MI","49016","CALHOUN","2699668001","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"230077","ST MARY'S OF MICHIGAN MEDICAL CENTER","800 S WASHINGTON AVENU",,,"SAGINAW                       ","MI","48601","SAGINAW","9897761677","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"230078","COMMUNITY HOSPITAL- WATERVLIET","400 MEDICAL PARK DR",,,"WATERVLIET                    ","MI","49098","BERRIEN","6164633111","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"230080","CENTRAL MICHIGAN COMMUNITY HOSPITAL","1221 SOUTH DRIVE",,,"MOUNT PLEASANT                ","MI","48858","ISABELLA","9897726700","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"230081","MERCY HOSPITAL - CADILLAC","400 HOBART ST",,,"CADILLAC                      ","MI","49601","WEXFORD","2318767200","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"230085","SOUTH HAVEN COMMUNITY HOSPITAL","955 S BAILEY AVE",,,"SOUTH HAVEN                   ","MI","49090","VAN BUREN","6166375271","Acute Care Hospitals","Government - Hospital District or Authority","Yes","Yes"
"230089","BON SECOURS HOSPITAL","468 CADIEUX RD",,,"GROSSE POINTE                 ","MI","48230","WAYNE","3133431000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"230092","WA FOOTE HOSPITAL","205 N EAST AVE",,,"JACKSON                       ","MI","49201","JACKSON","5177884800","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"230093","MECOSTA COUNTY MEDICAL CENTER","605 OAK STREET",,,"BIG RAPIDS                    ","MI","49307","MECOSTA","6167968691","Acute Care Hospitals","Government - Local","Yes","Yes"
"230095","WEST BRANCH REGIONAL MEDICAL CENTER","2463 SOUTH M-30",,,"WEST BRANCH                   ","MI","48661","OGEMAW","5173453660","Acute Care Hospitals","Government - Local","Yes","Yes"
"230096","STURGIS HOSPITAL","916 MYRTLE AVE",,,"STURGIS                       ","MI","49091","SAINT JOSEPH","6166517824","Acute Care Hospitals","Government - Local","Yes","Yes"
"230097","MUNSON MEDICAL CENTER","1105 SIXTH STREET",,,"TRAVERSE CITY                 ","MI","49684","GRAND TRAVERSE","2319355000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"230099","MERCY MEMORIAL HOSPITAL","718 N MACOMB ST",,,"MONROE                        ","MI","48161","MONROE","3132427581","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"230100","ST JOSEPH HEALTH SYSTEM - TAWAS","200 HEMLOCK M-55",,,"TAWAS CITY                    ","MI","48764","IOSCO","9893623411","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"230101","ST FRANCIS HOSPITAL","3401 LUDINGTON ST",,,"ESCANABA                      ","MI","49829","DELTA","9067863311","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"230104","HARPER UNIVERSITY HOSPITAL","3990 JOHN R STREET",,,"DETROIT                       ","MI","48201","WAYNE","3137458040","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"230105","NORTHERN MICHIGAN HOSPITAL","416 CONNABLE AVE",,,"PETOSKEY                      ","MI","49770","EMMET","2314874000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"230106","GERBER MEMORIAL HEALTH SERVICES","212 S SULLIVAN ST",,,"FREMONT                       ","MI","49412","NEWAYGO","6169243300","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"230108","PORTAGE HEALTH SYSTEM","500 CAMPUS DRIVE",,,"HANCOCK                       ","MI","49930","HOUGHTON","9064831000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"230110","MEMORIAL MED CENTER OF WEST MICHIGAN","1 ATKINSON D",,,"LUDINGTON                     ","MI","49431","MASON","2318432591","Acute Care Hospitals","Proprietary","No","Yes"
"230117","BORGESS MEDICAL CENTER","1521 GULL ROAD",,,"KALAMAZOO                     ","MI","49024","KALAMAZOO","2692264800","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"230118","HURON MEDICAL CENTER","1100 SOUTH VAN DYKE ROAD",,,"BAD AXE                       ","MI","48413","HURON","9892699521","Acute Care Hospitals","Voluntary non-profit - Other","No","Yes"
"230119","ST JOHN DETROIT RIVERVIEW HOSPITAL","7733 E JEFFERSON",,,"DETROIT                       ","MI","48214","WAYNE","3134994100","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"230121","MEMORIAL HEALTHCARE CENTER","826 WEST KING STREET",,,"OWOSSO                        ","MI","48867","SHIAWASSEE","5177235211","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"230130","WILLIAM BEAUMONT HOSPITAL","3601 W THIRTEEN MILE RD",,,"ROYAL OAK                     ","MI","48073","OAKLAND","2488985000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"230132","HURLEY MEDICAL CENTER","ONE HURLEY PLAZA",,,"FLINT                         ","MI","48503","GENESEE","8102579131","Acute Care Hospitals","Government - Local","Yes","Yes"
"230133","OTSEGO MEMORIAL HOSPITAL","825 N CENTER AVE",,,"GAYLORD                       ","MI","49735","OTSEGO","9897312100","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"230135","COTTAGE HOSPITAL","468 CADIEUX RD",,,"GROSSE POINTE                 ","MI","48230","WAYNE","3138848600","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"230141","MCLAREN REGIONAL MEDICAL CENTER","401 S BALLENGER HWY",,,"FLINT                         ","MI","48532","GENESEE","8103422000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"230142","OAKWOOD ANNAPOLIS HOSPITAL","33155 ANNAPOLIS AVE",,,"WAYNE                         ","MI","48184","WAYNE","3134674174","Acute Care Hospitals","Government - Hospital District or Authority","Yes","Yes"
"230146","HENRY FORD WYANDOTTE HOSPITAL","2333 BIDDLE AVE",,,"WYANDOTTE                     ","MI","48192","WAYNE","7342466004","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"230151","BOTSFORD GENERAL HOSPITAL","28050 GRAND RIVER",,,"FARMINGTON HILLS              ","MI","48336","OAKLAND","2484718666","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"230156","ST JOSEPH MERCY HOSPITAL","5301 E HURON RIVER DR",,,"ANN ARBOR                     ","MI","48106","WASHTENAW","7347123456","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"230165","ST JOHN HOSPITAL & MEDICAL CENTER","22101 MOROSS RD",,,"DETROIT                       ","MI","48236","WAYNE","3133434000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"230167","INGHAM REGIONAL MEDICAL CENTER","401 W GREENLAWN AVE",,,"LANSING                       ","MI","48910","INGHAM","5173342967","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"230174","NORTH OTTAWA COMMUNITY HOSPITAL","1309 SHELDON RD",,,"GRAND HAVEN                   ","MI","49417","OTTAWA","6168423600","Acute Care Hospitals","Government - Hospital District or Authority","Yes","Yes"
"230176","OAKWOOD SOUTHSHORE MEDICAL CENTER","5450 FORT STREET",,,"TRENTON                       ","MI","48183","WAYNE","3136713802","Acute Care Hospitals","Government - Hospital District or Authority","Yes","Yes"
"230180","MIDMICHIGAN MEDICAL CENTER-CLARE","703 N MCEWAN ST",,,"CLARE                         ","MI","48617","CLARE","5173865101","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"230190","BRONSON VICKSBURG HOSPITAL","13326 NORTH BLVD",,,"VICKSBURG                     ","MI","49097","KALAMAZOO","6166492321","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"230193","LAPEER REGIONAL MEDICAL CENTER","1375 N MAIN ST",,,"LAPEER                        ","MI","48446","LAPEER","8106675500","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"230195","ST JOHN MACOMB HOSPITAL","11800 EAST TWELVE MILE ROAD",,,"WARREN                        ","MI","48093","MACOMB","5865735000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"230197","GENESYS HEALTH SYSTEM","ONE GENESYS PKWY",,,"GRAND BLANC                   ","MI","48439","GENESEE","8106065000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"230204","HENRY FORD BI-COUNTY HOSPITAL","13355 E TEN MILE RD",,,"WARREN                        ","MI","48089","MACOMB","3137597300","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"230207","POH MEDICAL CENTER","50 NORTH PERRY",,,"PONTIAC                       ","MI","48342","OAKLAND","2483385000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"230208","CARSON CITY HOSPITAL","406 EAST ELM ST",,,"CARSON CITY                   ","MI","48811","MONTCALM","9895843131","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"230212","SAINT JOSEPH MERCY SALINE HOSPITAL","400 W RUSSELL ST",,,"SALINE                        ","MI","48176","WASHTENAW","7344291500","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"230216","PORT HURON HOSPITAL","1221 PINE GROVE AVE",,,"PORT HURON                    ","MI","48061","SAINT CLAIR","3139875000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"230217","OAKLAWN HOSPITAL","200 N MADISON",,,"MARSHALL                      ","MI","49068","CALHOUN","6167814271","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"230222","MIDMICHIGAN MEDICAL CENTER-MIDLAND","4005 ORCHARD DRIVE",,,"MIDLAND                       ","MI","48670","MIDLAND","9898393000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"230223","ST JOHN OAKLAND HOSPITAL","27351 DEQUINDRE",,,"MADISON HEIGHTS               ","MI","48071","OAKLAND","3139677000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"230227","MOUNT CLEMENS GENERAL HOSPITAL","1000 HARRINGTON BLVD",,,"MOUNT CLEMENS                 ","MI","48043","MACOMB","3134668090","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"230230","EDWARD W SPARROW HOSPITAL ASSOCIATION","1215 E MICHIGAN AVENUE",,,"LANSING                       ","MI","48912","INGHAM","5173645000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"230236","METRO HEALTH HOSPITAL","1919 BOSTON ST SE",,,"GRAND RAPIDS                  ","MI","49506","KENT","6162527200","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"230239","CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL","500 OSBORN BLVD",,,"SAULT SAINTE MARIE            ","MI","49783","CHIPPEWA","9066354460","Acute Care Hospitals","Voluntary non-profit - Other","Yes","No"
"230241","ST JOHN RIVER DISTRICT HOSPITAL","4100 RIVER RD",,,"EAST CHINA                    ","MI","48054","SAINT CLAIR","3133297111","Acute Care Hospitals","Government - Hospital District or Authority","Yes","Yes"
"230244","GARDEN CITY OSTEOPATHIC HOSPITAL","6245 INKSTER RD",,,"GARDEN CITY                   ","MI","48135","WAYNE","7344584390","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"230254","CRITTENTON HOSPITAL MEDICAL CENTER","1101 W UNIVERSITY DRIVE",,,"ROCHESTER                     ","MI","48307","SAINT CLAIR","2486525200","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
