"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Percent of Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","Number of Patients 1","Footnote 1","Percent of Pneumonia Patients Whose Initial ER Blood Culture Was Performed Prior To Administration Of First Dose Of Antibiotics","Number of Patients 2","Footnote 2","Percent of Pneumonia Patients Given Smoking Cessation Advice/Counseling","Number of Patients 3","Footnote 3","Percent of Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","Number of Patients 4","Footnote 4","Percent of Pneumonia Patients Assessed and Given Influenza Vaccination","Number of Patients 5","Footnote 5","Percent of Pneumonia Patients Assessed and Given Pneumococcal Vaccination","Number of Patients 6","Footnote 6"
"050770","LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA","28062 BAXTER ROAD","","","MURRIETA","CA","92563","RIVERSIDE","9516721010","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
"360051","MIAMI VALLEY HOSPITAL","ONE WYOMING STREET","","","DAYTON","OH","45409","MONTGOMERY","9372083012","100","596","The hospital indicated that the data submitted for this measure were based on a sample of cases","98","832","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","339","The hospital indicated that the data submitted for this measure were based on a sample of cases","99","399","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","241","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","527","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"450795","ST ANTHONY'S HOSPITAL","2807 LITTLE YORK RD","","","HOUSTON","TX","77093","HARRIS","7136972961","Not Available","0","","91","43","","77","26","","77","31","","45","20","","56","32",""
"531308","JOHNSON COUNTY HEALTHCARE CENTER","497 WEST LOTT","","","BUFFALO","WY","82834","JOHNSON","3076845521","100","11","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing"
"360185","SALEM COMMUNITY HOSPITAL","1995 EAST STATE STREET","","","SALEM","OH","44460","COLUMBIANA","3303321551","97","196","","97","180","","100","64","","97","148","","92","53","","97","165",""
"390123","POTTSTOWN MEMORIAL MEDICAL CENTER","1600 EAST HIGH STREET AND ARMAND HAMMER BLVD","","","POTTSTOWN","PA","19464","MONTGOMERY","6103277000","98","254","","99","276","","96","83","","98","133","","95","88","","98","242",""
"160067","COVENANT MEDICAL CENTER","3421 WEST NINTH STREET","","","WATERLOO","IA","50702","BLACK HAWK","3192728000","98","82","","99","84","","100","38","","91","67","","100","34","","100","100",""
"161346","SIOUX CENTER COMMUNITY HOSPITAL & HEALTH CENTER","605 SOUTH MAIN AVENUE","","","SIOUX CENTER","IA","51250","SIOUX","7127221271","100","21","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","100","22","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","93","15",""
"090003","HOWARD UNIVERSITY HOSPITAL","2041 GEORGIA AVE NW","","","WASHINGTON","DC","20060","DISTRICT OF COLUMBIA","2027456100","80","114","The hospital indicated that the data submitted for this measure were based on a sample of cases","95","100","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","76","The hospital indicated that the data submitted for this measure were based on a sample of cases","90","58","The hospital indicated that the data submitted for this measure were based on a sample of cases","79","34","The hospital indicated that the data submitted for this measure were based on a sample of cases","88","52","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"070001","HOSPITAL OF ST RAPHAEL","1450 CHAPEL ST","","","NEW HAVEN","CT","06511","NEW HAVEN","2037893000","96","225","The hospital indicated that the data submitted for this measure were based on a sample of cases","96","206","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","36","The hospital indicated that the data submitted for this measure were based on a sample of cases","93","88","The hospital indicated that the data submitted for this measure were based on a sample of cases","91","74","The hospital indicated that the data submitted for this measure were based on a sample of cases","95","240","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"511309","WAR MEMORIAL HOSPITAL INC","1 HEALTHY WAY","","","BERKELEY SPRINGS","WV","25411","MORGAN","3042581234","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure"
"050352","BARTON MEMORIAL HOSPITAL","2170 SOUTH AVENUE","","","SOUTH LAKE TAHOE","CA","96158","EL DORADO","5305413420","99","73","","97","75","","100","24","","98","41","","94","16","","100","32",""
"360026","GREENE MEMORIAL HOSPITAL","1141 NORTH MONROE DRIVE","","","XENIA","OH","45385","GREENE","9373522000","99","215","","100","240","","100","85","","99","135","","100","78","","99","195",""
"241375","MINNESOTA VALLEY HEALTH CENTER  INC","621 SOUTH FOURTH STREET","","","LE SUEUR","MN","56058","LE SUEUR","5076653375","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing"
"501331","PULLMAN REGIONAL HOSPITAL","835 S BISHOP BLVD","","","PULLMAN","WA","99163","WHITMAN","5093322541","100","35","","91","35","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","73","33","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","97","35",""
"220126","NORWOOD HOSPITAL","800 WASHINGTON STREET","","","NORWOOD","MA","02062","NORFOLK","5087721000","96","180","","99","104","","100","56","","96","114","","96","51","","94","158",""
"45060F","VA AMARILLO HEALTHCARE SYSTEM","6010 AMARILLO BLVD. WEST","","","AMARILLO                      ","TX","79106","POTTER","8063559703","98","57","","98","52","","100","36","","97","37","","88","58","","99","67",""
"161326","MADISON COUNTY MEMORIAL HOSPITAL","300 WEST HUTCHINGS STREET","","","WINTERSET","IA","50273","MADISON","5154622373","94","16","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","0","","56","16","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","69","35",""
"520113","BAY AREA MED CTR","3100 SHORE DR","","","MARINETTE","WI","54143","MARINETTE","7157356621","100","115","","97","147","","94","35","","92","84","","85","53","","94","161",""
"281329","AVERA ST ANTHONY'S HOSPITAL","300 NORTH 2ND ST","","","O' NEILL","NE","68763","HOLT","4023362611","100","68","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","97","60","","62","21","","90","69",""
"340153","PRESBYTERIAN-ORTHOPAEDIC HOSPITAL","1901 RANDOLPH RD","","","CHARLOTTE","NC","28207","MECKLENBURG","7043162000","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
