"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Outpatients with low back pain who had an MRI without trying recommended treatments first such as physical therapy","Number of Patients 1","Footnote 1","Outpatients who had a follow-up mammogram or ultrasound within 45 days after a screening mammogram","Number of Patients 2","Footnote 2","Outpatient CT scans of the abdomen that were “combination” (double) scans","Number of Patients 3","Footnote 3","Outpatient CT scans of the chest that were “combination” (double) scans","Number of Patients 4","Footnote 4","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Number of Patients 5","Footnote 5","Outpatients with brain CT scans who got a sinus CT scan at the same time","Number of Patients 6","Footnote 6"
"220082","SAINTS  MEDICAL CENTER INC","1 HOSPITAL DRIVE","","","LOWELL","MA","01852","MIDDLESEX","9784581411","Not Available","Not Available","No data are available from the hospital for this measure","7.4","1443","","0.031","763","","0.015","671","","3.9","154","","1.5","779",""
"220083","BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM","148 CHESTNUT STREET","","","NEEDHAM","MA","02494","NORFOLK","7814533000","27.8","72","","10.3","621","","0.121","280","","0.061","212","","5.1","293","","1.1","369",""
"220084","EMERSON HOSPITAL","OLD ROAD TO 9 ACRE CORNER","","","W CONCORD","MA","01742","MIDDLESEX","9783691400","32.1","140","","15.2","1894","","0.022","650","","0.004","532","","12.3","114","","0.9","563",""
"220086","BETH ISRAEL DEACONESS MEDICAL CENTER","330 BROOKLINE AVENUE","","","BOSTON","MA","02215","SUFFOLK","6176677000","31.7","221","","5.6","2349","","0.202","1992","","0.003","2441","","6.4","896","","2.2","939",""
"220088","NEW ENGLAND BAPTIST HOSPITAL","125 PARKER HILL AVENUE","","","BOSTON","MA","02120","SUFFOLK","6177545800","28.4","232","","Not Available","Not Available","No data are available from the hospital for this measure","0.068","237","","0.01","207","","5.9","101","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"220090","MILFORD REGIONAL MEDICAL CENTER","14 PROSPECT STREET","","","MILFORD","MA","01757","WORCESTER","5084731190","32.8","128","","6.7","1745","","0.054","967","","0","810","","6.3","382","","1.5","807",""
"220095","HEYWOOD HOSPITAL","242 GREEN STREET","","","GARDNER","MA","01440","WORCESTER","9786323420","37.7","69","","5.7","707","","0.016","369","","0.003","322","","6.3","256","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"220098","NASHOBA VALLEY MEDICAL CENTER","200 GROTON ROAD","","","AYER","MA","01432","MIDDLESEX","9787849000","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","18.3","360","","0.087","275","","0","152","","4","248","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"220100","SOUTH SHORE HOSPITAL","55 FOGG ROAD","","","SOUTH WEYMOUTH","MA","02190","NORFOLK","7813408000","32.5","83","","9.4","2529","","0.036","1110","","0.028","864","","5.5","346","","1.2","1281",""
"220101","NEWTON-WELLESLEY HOSPITAL","2014 WASHINGTON STREET","","","NEWTON","MA","02462","MIDDLESEX","6172436000","35.8","187","","14.6","2979","","0.073","1001","","0","1032","","7.2","511","","1.3","954",""
"220105","WINCHESTER HOSPITAL","41 HIGHLAND AVENUE","","","WINCHESTER","MA","01890","MIDDLESEX","7817299000","40","110","","8.8","2685","","0.047","1158","","0","946","","4.4","363","","4.3","847",""
"220108","MILTON HOSPITAL INC","199 REEDSDALE ROAD","","","MILTON","MA","02186","NORFOLK","6176964600","41.5","82","","4.3","910","","0.136","456","","0.015","259","","8.1","185","","2.2","451",""
"220110","BRIGHAM AND WOMEN'S HOSPITAL","75 FRANCIS STREET","","","BOSTON","MA","02115","SUFFOLK","6177325500","34.1","352","","10","3801","","0.066","1773","","0","3272","","7.2","704","","0.9","1053",""
"220111","GOOD SAMARITAN MEDICAL CENTER","235 NORTH PEARL STREET","","","BROCKTON","MA","02301","PLYMOUTH","5084273000","44.8","67","","10.3","1834","","0.078","1028","","0","887","","4.6","108","","4.6","764",""
"220116","TUFTS MEDICAL CENTER","800 WASHINGTON STREET","","","BOSTON","MA","02111","SUFFOLK","6176365000","37.6","93","","1.9","1128","","0.151","774","","0","1051","","3.2","438","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"220119","FAULKNER HOSPITAL","1153 CENTRE STREET","","","BOSTON","MA","02130","SUFFOLK","6179837000","39","41","","17.2","5547","","0.03","766","","0.002","903","","6.2","292","","1.5","402",""
"220126","NORWOOD HOSPITAL","800 WASHINGTON STREET","","","NORWOOD","MA","02062","NORFOLK","5087721000","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","12.8","859","","0.054","666","","0.007","443","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","2.6","574",""
"220135","FALMOUTH HOSPITAL","67 & 100 TER HEUN DRIVE","","","FALMOUTH","MA","02540","BARNSTABLE","5085485300","31","213","","7.1","2739","","0.05","881","","0.023","753","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","3.5","931",""
"220163","UMASS MEMORIAL MEDICAL CENTER INC","55 LAKE AVENUE NORTH","","","WORCESTER","MA","01655","WORCESTER","5083341000","Not Available","Not Available","No data are available from the hospital for this measure","7.2","3204","","0.096","1801","","0.001","1908","","4.9","695","","1.7","1201",""
"220171","LAHEY CLINIC HOSPITAL","41 & 45 MALL ROAD","","","BURLINGTON","MA","01803","MIDDLESEX","7817445100","37.7","329","","9.5","4602","","0.185","2600","","0","2430","","6.3","1483","","1.1","1113",""
"220174","MERRIMACK VALLEY HOSPITAL","140 LINCOLN AVENUE","","","HAVERHILL","MA","01830","ESSEX","9783742000","32.7","55","","9.8","1069","","0.086","419","","0.038","318","","6.6","122","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"220175","METROWEST MEDICAL CENTER","115 LINCOLN STREET","","","FRAMINGHAM","MA","01701","MIDDLESEX","5083831000","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","16.1","2696","","0.087","791","","0.005","794","","6.4","157","","1.6","670",""
"220176","ST VINCENT HOSPITAL","123 SUMMER STREET","","","WORCESTER","MA","01608","WORCESTER","5083635000","32.8","64","","6.2","597","","0.035","592","","0","432","","3.2","346","","4","472",""
"220177","NANTUCKET COTTAGE HOSPITAL","57 PROSPECT STREET","","","NANTUCKET","MA","02554","NANTUCKET","5082281200","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","5.6","177","","0.021","97","","0.013","80","","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"230002","ST MARY MERCY HOSPITAL","36475 FIVE MILE ROAD","","","LIVONIA","MI","48154","WAYNE","7346554800","30.6","219","","13.8","1706","","0.195","934","","0.163","847","","7.8","332","","3","1004",""
"230003","SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL","8333 FELCH ST","","","ZEELAND","MI","49464","OTTAWA","6167724644","39","41","","3.6","416","","0.019","160","","0.045","66","","5.1","79","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"230004","MERCY HEALTH PARTNERS, MERCY CAMPUS","1500 E SHERMAN BOULEVARD","","","MUSKEGON","MI","49444","MUSKEGON","2316723901","39.5","496","","7.3","4327","","0.066","1147","","0.14","622","","4","495","","3.9","1064",""
"230005","EMMA L BIXBY MEDICAL CENTER","818 RIVERSIDE AVENUE","","","ADRIAN","MI","49221","LENAWEE","5172650900","39.5","177","","8.9","1464","","0.063","630","","0.019","366","","7.3","315","","2","545",""
"230013","DOCTORS' HOSPITAL OF MICHIGAN","461 W HURON ST","","","PONTIAC","MI","48341","OAKLAND","2488577200","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","4.8","875","","0.277","278","","0.045","179","","11.6","172","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"230015","THREE RIVERS HEALTH","701 S HEALTH PARKWAY","","","THREE RIVERS","MI","49093","SAINT JOSEPH","2692739602","34.2","79","","6.9","245","","0.096","363","","0.083","206","","5","200","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"230017","BRONSON METHODIST HOSPITAL","601 JOHN STREET","","","KALAMAZOO","MI","49007","KALAMAZOO","2693416000","35","203","","6.8","1605","","0.054","1051","","0.005","553","","4","749","","3.1","1121",""
"230019","PROVIDENCE HOSPITAL AND MEDICAL CENTERS","16001 W NINE MILE RD","","","SOUTHFIELD","MI","48075","OAKLAND","2488493011","29.8","352","","5.1","5616","","0.061","2310","","0.012","1928","","4.5","1091","","2","1862",""
"230020","OAKWOOD HOSPITAL AND MEDICAL CENTER","18101 OAKWOOD BLVD","","","DEARBORN","MI","48124","WAYNE","3135937125","31.4","194","","6.6","3096","","0.042","1930","","0.037","1499","","6.6","671","","2.7","1686",""
"230021","LAKELAND HOSPITAL, ST JOSEPH","1234 NAPIER AVENUE","","","ST JOSEPH","MI","49085","BERRIEN","2699838300","35.6","306","","4.8","3430","","0.049","1787","","0.011","1228","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","3.1","1277",""
"230022","COMMUNITY HEALTH CENTER OF BRANCH COUNTY","274 E CHICAGO ST","","","COLDWATER","MI","49036","BRANCH","5172795400","32.4","71","","6.7","854","","0.191","481","","0.189","302","","3.7","273","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"230024","SINAI-GRACE HOSPITAL","6071 W OUTER DRIVE","","","DETROIT","MI","48235","WAYNE","3139663300","31.5","181","","10.7","1481","","0.055","930","","0.031","748","","6.3","415","","4","997",""
"230029","ST JOSEPH MERCY OAKLAND","44405 WOODWARD AVE","","","PONTIAC","MI","48341","OAKLAND","2488583000","35.3","170","","8.5","2130","","0.1","1008","","0.073","790","","8","540","","1.4","922",""
"230030","MIDMICHIGAN MEDICAL CENTER-GRATIOT","300 E WARWICK DR","","","ALMA","MI","48801","GRATIOT","9894631101","35.8","173","","2.8","1078","","0.049","506","","0.047","466","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","1.5","537",""
"230031","ST JOSEPH MERCY PORT HURON","2601 ELECTRIC AVENUE","","","PORT HURON","MI","48060","SAINT CLAIR","8109851510","Not Available","Not Available","No data are available from the hospital for this measure","12.2","911","","0.045","376","","0.006","331","","2.7","111","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"230035","SPECTRUM HEALTH UNITED MEMORIAL - UNITED CAMPUS","615 S BOWER STREET","","","GREENVILLE","MI","48838","MONTCALM","6167544691","43.3","217","","5.6","810","","0.028","502","","0","377","","5.8","138","","1.1","449",""
"230036","ALPENA REGIONAL MEDICAL CENTER","1501 W CHISHOLM ST","","","ALPENA","MI","49707","ALPENA","9893567390","41.4","249","","5.8","2311","","0.175","1056","","0.16","823","","4.8","413","","1.1","700",""
"230037","HILLSDALE COMMUNITY HEALTH CENTER","168 S HOWELL STREET","","","HILLSDALE","MI","49242","HILLSDALE","5174374451","27.3","99","","10.1","889","","0.059","440","","0.01","519","","4","151","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
