"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Percent of Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","Number of Patients 1","Footnote 1","Percent of Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","Number of Patients 2","Footnote 2","Percent of Heart Failure Patients Given Discharge Instructions","Number of Patients 3","Footnote 3","Percent of Heart Failure Patients Given Smoking Cessation Advice/Counseling","Number of Patients 4","Footnote 4"
"330393","UNIVERSITY HOSPITAL ( STONY BROOK )","HEALTH SCIENCES CENTER SUNY","","","STONY BROOK","NY","11794","SUFFOLK","6314444000","100","265","The hospital indicated that the data submitted for this measure were based on a sample of cases","95","77","The hospital indicated that the data submitted for this measure were based on a sample of cases","90","228","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","40","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"161348","CLARKE COUNTY HOSPITAL","800 S FILLMORE ST","","","OSCEOLA","IA","50213","CLARKE","6413422184","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing"
"050608","DELANO REGIONAL MEDICAL CENTER","1401 GARCES HIGHWAY","","","DELANO","CA","93215","KERN","6617254800","93","81","","86","36","","46","67","","86","14",""
"250061","YALOBUSHA GENERAL HOSPITAL","630 SOUTH MAIN STREET","","","WATER VALLEY","MS","38965","YALOBUSHA","6624731411","58","26","The hospital indicated that the data submitted for this measure were based on a sample of cases","60","5","The hospital indicated that the data submitted for this measure were based on a sample of cases","27","15","The hospital indicated that the data submitted for this measure were based on a sample of cases","50","2","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"050438","HUNTINGTON MEMORIAL HOSPITAL","100 W  CALIFORNIA BLVD","","","PASADENA","CA","91109","LOS ANGELES","6263975000","100","328","The hospital indicated that the data submitted for this measure were based on a sample of cases","88","132","The hospital indicated that the data submitted for this measure were based on a sample of cases","98","258","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","30","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"150172","PHYSICIANS' MEDICAL CENTER LLC","4023 REAS LN","","","NEW ALBANY","IN","47150","FLOYD","8122067660","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
"490101","INOVA FAIR OAKS HOSPITAL","3600 JOSEPH SIEWICK DRIVE","","","FAIRFAX","VA","22033","FAIRFAX","7033913600","100","192","","91","33","","94","168","","100","14",""
"100140","BAPTIST MEDICAL CENTER - NASSAU","1250 S 18TH ST","","","FERNANDINA BEACH","FL","32034","NASSAU","9043213500","100","84","","100","25","","96","81","","100","18",""
"501325","FORKS COMMUNITY HOSPITAL","530 BOGACHIEL WAY","","","FORKS","WA","98331","CLALLAM","3603746271","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing"
"420005","MCLEOD MEDICAL CENTER - DILLON","301 E JACKSON ST","","","DILLON","SC","29536","DILLON","8437744111","100","118","","100","46","","96","109","","100","32",""
"160016","TRINITY REGIONAL MEDICAL CENTER","802 KENYON RD","","","FORT DODGE","IA","50501","WEBSTER","5155738710","98","182","","100","42","","89","139","","100","28",""
"430096","LEWIS AND CLARK SPECIALTY HOSPITAL","2601 FOX RUN PARKWAY","","","YANKTON","SD","57078","YANKTON","6056655100","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
"330203","CROUSE HOSPITAL","736 IRVING AVENUE","","","SYRACUSE","NY","13210","ONONDAGA","3154707449","99","403","","90","109","","88","308","","100","50",""
"180036","OUR LADY OF BELLEFONTE HOSPITAL","1000 SAINT CHRISTOPHER DRIVE","","","ASHLAND","KY","41101","GREENUP","6068333600","96","254","","89","35","","93","206","","100","39",""
"381324","MOUNTAIN VIEW HOSPITAL DISTRICT","470 NE A STREET","","","MADRAS","OR","97741","JEFFERSON","5414753882","54","13","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","31","13","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing"
"450591","ANGLETON-DANBURY MEDICAL CENTER","132 HOSPITAL DR","","","ANGLETON","TX","77515","BRAZORIA","9798497721","92","53","","93","14","","94","51","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing"
"050498","SUTTER AUBURN FAITH HOSPITAL","11815 EDUCATION STREET","","","AUBURN","CA","95603","PLACER","5308884500","100","59","","100","13","","98","54","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing"
"050102","PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER","3865 JACKSON STREET","","","RIVERSIDE","CA","92503","RIVERSIDE","9516882211","96","209","","94","62","","29","163","","100","32",""
"400015","SAN JUAN MUNICIPAL HOSPITAL","BARRIO MONACILLOS,CENTRO MEDICO","","","RIO PIEDRAS","PR","00936","SAN JUAN","7877568535","58","62","","100","38","","98","64","","100","15",""
"171343","STANTON COUNTY HOSPITAL","404 N CHESTNUT","","","JOHNSON","KS","67855","STANTON","6204926250","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure"
"201308","HOULTON REGIONAL HOSPITAL","20 HARTFORD STREET","","","HOULTON","ME","04730","AROOSTOOK","2075322900","100","50","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","86","29","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing"
"450875","QUAIL CREEK SURGICAL HOSPITAL","6819 PLUM CREEK","","","AMARILLO","TX","79124","POTTER","8063546100","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
"121300","KAUAI VETERANS MEMORIAL HOSPITAL","4643 WAIMEA CANYON DRIVE","","","WAIMEA","HI","96796","KAUAI","8083389248","100","20","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","93","14","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing"
