"State","Diagnosis Related Group","Medicare Average Payment Minimum","Medicare Average Payment Maximum","Number Of Cases","Footnote"
"LA","Major shoulder or elbow joint procedures w CC/MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"MA","Major shoulder or elbow joint procedures w CC/MCC","","","21",""
"MD","Major shoulder or elbow joint procedures w CC/MCC","","","15",""
"ME","Major shoulder or elbow joint procedures w CC/MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"MI","Major shoulder or elbow joint procedures w CC/MCC","","","24",""
"MN","Major shoulder or elbow joint procedures w CC/MCC","","","24",""
"MO","Major shoulder or elbow joint procedures w CC/MCC","","","14",""
"MS","Major shoulder or elbow joint procedures w CC/MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"NC","Major shoulder or elbow joint procedures w CC/MCC","","","21",""
"ND","Major shoulder or elbow joint procedures w CC/MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"NE","Major shoulder or elbow joint procedures w CC/MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"NH","Major shoulder or elbow joint procedures w CC/MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"NJ","Major shoulder or elbow joint procedures w CC/MCC","","","16",""
"NM","Major shoulder or elbow joint procedures w CC/MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"NV","Major shoulder or elbow joint procedures w CC/MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"NY","Major shoulder or elbow joint procedures w CC/MCC","","","20",""
"OH","Major shoulder or elbow joint procedures w CC/MCC","","","35",""
"OK","Major shoulder or elbow joint procedures w CC/MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"OR","Major shoulder or elbow joint procedures w CC/MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"PA","Major shoulder or elbow joint procedures w CC/MCC","","","28",""
"PR","Major shoulder or elbow joint procedures w CC/MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"RI","Major shoulder or elbow joint procedures w CC/MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"SC","Major shoulder or elbow joint procedures w CC/MCC","","","16",""
"SD","Major shoulder or elbow joint procedures w CC/MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"TN","Major shoulder or elbow joint procedures w CC/MCC","","","17",""
"TX","Major shoulder or elbow joint procedures w CC/MCC","","","46",""
"UT","Major shoulder or elbow joint procedures w CC/MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"VA","Major shoulder or elbow joint procedures w CC/MCC","","","17",""
"VT","Major shoulder or elbow joint procedures w CC/MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"WA","Major shoulder or elbow joint procedures w CC/MCC","","","13",""
"WI","Major shoulder or elbow joint procedures w CC/MCC","","","12",""
"WV","Major shoulder or elbow joint procedures w CC/MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"WY","Major shoulder or elbow joint procedures w CC/MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"AK","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","57",""
"AL","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","65",""
"AR","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","51",""
"AZ","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","88",""
"CA","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","576",""
"CO","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","259",""
"CT","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","118",""
"DC","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","14",""
"DE","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","25",""
"FL","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","743",""
"GA","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","111",""
"HI","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","31",""
"IA","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","135",""
"ID","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","23",""
"IL","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","494",""
"IN","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","435",""
"KS","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","104",""
"KY","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","121",""
"LA","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","205",""
"MA","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","131",""
"MD","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","199",""
"ME","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","19",""
"MI","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","234",""
"MN","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","186",""
"MO","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","300",""
"MS","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","58",""
"MT","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","49",""
"NC","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","372",""
"ND","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","33",""
"NE","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","90",""
"NH","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","142",""
"NJ","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","415",""
"NM","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","63",""
"NV","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","28",""
"NY","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","515",""
"OH","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","476",""
"OK","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","33",""
"OR","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","30",""
"PA","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","1026",""
"PR","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"RI","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","30",""
"SC","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","82",""
"SD","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","14",""
"TN","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","445",""
"TX","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","915",""
"UT","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","82",""
"VA","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","279",""
"VI","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"VT","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","63",""
"WA","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","229",""
"WI","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","269",""
"WV","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","56",""
"WY","Bilateral or multiple major joint procs of lower extremity w/o MCC","","","25",""
"AK","Bilateral or multiple major joint procs of lower extremity w MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"AL","Bilateral or multiple major joint procs of lower extremity w MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"AR","Bilateral or multiple major joint procs of lower extremity w MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"AZ","Bilateral or multiple major joint procs of lower extremity w MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"CA","Bilateral or multiple major joint procs of lower extremity w MCC","","","15",""
"CO","Bilateral or multiple major joint procs of lower extremity w MCC","","","11",""
"CT","Bilateral or multiple major joint procs of lower extremity w MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"DC","Bilateral or multiple major joint procs of lower extremity w MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
"DE","Bilateral or multiple major joint procs of lower extremity w MCC","","","*","An asterisk (*) appears in the table where data cannot be disclosed to protect personal health information due to the small number of Medicare patients (fewer than 11)"
