"Provider ID","Hospital Name","State","Measure ID","Measure Name","Score","Footnote","Measure Start Date","Measure End Date"
"271305","MCCONE COUNTY HEALTH CENTER","MT","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Not Available","7","07/01/2012","06/30/2013"
"271305","MCCONE COUNTY HEALTH CENTER","MT","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","7","07/01/2012","06/30/2013"
"271305","MCCONE COUNTY HEALTH CENTER","MT","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","7","07/01/2012","06/30/2013"
"271305","MCCONE COUNTY HEALTH CENTER","MT","OP_9","Mammography Follow-up Rates","Not Available","7","07/01/2012","06/30/2013"
"271316","FRANCES MAHON DEACONESS HOSPITAL","MT","OP_10","Abdomen CT Use of Contrast Material","61.9",,"07/01/2012","06/30/2013"
"271316","FRANCES MAHON DEACONESS HOSPITAL","MT","OP_11","Thorax CT Use of Contrast Material","13.4",,"07/01/2012","06/30/2013"
"271316","FRANCES MAHON DEACONESS HOSPITAL","MT","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","4.9",,"07/01/2012","06/30/2013"
"271316","FRANCES MAHON DEACONESS HOSPITAL","MT","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"271316","FRANCES MAHON DEACONESS HOSPITAL","MT","OP_8","MRI Lumbar Spine for Low Back Pain","61.0",,"07/01/2012","06/30/2013"
"271316","FRANCES MAHON DEACONESS HOSPITAL","MT","OP_9","Mammography Follow-up Rates","13.7",,"07/01/2012","06/30/2013"
"271318","BARRETT MEMORIAL HOSPITAL","MT","OP_10","Abdomen CT Use of Contrast Material","5.0",,"07/01/2012","06/30/2013"
"271318","BARRETT MEMORIAL HOSPITAL","MT","OP_11","Thorax CT Use of Contrast Material","0.7",,"07/01/2012","06/30/2013"
"271318","BARRETT MEMORIAL HOSPITAL","MT","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Not Available","1","07/01/2012","06/30/2013"
"271318","BARRETT MEMORIAL HOSPITAL","MT","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"271318","BARRETT MEMORIAL HOSPITAL","MT","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1","07/01/2012","06/30/2013"
"271318","BARRETT MEMORIAL HOSPITAL","MT","OP_9","Mammography Follow-up Rates","8.6",,"07/01/2012","06/30/2013"
"271320","CABINET PEAKS MEDICAL CENTER","MT","OP_10","Abdomen CT Use of Contrast Material","15.8",,"07/01/2012","06/30/2013"
"271320","CABINET PEAKS MEDICAL CENTER","MT","OP_11","Thorax CT Use of Contrast Material","7.9",,"07/01/2012","06/30/2013"
"271320","CABINET PEAKS MEDICAL CENTER","MT","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","4.3",,"07/01/2012","06/30/2013"
"271320","CABINET PEAKS MEDICAL CENTER","MT","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"271320","CABINET PEAKS MEDICAL CENTER","MT","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1","07/01/2012","06/30/2013"
"271320","CABINET PEAKS MEDICAL CENTER","MT","OP_9","Mammography Follow-up Rates","6.3",,"07/01/2012","06/30/2013"
"271321","WHEATLAND MEMORIAL HOSPITAL","MT","OP_10","Abdomen CT Use of Contrast Material","Not Available","1","07/01/2012","06/30/2013"
"271321","WHEATLAND MEMORIAL HOSPITAL","MT","OP_11","Thorax CT Use of Contrast Material","Not Available","1","07/01/2012","06/30/2013"
"271321","WHEATLAND MEMORIAL HOSPITAL","MT","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Not Available","1","07/01/2012","06/30/2013"
"271321","WHEATLAND MEMORIAL HOSPITAL","MT","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"271321","WHEATLAND MEMORIAL HOSPITAL","MT","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","7","07/01/2012","06/30/2013"
"271321","WHEATLAND MEMORIAL HOSPITAL","MT","OP_9","Mammography Follow-up Rates","Not Available","1","07/01/2012","06/30/2013"
"271325","ST LUKE COMMUNITY HOSPITAL","MT","OP_10","Abdomen CT Use of Contrast Material","53.8",,"07/01/2012","06/30/2013"
"271325","ST LUKE COMMUNITY HOSPITAL","MT","OP_11","Thorax CT Use of Contrast Material","44.6",,"07/01/2012","06/30/2013"
"271325","ST LUKE COMMUNITY HOSPITAL","MT","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Not Available","1","07/01/2012","06/30/2013"
"271325","ST LUKE COMMUNITY HOSPITAL","MT","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"271325","ST LUKE COMMUNITY HOSPITAL","MT","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1","07/01/2012","06/30/2013"
"271325","ST LUKE COMMUNITY HOSPITAL","MT","OP_9","Mammography Follow-up Rates","15.1",,"07/01/2012","06/30/2013"
"271336","NORTH VALLEY HOSPITAL","MT","OP_10","Abdomen CT Use of Contrast Material","12.9",,"07/01/2012","06/30/2013"
"271336","NORTH VALLEY HOSPITAL","MT","OP_11","Thorax CT Use of Contrast Material","2.6",,"07/01/2012","06/30/2013"
"271336","NORTH VALLEY HOSPITAL","MT","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","7.8",,"07/01/2012","06/30/2013"
"271336","NORTH VALLEY HOSPITAL","MT","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"271336","NORTH VALLEY HOSPITAL","MT","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1","07/01/2012","06/30/2013"
"271336","NORTH VALLEY HOSPITAL","MT","OP_9","Mammography Follow-up Rates","9.3",,"07/01/2012","06/30/2013"
"271338","BIG HORN CO MEMORIAL HOSPITAL","MT","OP_10","Abdomen CT Use of Contrast Material","4.6",,"07/01/2012","06/30/2013"
"271338","BIG HORN CO MEMORIAL HOSPITAL","MT","OP_11","Thorax CT Use of Contrast Material","Not Available","1","07/01/2012","06/30/2013"
"271338","BIG HORN CO MEMORIAL HOSPITAL","MT","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Not Available","7","07/01/2012","06/30/2013"
"271338","BIG HORN CO MEMORIAL HOSPITAL","MT","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","0.0",,"07/01/2012","06/30/2013"
"271338","BIG HORN CO MEMORIAL HOSPITAL","MT","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1","07/01/2012","06/30/2013"
"271338","BIG HORN CO MEMORIAL HOSPITAL","MT","OP_9","Mammography Follow-up Rates","6.0",,"07/01/2012","06/30/2013"
"271342","DANIELS MEMORIAL HOSPITAL","MT","OP_10","Abdomen CT Use of Contrast Material","Not Available","5","07/01/2012","06/30/2013"
"271342","DANIELS MEMORIAL HOSPITAL","MT","OP_11","Thorax CT Use of Contrast Material","Not Available","5","07/01/2012","06/30/2013"
"271342","DANIELS MEMORIAL HOSPITAL","MT","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Not Available","5","07/01/2012","06/30/2013"
"271342","DANIELS MEMORIAL HOSPITAL","MT","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","5","07/01/2012","06/30/2013"
"271342","DANIELS MEMORIAL HOSPITAL","MT","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","5","07/01/2012","06/30/2013"
"271342","DANIELS MEMORIAL HOSPITAL","MT","OP_9","Mammography Follow-up Rates","Not Available","5","07/01/2012","06/30/2013"
"271343","PROVIDENCE ST JOSEPH MEDICAL CENTER","MT","OP_10","Abdomen CT Use of Contrast Material","6.2",,"07/01/2012","06/30/2013"
"271343","PROVIDENCE ST JOSEPH MEDICAL CENTER","MT","OP_11","Thorax CT Use of Contrast Material","1.2",,"07/01/2012","06/30/2013"
"271343","PROVIDENCE ST JOSEPH MEDICAL CENTER","MT","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Not Available","1","07/01/2012","06/30/2013"
"271343","PROVIDENCE ST JOSEPH MEDICAL CENTER","MT","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","0.0",,"07/01/2012","06/30/2013"
"271343","PROVIDENCE ST JOSEPH MEDICAL CENTER","MT","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1","07/01/2012","06/30/2013"
"271343","PROVIDENCE ST JOSEPH MEDICAL CENTER","MT","OP_9","Mammography Follow-up Rates","6.7",,"07/01/2012","06/30/2013"
"271344","SIDNEY HEALTH CENTER","MT","OP_10","Abdomen CT Use of Contrast Material","0.5",,"07/01/2012","06/30/2013"
"271344","SIDNEY HEALTH CENTER","MT","OP_11","Thorax CT Use of Contrast Material","1.2",,"07/01/2012","06/30/2013"
"271344","SIDNEY HEALTH CENTER","MT","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Not Available","1","07/01/2012","06/30/2013"
"271344","SIDNEY HEALTH CENTER","MT","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"271344","SIDNEY HEALTH CENTER","MT","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1","07/01/2012","06/30/2013"
"271344","SIDNEY HEALTH CENTER","MT","OP_9","Mammography Follow-up Rates","17.2",,"07/01/2012","06/30/2013"
"271345","CENTRAL MONTANA MEDICAL CENTER","MT","OP_10","Abdomen CT Use of Contrast Material","38.2",,"07/01/2012","06/30/2013"
"271345","CENTRAL MONTANA MEDICAL CENTER","MT","OP_11","Thorax CT Use of Contrast Material","0.9",,"07/01/2012","06/30/2013"
"271345","CENTRAL MONTANA MEDICAL CENTER","MT","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Not Available","1","07/01/2012","06/30/2013"
"271345","CENTRAL MONTANA MEDICAL CENTER","MT","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"271345","CENTRAL MONTANA MEDICAL CENTER","MT","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1","07/01/2012","06/30/2013"
"271345","CENTRAL MONTANA MEDICAL CENTER","MT","OP_9","Mammography Follow-up Rates","4.7",,"07/01/2012","06/30/2013"
"271346","ROUNDUP MEMORIAL HEALTHCARE","MT","OP_10","Abdomen CT Use of Contrast Material","Not Available","1","07/01/2012","06/30/2013"
"271346","ROUNDUP MEMORIAL HEALTHCARE","MT","OP_11","Thorax CT Use of Contrast Material","Not Available","1","07/01/2012","06/30/2013"
"271346","ROUNDUP MEMORIAL HEALTHCARE","MT","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Not Available","7","07/01/2012","06/30/2013"
"271346","ROUNDUP MEMORIAL HEALTHCARE","MT","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","0.0",,"07/01/2012","06/30/2013"
"271346","ROUNDUP MEMORIAL HEALTHCARE","MT","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","7","07/01/2012","06/30/2013"
"271346","ROUNDUP MEMORIAL HEALTHCARE","MT","OP_9","Mammography Follow-up Rates","Not Available","7","07/01/2012","06/30/2013"
"271347","HOLY ROSARY HEALTHCARE","MT","OP_10","Abdomen CT Use of Contrast Material","9.9",,"07/01/2012","06/30/2013"
"271347","HOLY ROSARY HEALTHCARE","MT","OP_11","Thorax CT Use of Contrast Material","1.4",,"07/01/2012","06/30/2013"
"271347","HOLY ROSARY HEALTHCARE","MT","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Not Available","1","07/01/2012","06/30/2013"
"271347","HOLY ROSARY HEALTHCARE","MT","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"271347","HOLY ROSARY HEALTHCARE","MT","OP_8","MRI Lumbar Spine for Low Back Pain","47.6",,"07/01/2012","06/30/2013"
"271347","HOLY ROSARY HEALTHCARE","MT","OP_9","Mammography Follow-up Rates","8.2",,"07/01/2012","06/30/2013"
"280003","BRYAN MEDICAL CENTER","NE","OP_10","Abdomen CT Use of Contrast Material","7.1",,"07/01/2012","06/30/2013"
"280003","BRYAN MEDICAL CENTER","NE","OP_11","Thorax CT Use of Contrast Material","4.1",,"07/01/2012","06/30/2013"
"280003","BRYAN MEDICAL CENTER","NE","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","4.9",,"07/01/2012","06/30/2013"
"280003","BRYAN MEDICAL CENTER","NE","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","3.4",,"07/01/2012","06/30/2013"
"280003","BRYAN MEDICAL CENTER","NE","OP_8","MRI Lumbar Spine for Low Back Pain","31.5",,"07/01/2012","06/30/2013"
"280003","BRYAN MEDICAL CENTER","NE","OP_9","Mammography Follow-up Rates","7.9",,"07/01/2012","06/30/2013"
"280009","GOOD SAMARITAN HOSPITAL","NE","OP_10","Abdomen CT Use of Contrast Material","6.0",,"07/01/2012","06/30/2013"
"280009","GOOD SAMARITAN HOSPITAL","NE","OP_11","Thorax CT Use of Contrast Material","0.5",,"07/01/2012","06/30/2013"
"280009","GOOD SAMARITAN HOSPITAL","NE","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","2.4",,"07/01/2012","06/30/2013"
"280009","GOOD SAMARITAN HOSPITAL","NE","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"280009","GOOD SAMARITAN HOSPITAL","NE","OP_8","MRI Lumbar Spine for Low Back Pain","29.2",,"07/01/2012","06/30/2013"
"280009","GOOD SAMARITAN HOSPITAL","NE","OP_9","Mammography Follow-up Rates","3.7",,"07/01/2012","06/30/2013"
"280013","THE NEBRASKA MEDICAL CENTER","NE","OP_10","Abdomen CT Use of Contrast Material","3.0",,"07/01/2012","06/30/2013"
"280013","THE NEBRASKA MEDICAL CENTER","NE","OP_11","Thorax CT Use of Contrast Material","0.2",,"07/01/2012","06/30/2013"
"280013","THE NEBRASKA MEDICAL CENTER","NE","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","7.1",,"07/01/2012","06/30/2013"
"280013","THE NEBRASKA MEDICAL CENTER","NE","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","3.8",,"07/01/2012","06/30/2013"
"280013","THE NEBRASKA MEDICAL CENTER","NE","OP_8","MRI Lumbar Spine for Low Back Pain","38.6",,"07/01/2012","06/30/2013"
"280013","THE NEBRASKA MEDICAL CENTER","NE","OP_9","Mammography Follow-up Rates","7.3",,"07/01/2012","06/30/2013"
"280020","SAINT ELIZABETH REGIONAL MEDICAL CENTER","NE","OP_10","Abdomen CT Use of Contrast Material","5.1",,"07/01/2012","06/30/2013"
"280020","SAINT ELIZABETH REGIONAL MEDICAL CENTER","NE","OP_11","Thorax CT Use of Contrast Material","0.0",,"07/01/2012","06/30/2013"
"280020","SAINT ELIZABETH REGIONAL MEDICAL CENTER","NE","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","4.5",,"07/01/2012","06/30/2013"
"280020","SAINT ELIZABETH REGIONAL MEDICAL CENTER","NE","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","1.7",,"07/01/2012","06/30/2013"
"280020","SAINT ELIZABETH REGIONAL MEDICAL CENTER","NE","OP_8","MRI Lumbar Spine for Low Back Pain","38.9",,"07/01/2012","06/30/2013"
"280020","SAINT ELIZABETH REGIONAL MEDICAL CENTER","NE","OP_9","Mammography Follow-up Rates","13.1",,"07/01/2012","06/30/2013"
"280023","ST FRANCIS MEDICAL CENTER","NE","OP_10","Abdomen CT Use of Contrast Material","1.3",,"07/01/2012","06/30/2013"
"280023","ST FRANCIS MEDICAL CENTER","NE","OP_11","Thorax CT Use of Contrast Material","1.5",,"07/01/2012","06/30/2013"
"280023","ST FRANCIS MEDICAL CENTER","NE","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Not Available","1","07/01/2012","06/30/2013"
"280023","ST FRANCIS MEDICAL CENTER","NE","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","0.6",,"07/01/2012","06/30/2013"
"280023","ST FRANCIS MEDICAL CENTER","NE","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1","07/01/2012","06/30/2013"
"280023","ST FRANCIS MEDICAL CENTER","NE","OP_9","Mammography Follow-up Rates","7.4",,"07/01/2012","06/30/2013"
"280030","ALEGENT CREIGHTON HEALTH CREIGHTON UNIVERSITY MED","NE","OP_10","Abdomen CT Use of Contrast Material","5.9",,"07/01/2012","06/30/2013"
"280030","ALEGENT CREIGHTON HEALTH CREIGHTON UNIVERSITY MED","NE","OP_11","Thorax CT Use of Contrast Material","0.9",,"07/01/2012","06/30/2013"
"280030","ALEGENT CREIGHTON HEALTH CREIGHTON UNIVERSITY MED","NE","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","6.0",,"07/01/2012","06/30/2013"
"280030","ALEGENT CREIGHTON HEALTH CREIGHTON UNIVERSITY MED","NE","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"280030","ALEGENT CREIGHTON HEALTH CREIGHTON UNIVERSITY MED","NE","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1","07/01/2012","06/30/2013"
"280030","ALEGENT CREIGHTON HEALTH CREIGHTON UNIVERSITY MED","NE","OP_9","Mammography Follow-up Rates","8.2",,"07/01/2012","06/30/2013"
"280032","MARY LANNING HEALTHCARE","NE","OP_10","Abdomen CT Use of Contrast Material","3.9",,"07/01/2012","06/30/2013"
"280032","MARY LANNING HEALTHCARE","NE","OP_11","Thorax CT Use of Contrast Material","1.6",,"07/01/2012","06/30/2013"
"280032","MARY LANNING HEALTHCARE","NE","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","3.1",,"07/01/2012","06/30/2013"
"280032","MARY LANNING HEALTHCARE","NE","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"280032","MARY LANNING HEALTHCARE","NE","OP_8","MRI Lumbar Spine for Low Back Pain","36.3",,"07/01/2012","06/30/2013"
"280032","MARY LANNING HEALTHCARE","NE","OP_9","Mammography Follow-up Rates","8.2",,"07/01/2012","06/30/2013"
"280040","THE NEBRASKA METHODIST HOSPITAL","NE","OP_10","Abdomen CT Use of Contrast Material","2.0",,"07/01/2012","06/30/2013"
"280040","THE NEBRASKA METHODIST HOSPITAL","NE","OP_11","Thorax CT Use of Contrast Material","0.0",,"07/01/2012","06/30/2013"
"280040","THE NEBRASKA METHODIST HOSPITAL","NE","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","5.2",,"07/01/2012","06/30/2013"
"280040","THE NEBRASKA METHODIST HOSPITAL","NE","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","1.3",,"07/01/2012","06/30/2013"
"280040","THE NEBRASKA METHODIST HOSPITAL","NE","OP_8","MRI Lumbar Spine for Low Back Pain","44.6",,"07/01/2012","06/30/2013"
"280040","THE NEBRASKA METHODIST HOSPITAL","NE","OP_9","Mammography Follow-up Rates","7.9",,"07/01/2012","06/30/2013"
"280060","ALEGENT CREIGHTON HEALTH BERGAN MERCY MEDICAL CTR","NE","OP_10","Abdomen CT Use of Contrast Material","3.4",,"07/01/2012","06/30/2013"
"280060","ALEGENT CREIGHTON HEALTH BERGAN MERCY MEDICAL CTR","NE","OP_11","Thorax CT Use of Contrast Material","0.0",,"07/01/2012","06/30/2013"
"280060","ALEGENT CREIGHTON HEALTH BERGAN MERCY MEDICAL CTR","NE","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","6.1",,"07/01/2012","06/30/2013"
"280060","ALEGENT CREIGHTON HEALTH BERGAN MERCY MEDICAL CTR","NE","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"280060","ALEGENT CREIGHTON HEALTH BERGAN MERCY MEDICAL CTR","NE","OP_8","MRI Lumbar Spine for Low Back Pain","48.2",,"07/01/2012","06/30/2013"
