Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,HBIPS-2_Measure_Description,HBIPS-2_Overall_Rate_Per_1000,HBIPS-2_Overall_Num,HBIPS-2_Overall_Den,HBIPS-2_Overall_Footnote,HBIPS-2_1-12_Rate_Per_1000,HBIPS-2_1-12_Num,HBIPS-2_1-12_Den,HBIPS-2_1-12_Footnote,HBIPS-2_13-17_Rate_Per_1000,HBIPS-2_13-17_Num,HBIPS-2_13-17_Den,HBIPS-2_13-17_Footnote,HBIPS-2_18-64_Rate_Per_1000,HBIPS-2_18-64_Num,HBIPS-2_18-64_Den,HBIPS-2_18-64_Footnote,HBIPS-2_65_Over_Rate_Per_1000,HBIPS-2_65_Over_Num,HBIPS-2_65_Over_Den,HBIPS-2_65_Over_Footnote,HBIPS-3_Measure_Description,HBIPS-3_Overall_Rate_Per_1000,HBIPS-3_Overall_Num,HBIPS-3_Overall_Den,HBIPS-3_Overall_Footnote,HBIPS-3_1-12_Rate_Per_1000,HBIPS-3_1-12_Num,HBIPS-3_1-12_Den,HBIPS-3_1-12_Footnote,HBIPS-3_13-17_Rate_Per_1000,HBIPS-3_13-17_Num,HBIPS-3_13-17_Den,HBIPS-3_13-17_Footnote,HBIPS-3_18-64_Rate_Per_1000,HBIPS-3_18-64_Num,HBIPS-3_18-64_Den,HBIPS-3_18-64_Footnote,HBIPS-3_65_Over_Rate_Per_1000,HBIPS-3_65_Over_Num,HBIPS-3_65_Over_Den,HBIPS-3_65_Over_Footnote,HBIPS-4_Measure_Description,HBIPS-4_Overall_%_of_Total,HBIPS-4_Overall_Num,HBIPS-4_Overall_Den,HBIPS-4_Overall_Footnote,HBIPS-4_1-12_%_of_Total,HBIPS-4_1-12_Num,HBIPS-4_1-12_Den,HBIPS-4_1-12_Footnote,HBIPS-4_13-17_%_of_Total,HBIPS-4_13-17_Num,HBIPS-4_13-17_Den,HBIPS-4_13-17_Footnote,HBIPS-4_18-64_%_of_Total,HBIPS-4_18-64_Num,HBIPS-4_18-64_Den,HBIPS-4_18-64_Footnote,HBIPS-4_65_Over_%_of_Total,HBIPS-4_65_Over_Num,HBIPS-4_65_Over_Den,HBIPS-4_65_Over_Footnote,HBIPS-5_Measure_Description,HBIPS-5_Overall_%_of_Total,HBIPS-5_Overall_Num,HBIPS-5_Overall_Den,HBIPS-5_Overall_Footnote,HBIPS-5_1-12_%_of_Total,HBIPS-5_1-12_Num,HBIPS-5_1-12_Den,HBIPS-5_1-12_Footnote,HBIPS-5_13-17_%_of_Total,HBIPS-5_13-17_Num,HBIPS-5_13-17_Den,HBIPS-5_13-17_Footnote,HBIPS-5_18-64_%_of_Total,HBIPS-5_18-64_Num,HBIPS-5_18-64_Den,HBIPS-5_18-64_Footnote,HBIPS-5_65_Over_%_of_Total,HBIPS-5_65_Over_Num,HBIPS-5_65_Over_Den,HBIPS-5_65_Over_Footnote,HBIPS-6_Measure_Description,HBIPS-6_Overall_%_of_Total,HBIPS-6_Overall_Num,HBIPS-6_Overall_Den,HBIPS-6_Overall_Footnote,HBIPS-6_1-12_%_of_Total,HBIPS-6_1-12_Num,HBIPS-6_1-12_Den,HBIPS-6_1-12_Footnote,HBIPS-6_13-17_%_of_Total,HBIPS-6_13-17_Num,HBIPS-6_13-17_Den,HBIPS-6_13-17_Footnote,HBIPS-6_18-64_%_of_Total,HBIPS-6_18-64_Num,HBIPS-6_18-64_Den,HBIPS-6_18-64_Footnote,HBIPS-6_65_Over_%_of_Total,HBIPS-6_65_Over_Num,HBIPS-6_65_Over_Den,HBIPS-6_65_Over_Footnote,HBIPS-7_Measure_Description,HBIPS-7_Overall_%_of_Total,HBIPS-7_Overall_Num,HBIPS-7_Overall_Den,HBIPS-7_Overall_Footnote,HBIPS-7_1-12_%_of_Total,HBIPS-7_1-12_Num,HBIPS-7_1-12_Den,HBIPS-7_1-12_Footnote,HBIPS-7_13-17_%_of_Total,HBIPS-7_13-17_Num,HBIPS-7_13-17_Den,HBIPS-7_13-17_Footnote,HBIPS-7_18-64_%_of_Total,HBIPS-7_18-64_Num,HBIPS-7_18-64_Den,HBIPS-7_18-64_Footnote,HBIPS-7_65_Over_%_of_Total,HBIPS-7_65_Over_Num,HBIPS-7_65_Over_Den,HBIPS-7_65_Over_Footnote,Start_Date,End_Date
"390173","INDIANA REGIONAL MEDICAL CENTER","835 HOSPITAL ROAD,  PO BOX 788","INDIANA","PA","15701","INDIANA","Hours of physical-restraint use","0.00","0.00","1506","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","354","","0.00","0.00","1152","","Hours of seclusion","0.00","0.00","1506","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","354","","0.00","0.00","1152","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","0.00","0","133","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","43","","0.00","0","90","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","0.00","0","133","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","43","","0.00","0","90","","10/01/2012","03/31/2013"
"390174","THOMAS JEFFERSON UNIVERSITY HOSPITAL","111 SOUTH 11TH STREET","PHILADELPHIA","PA","19107","PHILADELPHIA","Hours of physical-restraint use","0.35","92.93","11190","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.36","83.43","9584","","0.25","9.50","1606","","Hours of seclusion","0.00","0.00","3190","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","1584","","0.00","0.00","1606","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","100.00","293","293","","Not Available","0","0","7","Not Available","0","0","7","100.00","215","215","","100.00","78","78","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","31.06","91","293","","Not Available","0","0","7","Not Available","0","0","7","21.86","47","215","","56.41","44","78","","10/01/2012","03/31/2013"
"390180","CROZER CHESTER MEDICAL CENTER","ONE MEDICAL CENTER BOULEVARD","UPLAND","PA","19013","DELAWARE","Hours of physical-restraint use","0.42","61.75","6189","","0.20","4.25","900","","0.00","0.00","846","","0.51","50.20","4080","","0.84","7.30","363","","Hours of seclusion","2.91","432.45","6189","","3.56","76.80","900","","0.85","17.25","846","","3.46","338.40","4080","","0.00","0.00","363","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","98.25","337","343","","100.00","47","47","","98.78","81","82","","97.55","159","163","","98.04","50","51","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","93.29","320","343","","95.74","45","47","","95.12","78","82","","93.25","152","163","","88.24","45","51","","10/01/2012","03/31/2013"
"390184","HIGHLANDS HOSPITAL","401 EAST MURPHY AVENUE","CONNELLSVILLE","PA","15425","FAYETTE","Hours of physical-restraint use","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Hours of seclusion","0.26","9.00","1467","","Not Available","0.00","0","7","0.00","0.00","238","","0.00","0.00","1123","","3.54","9.00","106","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","99.45","180","181","","Not Available","0","0","7","100.00","66","66","","98.92","92","93","","100.00","22","22","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","97.79","177","181","","Not Available","0","0","7","100.00","66","66","","95.70","89","93","","100.00","22","22","","10/01/2012","03/31/2013"
"390197","SACRED HEART HOSPITAL","421 CHEW STREET","ALLENTOWN","PA","18102","LEHIGH","Hours of physical-restraint use","0.28","31.78","4674","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.47","12.75","1142","","0.22","19.03","3532","","Hours of seclusion","0.00","0.00","4674","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","1142","","0.00","0.00","3532","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","96.68","349","361","","Not Available","0","0","7","Not Available","0","0","7","97.14","68","70","","96.56","281","291","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","92.52","334","361","","Not Available","0","0","7","Not Available","0","0","7","88.57","62","70","","93.47","272","291","","10/01/2012","03/31/2013"
"390198","MILLCREEK COMMUNITY HOSPITAL","5515 PEACH STREET","ERIE","PA","16509","ERIE","Hours of physical-restraint use","0.00","14.36","153744","","0.00","0.08","9264","","0.01","8.20","25224","","0.00","6.08","103536","","0.00","0.00","15720","","Hours of seclusion","0.00","18.17","153744","","0.00","0.00","9264","","0.00","1.00","25224","","0.01","17.17","103536","","0.00","0.00","15720","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","99.71","349","350","","100.00","61","61","","100.00","88","88","","100.00","139","139","","98.39","61","62","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","99.71","349","350","","100.00","61","61","","100.00","88","88","","100.00","139","139","","98.39","61","62","","10/01/2012","03/31/2013"
"390201","POCONO MEDICAL CENTER","206 EAST BROWN STREET","EAST STROUDSBURG","PA","18301","MONROE","Hours of physical-restraint use","0.51","39.50","3208","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.57","39.50","2899","","0.00","0.00","309","","Hours of seclusion","0.83","64.00","3208","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.92","64.00","2899","","0.00","0.00","309","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","97.34","329","338","","Not Available","0","0","7","Not Available","0","0","7","97.20","312","321","","100.00","17","17","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","85.80","290","338","","Not Available","0","0","7","Not Available","0","0","7","85.36","274","321","","94.12","16","17","","10/01/2012","03/31/2013"
"390223","PENN PRESBYTERIAN MEDICAL CENTER","51 NORTH 39TH STREET","PHILADELPHIA","PA","19104","PHILADELPHIA","Hours of physical-restraint use","0.16","9.85","2531","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.16","9.85","2531","","Not Available","0.00","0","7","Hours of seclusion","0.00","0.00","2531","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","2531","","Not Available","0.00","0","7","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","77.68","355","457","","Not Available","0","0","7","Not Available","0","0","7","77.68","355","457","","Not Available","0","0","7","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","50.33","230","457","","Not Available","0","0","7","Not Available","0","0","7","50.33","230","457","","Not Available","0","0","7","10/01/2012","03/31/2013"
"390225","EPHRATA COMMUNITY HOSPITAL","169 MARTIN AVENUE","EPHRATA","PA","17522","LANCASTER","Hours of physical-restraint use","1.56","15.95","427","","Not Available","0.00","0","7","Not Available","0.00","0","7","1.85","15.95","360","","0.00","0.00","67","","Hours of seclusion","14.21","145.58","427","","Not Available","0.00","0","7","Not Available","0.00","0","7","16.85","145.58","360","","0.00","0.00","67","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","98.81","83","84","","Not Available","0","0","7","Not Available","0","0","7","100.00","76","76","","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","16.67","14","84","","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","10/01/2012","03/31/2013"
"390226","PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS","800 SPRUCE STREET","PHILADELPHIA","PA","19107","PHILADELPHIA","Hours of physical-restraint use","0.14","21.65","6633","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.16","21.65","5664","","0.00","0.00","969","","Hours of seclusion","0.24","38.56","6633","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.27","36.31","5664","","0.10","2.25","969","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","18.96","113","596","","Not Available","0","0","7","Not Available","0","0","7","20.23","107","529","","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","15.27","91","596","","Not Available","0","0","7","Not Available","0","0","7","16.64","88","529","","Not Available","Not Available","Not Available","1","10/01/2012","03/31/2013"
