"State","Diagnosis Related Group","Denominator","Footnote","Measure Start Date","Measure End Date"
"OR","Cervical spinal fusion w/o CC/MCC","327","","10/01/2012","09/30/2013"
"PA","Cervical spinal fusion w/o CC/MCC","943","","10/01/2012","09/30/2013"
"PR","Cervical spinal fusion w/o CC/MCC","42","","10/01/2012","09/30/2013"
"RI","Cervical spinal fusion w/o CC/MCC","72","","10/01/2012","09/30/2013"
"SC","Cervical spinal fusion w/o CC/MCC","849","","10/01/2012","09/30/2013"
"SD","Cervical spinal fusion w/o CC/MCC","119","","10/01/2012","09/30/2013"
"TN","Cervical spinal fusion w/o CC/MCC","1099","","10/01/2012","09/30/2013"
"TX","Cervical spinal fusion w/o CC/MCC","2663","","10/01/2012","09/30/2013"
"UT","Cervical spinal fusion w/o CC/MCC","218","","10/01/2012","09/30/2013"
"VA","Cervical spinal fusion w/o CC/MCC","852","","10/01/2012","09/30/2013"
"VT","Cervical spinal fusion w/o CC/MCC","31","","10/01/2012","09/30/2013"
"WA","Cervical spinal fusion w/o CC/MCC","624","","10/01/2012","09/30/2013"
"WI","Cervical spinal fusion w/o CC/MCC","316","","10/01/2012","09/30/2013"
"WV","Cervical spinal fusion w/o CC/MCC","157","","10/01/2012","09/30/2013"
"WY","Cervical spinal fusion w/o CC/MCC","72","","10/01/2012","09/30/2013"
"AK","Cervical spinal fusion w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AL","Cervical spinal fusion w MCC","70","","10/01/2012","09/30/2013"
"AR","Cervical spinal fusion w MCC","32","","10/01/2012","09/30/2013"
"AZ","Cervical spinal fusion w MCC","62","","10/01/2012","09/30/2013"
"CA","Cervical spinal fusion w MCC","314","","10/01/2012","09/30/2013"
"CO","Cervical spinal fusion w MCC","52","","10/01/2012","09/30/2013"
"CT","Cervical spinal fusion w MCC","34","","10/01/2012","09/30/2013"
"DC","Cervical spinal fusion w MCC","31","","10/01/2012","09/30/2013"
"DE","Cervical spinal fusion w MCC","14","","10/01/2012","09/30/2013"
"FL","Cervical spinal fusion w MCC","258","","10/01/2012","09/30/2013"
"GA","Cervical spinal fusion w MCC","112","","10/01/2012","09/30/2013"
"HI","Cervical spinal fusion w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"IA","Cervical spinal fusion w MCC","31","","10/01/2012","09/30/2013"
"ID","Cervical spinal fusion w MCC","21","","10/01/2012","09/30/2013"
"IL","Cervical spinal fusion w MCC","160","","10/01/2012","09/30/2013"
"IN","Cervical spinal fusion w MCC","73","","10/01/2012","09/30/2013"
"KS","Cervical spinal fusion w MCC","33","","10/01/2012","09/30/2013"
"KY","Cervical spinal fusion w MCC","49","","10/01/2012","09/30/2013"
"LA","Cervical spinal fusion w MCC","56","","10/01/2012","09/30/2013"
"MA","Cervical spinal fusion w MCC","76","","10/01/2012","09/30/2013"
"MD","Cervical spinal fusion w MCC","89","","10/01/2012","09/30/2013"
"ME","Cervical spinal fusion w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"MI","Cervical spinal fusion w MCC","141","","10/01/2012","09/30/2013"
"MN","Cervical spinal fusion w MCC","50","","10/01/2012","09/30/2013"
"MO","Cervical spinal fusion w MCC","78","","10/01/2012","09/30/2013"
"MS","Cervical spinal fusion w MCC","50","","10/01/2012","09/30/2013"
"MT","Cervical spinal fusion w MCC","11","","10/01/2012","09/30/2013"
"NC","Cervical spinal fusion w MCC","139","","10/01/2012","09/30/2013"
"ND","Cervical spinal fusion w MCC","13","","10/01/2012","09/30/2013"
"NE","Cervical spinal fusion w MCC","11","","10/01/2012","09/30/2013"
"NH","Cervical spinal fusion w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"NJ","Cervical spinal fusion w MCC","58","","10/01/2012","09/30/2013"
"NM","Cervical spinal fusion w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"NV","Cervical spinal fusion w MCC","35","","10/01/2012","09/30/2013"
"NY","Cervical spinal fusion w MCC","127","","10/01/2012","09/30/2013"
"OH","Cervical spinal fusion w MCC","133","","10/01/2012","09/30/2013"
"OK","Cervical spinal fusion w MCC","39","","10/01/2012","09/30/2013"
"OR","Cervical spinal fusion w MCC","27","","10/01/2012","09/30/2013"
"PA","Cervical spinal fusion w MCC","124","","10/01/2012","09/30/2013"
"PR","Cervical spinal fusion w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"RI","Cervical spinal fusion w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"SC","Cervical spinal fusion w MCC","55","","10/01/2012","09/30/2013"
"SD","Cervical spinal fusion w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"TN","Cervical spinal fusion w MCC","104","","10/01/2012","09/30/2013"
"TX","Cervical spinal fusion w MCC","317","","10/01/2012","09/30/2013"
"UT","Cervical spinal fusion w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"VA","Cervical spinal fusion w MCC","83","","10/01/2012","09/30/2013"
"VT","Cervical spinal fusion w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"WA","Cervical spinal fusion w MCC","66","","10/01/2012","09/30/2013"
"WI","Cervical spinal fusion w MCC","40","","10/01/2012","09/30/2013"
"WV","Cervical spinal fusion w MCC","21","","10/01/2012","09/30/2013"
"WY","Cervical spinal fusion w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AK","Cervical spinal fusion w CC","21","","10/01/2012","09/30/2013"
"AL","Cervical spinal fusion w CC","247","","10/01/2012","09/30/2013"
"AR","Cervical spinal fusion w CC","140","","10/01/2012","09/30/2013"
"AZ","Cervical spinal fusion w CC","228","","10/01/2012","09/30/2013"
"CA","Cervical spinal fusion w CC","828","","10/01/2012","09/30/2013"
"CO","Cervical spinal fusion w CC","241","","10/01/2012","09/30/2013"
"CT","Cervical spinal fusion w CC","82","","10/01/2012","09/30/2013"
"DC","Cervical spinal fusion w CC","48","","10/01/2012","09/30/2013"
"DE","Cervical spinal fusion w CC","40","","10/01/2012","09/30/2013"
"FL","Cervical spinal fusion w CC","854","","10/01/2012","09/30/2013"
"GA","Cervical spinal fusion w CC","366","","10/01/2012","09/30/2013"
"HI","Cervical spinal fusion w CC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"IA","Cervical spinal fusion w CC","75","","10/01/2012","09/30/2013"
"ID","Cervical spinal fusion w CC","66","","10/01/2012","09/30/2013"
"IL","Cervical spinal fusion w CC","494","","10/01/2012","09/30/2013"
"IN","Cervical spinal fusion w CC","226","","10/01/2012","09/30/2013"
"KS","Cervical spinal fusion w CC","94","","10/01/2012","09/30/2013"
"KY","Cervical spinal fusion w CC","179","","10/01/2012","09/30/2013"
"LA","Cervical spinal fusion w CC","189","","10/01/2012","09/30/2013"
"MA","Cervical spinal fusion w CC","189","","10/01/2012","09/30/2013"
"MD","Cervical spinal fusion w CC","288","","10/01/2012","09/30/2013"
"ME","Cervical spinal fusion w CC","37","","10/01/2012","09/30/2013"
"MI","Cervical spinal fusion w CC","447","","10/01/2012","09/30/2013"
"MN","Cervical spinal fusion w CC","211","","10/01/2012","09/30/2013"
"MO","Cervical spinal fusion w CC","287","","10/01/2012","09/30/2013"
"MS","Cervical spinal fusion w CC","126","","10/01/2012","09/30/2013"
"MT","Cervical spinal fusion w CC","46","","10/01/2012","09/30/2013"
"NC","Cervical spinal fusion w CC","437","","10/01/2012","09/30/2013"
"ND","Cervical spinal fusion w CC","45","","10/01/2012","09/30/2013"
"NE","Cervical spinal fusion w CC","85","","10/01/2012","09/30/2013"
"NH","Cervical spinal fusion w CC","34","","10/01/2012","09/30/2013"
"NJ","Cervical spinal fusion w CC","150","","10/01/2012","09/30/2013"
"NM","Cervical spinal fusion w CC","31","","10/01/2012","09/30/2013"
"NV","Cervical spinal fusion w CC","116","","10/01/2012","09/30/2013"
"NY","Cervical spinal fusion w CC","430","","10/01/2012","09/30/2013"
"OH","Cervical spinal fusion w CC","438","","10/01/2012","09/30/2013"
"OK","Cervical spinal fusion w CC","180","","10/01/2012","09/30/2013"
"OR","Cervical spinal fusion w CC","125","","10/01/2012","09/30/2013"
"PA","Cervical spinal fusion w CC","449","","10/01/2012","09/30/2013"
"PR","Cervical spinal fusion w CC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"RI","Cervical spinal fusion w CC","32","","10/01/2012","09/30/2013"
"SC","Cervical spinal fusion w CC","211","","10/01/2012","09/30/2013"
"SD","Cervical spinal fusion w CC","48","","10/01/2012","09/30/2013"
"TN","Cervical spinal fusion w CC","315","","10/01/2012","09/30/2013"
"TX","Cervical spinal fusion w CC","980","","10/01/2012","09/30/2013"
"UT","Cervical spinal fusion w CC","60","","10/01/2012","09/30/2013"
"VA","Cervical spinal fusion w CC","279","","10/01/2012","09/30/2013"
"VT","Cervical spinal fusion w CC","16","","10/01/2012","09/30/2013"
"WA","Cervical spinal fusion w CC","203","","10/01/2012","09/30/2013"
"WI","Cervical spinal fusion w CC","153","","10/01/2012","09/30/2013"
"WV","Cervical spinal fusion w CC","55","","10/01/2012","09/30/2013"
"WY","Cervical spinal fusion w CC","22","","10/01/2012","09/30/2013"
"AK","Spinal fusion except cervical w/o MCC","137","","10/01/2012","09/30/2013"
"AL","Spinal fusion except cervical w/o MCC","1757","","10/01/2012","09/30/2013"
"AR","Spinal fusion except cervical w/o MCC","837","","10/01/2012","09/30/2013"
"AZ","Spinal fusion except cervical w/o MCC","1364","","10/01/2012","09/30/2013"
"CA","Spinal fusion except cervical w/o MCC","4592","","10/01/2012","09/30/2013"
"CO","Spinal fusion except cervical w/o MCC","1533","","10/01/2012","09/30/2013"
"CT","Spinal fusion except cervical w/o MCC","669","","10/01/2012","09/30/2013"
"DC","Spinal fusion except cervical w/o MCC","306","","10/01/2012","09/30/2013"
"DE","Spinal fusion except cervical w/o MCC","411","","10/01/2012","09/30/2013"
"FL","Spinal fusion except cervical w/o MCC","5760","","10/01/2012","09/30/2013"
"GA","Spinal fusion except cervical w/o MCC","2508","","10/01/2012","09/30/2013"
"HI","Spinal fusion except cervical w/o MCC","94","","10/01/2012","09/30/2013"
"IA","Spinal fusion except cervical w/o MCC","744","","10/01/2012","09/30/2013"
"ID","Spinal fusion except cervical w/o MCC","570","","10/01/2012","09/30/2013"
"IL","Spinal fusion except cervical w/o MCC","2536","","10/01/2012","09/30/2013"
"IN","Spinal fusion except cervical w/o MCC","1901","","10/01/2012","09/30/2013"
"KS","Spinal fusion except cervical w/o MCC","970","","10/01/2012","09/30/2013"
"KY","Spinal fusion except cervical w/o MCC","990","","10/01/2012","09/30/2013"
"LA","Spinal fusion except cervical w/o MCC","1079","","10/01/2012","09/30/2013"
"MA","Spinal fusion except cervical w/o MCC","1265","","10/01/2012","09/30/2013"
"MD","Spinal fusion except cervical w/o MCC","1326","","10/01/2012","09/30/2013"
"ME","Spinal fusion except cervical w/o MCC","336","","10/01/2012","09/30/2013"
"MI","Spinal fusion except cervical w/o MCC","3118","","10/01/2012","09/30/2013"
"MN","Spinal fusion except cervical w/o MCC","1144","","10/01/2012","09/30/2013"
"MO","Spinal fusion except cervical w/o MCC","1954","","10/01/2012","09/30/2013"
"MS","Spinal fusion except cervical w/o MCC","618","","10/01/2012","09/30/2013"
"MT","Spinal fusion except cervical w/o MCC","419","","10/01/2012","09/30/2013"
"NC","Spinal fusion except cervical w/o MCC","2765","","10/01/2012","09/30/2013"
"ND","Spinal fusion except cervical w/o MCC","187","","10/01/2012","09/30/2013"
"NE","Spinal fusion except cervical w/o MCC","596","","10/01/2012","09/30/2013"
"NH","Spinal fusion except cervical w/o MCC","306","","10/01/2012","09/30/2013"
"NJ","Spinal fusion except cervical w/o MCC","986","","10/01/2012","09/30/2013"
"NM","Spinal fusion except cervical w/o MCC","283","","10/01/2012","09/30/2013"
"NV","Spinal fusion except cervical w/o MCC","785","","10/01/2012","09/30/2013"
"NY","Spinal fusion except cervical w/o MCC","2584","","10/01/2012","09/30/2013"
"OH","Spinal fusion except cervical w/o MCC","2851","","10/01/2012","09/30/2013"
"OK","Spinal fusion except cervical w/o MCC","1133","","10/01/2012","09/30/2013"
"OR","Spinal fusion except cervical w/o MCC","859","","10/01/2012","09/30/2013"
"PA","Spinal fusion except cervical w/o MCC","2661","","10/01/2012","09/30/2013"
"PR","Spinal fusion except cervical w/o MCC","105","","10/01/2012","09/30/2013"
"RI","Spinal fusion except cervical w/o MCC","243","","10/01/2012","09/30/2013"
"SC","Spinal fusion except cervical w/o MCC","1867","","10/01/2012","09/30/2013"
"SD","Spinal fusion except cervical w/o MCC","461","","10/01/2012","09/30/2013"
"TN","Spinal fusion except cervical w/o MCC","2122","","10/01/2012","09/30/2013"
"TX","Spinal fusion except cervical w/o MCC","5549","","10/01/2012","09/30/2013"
"UT","Spinal fusion except cervical w/o MCC","693","","10/01/2012","09/30/2013"
"VA","Spinal fusion except cervical w/o MCC","2346","","10/01/2012","09/30/2013"
"VI","Spinal fusion except cervical w/o MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"VT","Spinal fusion except cervical w/o MCC","126","","10/01/2012","09/30/2013"
"WA","Spinal fusion except cervical w/o MCC","1433","","10/01/2012","09/30/2013"
"WI","Spinal fusion except cervical w/o MCC","995","","10/01/2012","09/30/2013"
"WV","Spinal fusion except cervical w/o MCC","228","","10/01/2012","09/30/2013"
"WY","Spinal fusion except cervical w/o MCC","224","","10/01/2012","09/30/2013"
"AK","Spinal fusion except cervical w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AL","Spinal fusion except cervical w MCC","78","","10/01/2012","09/30/2013"
"AR","Spinal fusion except cervical w MCC","27","","10/01/2012","09/30/2013"
"AZ","Spinal fusion except cervical w MCC","85","","10/01/2012","09/30/2013"
"CA","Spinal fusion except cervical w MCC","345","","10/01/2012","09/30/2013"
"CO","Spinal fusion except cervical w MCC","128","","10/01/2012","09/30/2013"
"CT","Spinal fusion except cervical w MCC","43","","10/01/2012","09/30/2013"
"DC","Spinal fusion except cervical w MCC","26","","10/01/2012","09/30/2013"
"DE","Spinal fusion except cervical w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"FL","Spinal fusion except cervical w MCC","301","","10/01/2012","09/30/2013"
"GA","Spinal fusion except cervical w MCC","145","","10/01/2012","09/30/2013"
"HI","Spinal fusion except cervical w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"IA","Spinal fusion except cervical w MCC","56","","10/01/2012","09/30/2013"
"ID","Spinal fusion except cervical w MCC","24","","10/01/2012","09/30/2013"
"IL","Spinal fusion except cervical w MCC","200","","10/01/2012","09/30/2013"
