"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"SD","Emergency Department","OP 18","OP_18b","113","","10/01/2012","09/30/2013"
"TN","Emergency Department","OP 18","OP_18b","131","","10/01/2012","09/30/2013"
"TX","Emergency Department","OP 18","OP_18b","127","","10/01/2012","09/30/2013"
"UT","Emergency Department","OP 18","OP_18b","123","","10/01/2012","09/30/2013"
"VA","Emergency Department","OP 18","OP_18b","167","","10/01/2012","09/30/2013"
"VI","Emergency Department","OP 18","OP_18b","Not Available","","10/01/2012","09/30/2013"
"VT","Emergency Department","OP 18","OP_18b","136","","10/01/2012","09/30/2013"
"WA","Emergency Department","OP 18","OP_18b","135","","10/01/2012","09/30/2013"
"WI","Emergency Department","OP 18","OP_18b","121","","10/01/2012","09/30/2013"
"WV","Emergency Department","OP 18","OP_18b","142","","10/01/2012","09/30/2013"
"WY","Emergency Department","OP 18","OP_18b","116","","10/01/2012","09/30/2013"
"AK","Emergency Department","Door to diagnostic eval","OP_20","24","","10/01/2012","09/30/2013"
"AL","Emergency Department","Door to diagnostic eval","OP_20","31","","10/01/2012","09/30/2013"
"AR","Emergency Department","Door to diagnostic eval","OP_20","26","","10/01/2012","09/30/2013"
"AS","Emergency Department","Door to diagnostic eval","OP_20","Not Available","","10/01/2012","09/30/2013"
"AZ","Emergency Department","Door to diagnostic eval","OP_20","27","","10/01/2012","09/30/2013"
"CA","Emergency Department","Door to diagnostic eval","OP_20","29","","10/01/2012","09/30/2013"
"CO","Emergency Department","Door to diagnostic eval","OP_20","20","","10/01/2012","09/30/2013"
"CT","Emergency Department","Door to diagnostic eval","OP_20","28","","10/01/2012","09/30/2013"
"DC","Emergency Department","Door to diagnostic eval","OP_20","53","","10/01/2012","09/30/2013"
"DE","Emergency Department","Door to diagnostic eval","OP_20","40","","10/01/2012","09/30/2013"
"FL","Emergency Department","Door to diagnostic eval","OP_20","26","","10/01/2012","09/30/2013"
"GA","Emergency Department","Door to diagnostic eval","OP_20","32","","10/01/2012","09/30/2013"
"GU","Emergency Department","Door to diagnostic eval","OP_20","Not Available","","10/01/2012","09/30/2013"
"HI","Emergency Department","Door to diagnostic eval","OP_20","21","","10/01/2012","09/30/2013"
"IA","Emergency Department","Door to diagnostic eval","OP_20","21","","10/01/2012","09/30/2013"
"ID","Emergency Department","Door to diagnostic eval","OP_20","21","","10/01/2012","09/30/2013"
"IL","Emergency Department","Door to diagnostic eval","OP_20","28","","10/01/2012","09/30/2013"
"IN","Emergency Department","Door to diagnostic eval","OP_20","22","","10/01/2012","09/30/2013"
"KS","Emergency Department","Door to diagnostic eval","OP_20","18","","10/01/2012","09/30/2013"
"KY","Emergency Department","Door to diagnostic eval","OP_20","23","","10/01/2012","09/30/2013"
"LA","Emergency Department","Door to diagnostic eval","OP_20","27","","10/01/2012","09/30/2013"
"MA","Emergency Department","Door to diagnostic eval","OP_20","36","","10/01/2012","09/30/2013"
"MD","Emergency Department","Door to diagnostic eval","OP_20","Not Available","","10/01/2012","09/30/2013"
"ME","Emergency Department","Door to diagnostic eval","OP_20","28","","10/01/2012","09/30/2013"
"MI","Emergency Department","Door to diagnostic eval","OP_20","22","","10/01/2012","09/30/2013"
"MN","Emergency Department","Door to diagnostic eval","OP_20","31","","10/01/2012","09/30/2013"
"MO","Emergency Department","Door to diagnostic eval","OP_20","26","","10/01/2012","09/30/2013"
"MP","Emergency Department","Door to diagnostic eval","OP_20","Not Available","","10/01/2012","09/30/2013"
"MS","Emergency Department","Door to diagnostic eval","OP_20","29","","10/01/2012","09/30/2013"
"MT","Emergency Department","Door to diagnostic eval","OP_20","23","","10/01/2012","09/30/2013"
"NC","Emergency Department","Door to diagnostic eval","OP_20","34","","10/01/2012","09/30/2013"
"ND","Emergency Department","Door to diagnostic eval","OP_20","22","","10/01/2012","09/30/2013"
"NE","Emergency Department","Door to diagnostic eval","OP_20","21","","10/01/2012","09/30/2013"
"NH","Emergency Department","Door to diagnostic eval","OP_20","30","","10/01/2012","09/30/2013"
"NJ","Emergency Department","Door to diagnostic eval","OP_20","32","","10/01/2012","09/30/2013"
"NM","Emergency Department","Door to diagnostic eval","OP_20","28","","10/01/2012","09/30/2013"
"NV","Emergency Department","Door to diagnostic eval","OP_20","22","","10/01/2012","09/30/2013"
"NY","Emergency Department","Door to diagnostic eval","OP_20","35","","10/01/2012","09/30/2013"
"OH","Emergency Department","Door to diagnostic eval","OP_20","22","","10/01/2012","09/30/2013"
"OK","Emergency Department","Door to diagnostic eval","OP_20","24","","10/01/2012","09/30/2013"
"OR","Emergency Department","Door to diagnostic eval","OP_20","27","","10/01/2012","09/30/2013"
"PA","Emergency Department","Door to diagnostic eval","OP_20","26","","10/01/2012","09/30/2013"
"PR","Emergency Department","Door to diagnostic eval","OP_20","Not Available","","10/01/2012","09/30/2013"
"RI","Emergency Department","Door to diagnostic eval","OP_20","37","","10/01/2012","09/30/2013"
"SC","Emergency Department","Door to diagnostic eval","OP_20","33","","10/01/2012","09/30/2013"
"SD","Emergency Department","Door to diagnostic eval","OP_20","18","","10/01/2012","09/30/2013"
"TN","Emergency Department","Door to diagnostic eval","OP_20","25","","10/01/2012","09/30/2013"
"TX","Emergency Department","Door to diagnostic eval","OP_20","26","","10/01/2012","09/30/2013"
"UT","Emergency Department","Door to diagnostic eval","OP_20","17","","10/01/2012","09/30/2013"
"VA","Emergency Department","Door to diagnostic eval","OP_20","35","","10/01/2012","09/30/2013"
"VI","Emergency Department","Door to diagnostic eval","OP_20","Not Available","","10/01/2012","09/30/2013"
"VT","Emergency Department","Door to diagnostic eval","OP_20","27","","10/01/2012","09/30/2013"
"WA","Emergency Department","Door to diagnostic eval","OP_20","22","","10/01/2012","09/30/2013"
"WI","Emergency Department","Door to diagnostic eval","OP_20","19","","10/01/2012","09/30/2013"
"WV","Emergency Department","Door to diagnostic eval","OP_20","30","","10/01/2012","09/30/2013"
"WY","Emergency Department","Door to diagnostic eval","OP_20","16","","10/01/2012","09/30/2013"
"AK","Emergency Department","Median time to pain med","OP_21","57","","10/01/2012","09/30/2013"
"AL","Emergency Department","Median time to pain med","OP_21","69","","10/01/2012","09/30/2013"
"AR","Emergency Department","Median time to pain med","OP_21","66","","10/01/2012","09/30/2013"
"AS","Emergency Department","Median time to pain med","OP_21","Not Available","","10/01/2012","09/30/2013"
"AZ","Emergency Department","Median time to pain med","OP_21","58","","10/01/2012","09/30/2013"
"CA","Emergency Department","Median time to pain med","OP_21","62","","10/01/2012","09/30/2013"
"CO","Emergency Department","Median time to pain med","OP_21","45","","10/01/2012","09/30/2013"
"CT","Emergency Department","Median time to pain med","OP_21","55","","10/01/2012","09/30/2013"
"DC","Emergency Department","Median time to pain med","OP_21","80","","10/01/2012","09/30/2013"
"DE","Emergency Department","Median time to pain med","OP_21","72","","10/01/2012","09/30/2013"
"FL","Emergency Department","Median time to pain med","OP_21","60","","10/01/2012","09/30/2013"
"GA","Emergency Department","Median time to pain med","OP_21","64","","10/01/2012","09/30/2013"
"GU","Emergency Department","Median time to pain med","OP_21","Not Available","","10/01/2012","09/30/2013"
"HI","Emergency Department","Median time to pain med","OP_21","51","","10/01/2012","09/30/2013"
"IA","Emergency Department","Median time to pain med","OP_21","46","","10/01/2012","09/30/2013"
"ID","Emergency Department","Median time to pain med","OP_21","46","","10/01/2012","09/30/2013"
"IL","Emergency Department","Median time to pain med","OP_21","52","","10/01/2012","09/30/2013"
"IN","Emergency Department","Median time to pain med","OP_21","52","","10/01/2012","09/30/2013"
"KS","Emergency Department","Median time to pain med","OP_21","47","","10/01/2012","09/30/2013"
"KY","Emergency Department","Median time to pain med","OP_21","56","","10/01/2012","09/30/2013"
"LA","Emergency Department","Median time to pain med","OP_21","61","","10/01/2012","09/30/2013"
"MA","Emergency Department","Median time to pain med","OP_21","59","","10/01/2012","09/30/2013"
"MD","Emergency Department","Median time to pain med","OP_21","Not Available","","10/01/2012","09/30/2013"
"ME","Emergency Department","Median time to pain med","OP_21","52","","10/01/2012","09/30/2013"
"MI","Emergency Department","Median time to pain med","OP_21","55","","10/01/2012","09/30/2013"
"MN","Emergency Department","Median time to pain med","OP_21","45","","10/01/2012","09/30/2013"
"MO","Emergency Department","Median time to pain med","OP_21","52","","10/01/2012","09/30/2013"
"MP","Emergency Department","Median time to pain med","OP_21","Not Available","","10/01/2012","09/30/2013"
"MS","Emergency Department","Median time to pain med","OP_21","68","","10/01/2012","09/30/2013"
"MT","Emergency Department","Median time to pain med","OP_21","47","","10/01/2012","09/30/2013"
"NC","Emergency Department","Median time to pain med","OP_21","67","","10/01/2012","09/30/2013"
"ND","Emergency Department","Median time to pain med","OP_21","52","","10/01/2012","09/30/2013"
"NE","Emergency Department","Median time to pain med","OP_21","42","","10/01/2012","09/30/2013"
"NH","Emergency Department","Median time to pain med","OP_21","59","","10/01/2012","09/30/2013"
"NJ","Emergency Department","Median time to pain med","OP_21","58","","10/01/2012","09/30/2013"
"NM","Emergency Department","Median time to pain med","OP_21","57","","10/01/2012","09/30/2013"
"NV","Emergency Department","Median time to pain med","OP_21","54","","10/01/2012","09/30/2013"
"NY","Emergency Department","Median time to pain med","OP_21","61","","10/01/2012","09/30/2013"
"OH","Emergency Department","Median time to pain med","OP_21","54","","10/01/2012","09/30/2013"
"OK","Emergency Department","Median time to pain med","OP_21","55","","10/01/2012","09/30/2013"
"OR","Emergency Department","Median time to pain med","OP_21","56","","10/01/2012","09/30/2013"
"PA","Emergency Department","Median time to pain med","OP_21","58","","10/01/2012","09/30/2013"
"PR","Emergency Department","Median time to pain med","OP_21","Not Available","","10/01/2012","09/30/2013"
"RI","Emergency Department","Median time to pain med","OP_21","54","","10/01/2012","09/30/2013"
"SC","Emergency Department","Median time to pain med","OP_21","61","","10/01/2012","09/30/2013"
"SD","Emergency Department","Median time to pain med","OP_21","44","","10/01/2012","09/30/2013"
"TN","Emergency Department","Median time to pain med","OP_21","60","","10/01/2012","09/30/2013"
"TX","Emergency Department","Median time to pain med","OP_21","57","","10/01/2012","09/30/2013"
"UT","Emergency Department","Median time to pain med","OP_21","43","","10/01/2012","09/30/2013"
"VA","Emergency Department","Median time to pain med","OP_21","56","","10/01/2012","09/30/2013"
"VI","Emergency Department","Median time to pain med","OP_21","Not Available","","10/01/2012","09/30/2013"
"VT","Emergency Department","Median time to pain med","OP_21","61","","10/01/2012","09/30/2013"
"WA","Emergency Department","Median time to pain med","OP_21","52","","10/01/2012","09/30/2013"
"WI","Emergency Department","Median time to pain med","OP_21","42","","10/01/2012","09/30/2013"
"WV","Emergency Department","Median time to pain med","OP_21","67","","10/01/2012","09/30/2013"
"WY","Emergency Department","Median time to pain med","OP_21","46","","10/01/2012","09/30/2013"
"AK","Emergency Department","Left before being seen","OP_22","3","","01/01/2012","12/31/2012"
"AL","Emergency Department","Left before being seen","OP_22","3","","01/01/2012","12/31/2012"
"AR","Emergency Department","Left before being seen","OP_22","3","","01/01/2012","12/31/2012"
"AZ","Emergency Department","Left before being seen","OP_22","2","","01/01/2012","12/31/2012"
"CA","Emergency Department","Left before being seen","OP_22","3","","01/01/2012","12/31/2012"
"CO","Emergency Department","Left before being seen","OP_22","2","","01/01/2012","12/31/2012"
"CT","Emergency Department","Left before being seen","OP_22","2","","01/01/2012","12/31/2012"
"DC","Emergency Department","Left before being seen","OP_22","3","","01/01/2012","12/31/2012"
"DE","Emergency Department","Left before being seen","OP_22","3","","01/01/2012","12/31/2012"
"FL","Emergency Department","Left before being seen","OP_22","2","","01/01/2012","12/31/2012"
"GA","Emergency Department","Left before being seen","OP_22","3","","01/01/2012","12/31/2012"
"HI","Emergency Department","Left before being seen","OP_22","1","","01/01/2012","12/31/2012"
"IA","Emergency Department","Left before being seen","OP_22","1","","01/01/2012","12/31/2012"
"ID","Emergency Department","Left before being seen","OP_22","1","","01/01/2012","12/31/2012"
"IL","Emergency Department","Left before being seen","OP_22","3","","01/01/2012","12/31/2012"
"IN","Emergency Department","Left before being seen","OP_22","2","","01/01/2012","12/31/2012"
"KS","Emergency Department","Left before being seen","OP_22","2","","01/01/2012","12/31/2012"
"KY","Emergency Department","Left before being seen","OP_22","2","","01/01/2012","12/31/2012"
"LA","Emergency Department","Left before being seen","OP_22","3","","01/01/2012","12/31/2012"
"MA","Emergency Department","Left before being seen","OP_22","2","","01/01/2012","12/31/2012"
"MD","Emergency Department","Left before being seen","OP_22","3","","01/01/2012","12/31/2012"
"ME","Emergency Department","Left before being seen","OP_22","1","","01/01/2012","12/31/2012"
"MI","Emergency Department","Left before being seen","OP_22","2","","01/01/2012","12/31/2012"
"MN","Emergency Department","Left before being seen","OP_22","2","","01/01/2012","12/31/2012"
"MO","Emergency Department","Left before being seen","OP_22","3","","01/01/2012","12/31/2012"
"MS","Emergency Department","Left before being seen","OP_22","3","","01/01/2012","12/31/2012"
"MT","Emergency Department","Left before being seen","OP_22","2","","01/01/2012","12/31/2012"
"NC","Emergency Department","Left before being seen","OP_22","3","","01/01/2012","12/31/2012"
"ND","Emergency Department","Left before being seen","OP_22","1","","01/01/2012","12/31/2012"
"NE","Emergency Department","Left before being seen","OP_22","1","","01/01/2012","12/31/2012"
"NH","Emergency Department","Left before being seen","OP_22","1","","01/01/2012","12/31/2012"
"NJ","Emergency Department","Left before being seen","OP_22","2","","01/01/2012","12/31/2012"
"NM","Emergency Department","Left before being seen","OP_22","4","","01/01/2012","12/31/2012"
"NV","Emergency Department","Left before being seen","OP_22","2","","01/01/2012","12/31/2012"
"NY","Emergency Department","Left before being seen","OP_22","2","","01/01/2012","12/31/2012"
"OH","Emergency Department","Left before being seen","OP_22","2","","01/01/2012","12/31/2012"
"OK","Emergency Department","Left before being seen","OP_22","2","","01/01/2012","12/31/2012"
"OR","Emergency Department","Left before being seen","OP_22","2","","01/01/2012","12/31/2012"
"PA","Emergency Department","Left before being seen","OP_22","1","","01/01/2012","12/31/2012"
"RI","Emergency Department","Left before being seen","OP_22","2","","01/01/2012","12/31/2012"
"SC","Emergency Department","Left before being seen","OP_22","3","","01/01/2012","12/31/2012"
"SD","Emergency Department","Left before being seen","OP_22","1","","01/01/2012","12/31/2012"
"TN","Emergency Department","Left before being seen","OP_22","2","","01/01/2012","12/31/2012"
