"Provider Number","Hospital Name","Condition","Measure Name","Category","Mortality Rate","Lower Mortality Estimate","Upper Mortality Estimate","Number of Patients","Footnote"
"330115","ONEIDA HEALTHCARE CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",15.7,11.3,20.9,12,
"330115","ONEIDA HEALTHCARE CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",14.5,9.9,20.4,48,
"330115","ONEIDA HEALTHCARE CENTER","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",15.8,11.2,22,104,
"330119","LENOX HILL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",13.8,10.7,17.7,98,
"330119","LENOX HILL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",8.9,6.6,11.9,201,
"330119","LENOX HILL HOSPITAL","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",9.9,7.5,12.8,226,
"330125","ROCHESTER GENERAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",15.6,12.4,19.4,176,
"330125","ROCHESTER GENERAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",12.2,9.6,15.3,302,
"330125","ROCHESTER GENERAL HOSPITAL","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",9.6,6.9,13,173,
"330126","ORANGE REGIONAL MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",14.7,11.2,18.9,98,
"330126","ORANGE REGIONAL MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",10.5,8.2,13.3,265,
"330126","ORANGE REGIONAL MEDICAL CENTER","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",10.9,8.3,13.8,296,
"330127","JACOBI MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",14.5,11.2,18.4,66,
"330127","JACOBI MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",11.2,7.7,15.8,48,
"330127","JACOBI MEDICAL CENTER","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",11.5,7.5,17.2,41,
"330128","ELMHURST HOSPITAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",15.4,11.5,20.2,17,
"330128","ELMHURST HOSPITAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",13.4,9.4,19,53,
"330128","ELMHURST HOSPITAL CENTER","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",14.3,10.3,19.4,82,
"330132","TLC HEALTH NETWORK","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",16.2,12,21.3,24,
"330132","TLC HEALTH NETWORK","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",15.2,10.5,21.1,45,
"330132","TLC HEALTH NETWORK","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",13.2,9.3,18.4,56,
"330135","BON SECOURS COMMUNITY HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",16.3,12.4,21,31,
"330135","BON SECOURS COMMUNITY HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",11.8,8.4,16.5,64,
"330135","BON SECOURS COMMUNITY HOSPITAL","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",11.2,7.8,15.6,91,
"330136","MARY IMOGENE BASSETT HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",15.4,11.8,20,78,
"330136","MARY IMOGENE BASSETT HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",9,6.5,12.4,123,
"330136","MARY IMOGENE BASSETT HOSPITAL","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",14,10.1,19.2,92,
"330140","ST JOSEPH'S HOSPITAL HEALTH CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",14.8,11.9,18.2,257,
"330140","ST JOSEPH'S HOSPITAL HEALTH CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",9.5,7.5,12.1,395,
"330140","ST JOSEPH'S HOSPITAL HEALTH CENTER","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",10.6,8.4,13.2,433,
"330141","BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",15.7,12.7,19.2,149,
"330141","BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",12.7,10.1,15.7,248,
"330141","BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",10.4,8.1,13.5,261,
"330144","IRA DAVENPORT MEMORIAL HOSPITAL, INC","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",16.4,11.9,22.5,9,
"330144","IRA DAVENPORT MEMORIAL HOSPITAL, INC","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",11.9,8.2,17,50,
"330144","IRA DAVENPORT MEMORIAL HOSPITAL, INC","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",10.7,7,16.2,41,
"330151","ST JAMES MERCY HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",16.4,12.6,20.9,19,
"330151","ST JAMES MERCY HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",11.5,7.9,16.5,43,
"330151","ST JAMES MERCY HOSPITAL","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",9.9,6.9,14.1,88,
"330152","LONG ISLAND COLLEGE HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",15.1,11.6,19.9,47,
"330152","LONG ISLAND COLLEGE HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",8.9,6.1,12.6,121,
"330152","LONG ISLAND COLLEGE HOSPITAL","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",10.2,6.9,14.6,84,
"330153","ELLIS HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",15.9,12.7,19.5,164,
"330153","ELLIS HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",9.5,7.2,12.4,248,
"330153","ELLIS HOSPITAL","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",11.7,8.8,15.3,178,
"330157","SAMARITAN MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",15.6,12,20.1,41,
"330157","SAMARITAN MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",11.5,8.4,15.5,131,
"330157","SAMARITAN MEDICAL CENTER","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",12,8.7,16.1,170,
"330158","GOOD SAMARITAN HOSPITAL OF SUFFERN","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",14.5,11.4,18.1,139,
"330158","GOOD SAMARITAN HOSPITAL OF SUFFERN","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",10.2,7.6,13.5,169,
"330158","GOOD SAMARITAN HOSPITAL OF SUFFERN","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",9.6,7.3,12.4,227,
"330159","COMMUNITY-GENERAL HOSPITAL OF GREATER SYRACUSE","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",15.6,12,20,64,
"330159","COMMUNITY-GENERAL HOSPITAL OF GREATER SYRACUSE","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",12,9,15.5,164,
"330159","COMMUNITY-GENERAL HOSPITAL OF GREATER SYRACUSE","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Worse than U.S. National Rate",15.1,12.1,18.8,267,
"330160","STATEN ISLAND UNIVERSITY HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",17,13.9,20.7,153,
"330160","STATEN ISLAND UNIVERSITY HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",12.2,9.7,15.2,282,
"330160","STATEN ISLAND UNIVERSITY HOSPITAL","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",11.6,8.9,14.9,206,
"330162","NORTHERN WESTCHESTER HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",14.9,11.1,19.3,36,
"330162","NORTHERN WESTCHESTER HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",10.6,7.5,14.6,93,
"330162","NORTHERN WESTCHESTER HOSPITAL","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",12.1,9,16,128,
"330163","LOCKPORT MEMORIAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",18,13.9,22.5,40,
"330163","LOCKPORT MEMORIAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",10.9,7.6,15.1,72,
"330163","LOCKPORT MEMORIAL HOSPITAL","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",12.8,9.3,17.4,128,
"330164","HIGHLAND HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",16.5,12.7,20.9,42,
"330164","HIGHLAND HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",14.2,10.4,18.9,79,
"330164","HIGHLAND HOSPITAL","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",10.5,7.6,14.1,146,
"330166","WESTFIELD MEMORIAL HOSPITAL, INC","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",16.4,12.4,21.1,1,
"330166","WESTFIELD MEMORIAL HOSPITAL, INC","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",12.1,8,17.6,12,
"330166","WESTFIELD MEMORIAL HOSPITAL, INC","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",10.6,7,15.2,32,
"330167","WINTHROP-UNIVERSITY HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",17.2,13.9,21.1,184,
"330167","WINTHROP-UNIVERSITY HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",10.6,8.3,13.1,385,
"330167","WINTHROP-UNIVERSITY HOSPITAL","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",9.5,7.3,12.2,299,
"330169","BETH ISRAEL MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",13.4,10.9,16.4,251,
"330169","BETH ISRAEL MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",9.3,7.5,11.4,446,
"330169","BETH ISRAEL MEDICAL CENTER","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",9.9,7.8,12.6,354,
"330175","CORTLAND REGIONAL MEDICAL CENTER, INC","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",15.3,11.8,19.1,23,
"330175","CORTLAND REGIONAL MEDICAL CENTER, INC","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",11.4,8.6,15.1,98,
"330175","CORTLAND REGIONAL MEDICAL CENTER, INC","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",11.9,9,15.5,169,
"330177","EDWARD JOHN  NOBLE HOSPITAL OF GOUVERNEUR","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",15.6,10.9,21.7,12,
"330177","EDWARD JOHN  NOBLE HOSPITAL OF GOUVERNEUR","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",10.1,6.7,15.3,32,
"330177","EDWARD JOHN  NOBLE HOSPITAL OF GOUVERNEUR","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",13.5,8.9,19.9,28,
"330180","SAMARITAN HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",15.6,11.6,20.8,23,
"330180","SAMARITAN HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Worse than U.S. National Rate",16.4,12.3,21.6,99,
"330180","SAMARITAN HOSPITAL","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",11,7.9,15.1,133,
"330181","GLEN COVE HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",15.5,11.8,19.8,36,
"330181","GLEN COVE HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",9.9,7.4,12.8,163,
"330181","GLEN COVE HOSPITAL","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",12.1,9,16.1,132,
"330182","ST FRANCIS HOSPITAL, ROSLYN","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",14.5,11.4,18.3,196,
"330182","ST FRANCIS HOSPITAL, ROSLYN","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Better than U.S. National Rate",8.4,6.6,10.5,538,
"330182","ST FRANCIS HOSPITAL, ROSLYN","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",8.3,5.8,11.5,119,
"330184","SOUND SHORE MEDICAL CENTER OF WESTSCHESTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",16.6,13.1,20.9,86,
"330184","SOUND SHORE MEDICAL CENTER OF WESTSCHESTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",9.5,7,12.6,166,
"330184","SOUND SHORE MEDICAL CENTER OF WESTSCHESTER","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",9.6,6.9,13,142,
"330185","JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",14.4,11.3,17.8,134,
"330185","JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",10.3,7.9,13.4,232,
"330185","JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",8.4,6.1,11.4,182,
"330188","MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",16.2,12.5,20.4,48,
"330188","MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",9.8,7.3,13.2,174,
"330188","MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",9.4,6.5,13.1,75,
"330189","ALBANY MEDICAL CENTER / SOUTH CLINICAL CAMPUS","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack",,,,,,"5         "
"330189","ALBANY MEDICAL CENTER / SOUTH CLINICAL CAMPUS","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure",,,,,,"5         "
"330189","ALBANY MEDICAL CENTER / SOUTH CLINICAL CAMPUS","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia",,,,,,"5         "
"330191","GLENS FALLS HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",15.3,12,19.4,121,
"330191","GLENS FALLS HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",10.7,8.2,14.1,222,
"330191","GLENS FALLS HOSPITAL","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",14,10.9,17.6,247,
"330193","FLUSHING HOSPITAL MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",17.5,13.4,22.2,60,
