"State","MS-DRG ID","MS-DRG Name","Medicare Payment Range","Number Of Cases"
"FL","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","4517 - 5253","2370"
"GA","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","4901 - 5537","867"
"GU","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","3633 - 4838","*"
"HI","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","5551 - 6868","51"
"IA","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","4541 - 4878","320"
"ID","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","4673 - 5163","152"
"IL","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","4883 - 6108","1226"
"IN","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","4688 - 5249","813"
"KS","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","4385 - 5409","314"
"KY","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","4836 - 5447","690"
"LA","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","4489 - 5685","518"
"MA","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","5549 - 7175","725"
"MD","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","5320 - 8855","434"
"ME","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","5111 - 5660","224"
"MI","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","4860 - 5698","1476"
"MN","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","4997 - 5961","623"
"MO","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","4505 - 5275","872"
"MS","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","4565 - 5154","475"
"MT","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","4334 - 5006","114"
"NC","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","4793 - 5515","975"
"ND","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","4281 - 5186","117"
"NE","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","4644 - 5027","293"
"NH","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","5262 - 7293","107"
"NJ","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","5470 - 6620","779"
"NM","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","4879 - 5782","224"
"NV","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","5172 - 6117","225"
"NY","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","2657 - 7601","2045"
"OH","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","4523 - 5301","1409"
"OK","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","4466 - 5309","532"
"OR","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","1024 - 5456","347"
"PA","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","1024 - 5451","1507"
"PR","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","2608 - 3051","270"
"RI","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","1045 - 7275","139"
"SC","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","4774 - 5362","636"
"SD","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","4465 - 5036","183"
"TN","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","4468 - 5163","748"
"TX","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","4659 - 5542","2367"
"UT","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","4522 - 5212","209"
"VA","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","4531 - 5184","859"
"VI","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","1870 - 2740","*"
"VT","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","6235 - 7249","46"
"WA","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","5409 - 6079","651"
"WI","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","4727 - 5392","626"
"WV","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","4235 - 5046","304"
"WY","743","Uterine & adnexa proc for non-malignancy w/o CC/MCC","4699 - 5112","66"
"AK","748","Female reproductive system reconstructive procedures","6343 - 6839","31"
"AL","748","Female reproductive system reconstructive procedures","3991 - 4408","764"
"AR","748","Female reproductive system reconstructive procedures","4290 - 4656","405"
"AZ","748","Female reproductive system reconstructive procedures","1024 - 4987","428"
"CA","748","Female reproductive system reconstructive procedures","4719 - 6248","1865"
"CO","748","Female reproductive system reconstructive procedures","4346 - 4881","270"
"CT","748","Female reproductive system reconstructive procedures","5160 - 6088","296"
"DC","748","Female reproductive system reconstructive procedures","6137 - 6636","19"
"DE","748","Female reproductive system reconstructive procedures","5112 - 5419","80"
"FL","748","Female reproductive system reconstructive procedures","4104 - 4556","1656"
"GA","748","Female reproductive system reconstructive procedures","4483 - 4940","585"
"GU","748","Female reproductive system reconstructive procedures","3030 - 3030","*"
"HI","748","Female reproductive system reconstructive procedures","5275 - 6269","29"
"IA","748","Female reproductive system reconstructive procedures","4117 - 4453","167"
"ID","748","Female reproductive system reconstructive procedures","4111 - 4700","106"
"IL","748","Female reproductive system reconstructive procedures","4313 - 5097","717"
"IN","748","Female reproductive system reconstructive procedures","4291 - 4651","368"
"KS","748","Female reproductive system reconstructive procedures","3917 - 4937","244"
"KY","748","Female reproductive system reconstructive procedures","4465 - 4931","321"
"LA","748","Female reproductive system reconstructive procedures","3997 - 4789","323"
"MA","748","Female reproductive system reconstructive procedures","4847 - 6482","387"
"MD","748","Female reproductive system reconstructive procedures","4682 - 8918","296"
"ME","748","Female reproductive system reconstructive procedures","4666 - 5020","113"
"MI","748","Female reproductive system reconstructive procedures","4434 - 5232","1001"
"MN","748","Female reproductive system reconstructive procedures","4520 - 4937","311"
"MO","748","Female reproductive system reconstructive procedures","4120 - 4980","452"
"MS","748","Female reproductive system reconstructive procedures","4078 - 4652","345"
"MT","748","Female reproductive system reconstructive procedures","3885 - 4570","59"
"NC","748","Female reproductive system reconstructive procedures","4380 - 4840","539"
"ND","748","Female reproductive system reconstructive procedures","3907 - 4491","54"
"NE","748","Female reproductive system reconstructive procedures","4152 - 4514","159"
"NH","748","Female reproductive system reconstructive procedures","4864 - 6691","58"
"NJ","748","Female reproductive system reconstructive procedures","5188 - 6053","482"
"NM","748","Female reproductive system reconstructive procedures","4304 - 5035","148"
"NV","748","Female reproductive system reconstructive procedures","1024 - 5041","203"
"NY","748","Female reproductive system reconstructive procedures","1382 - 6760","967"
"OH","748","Female reproductive system reconstructive procedures","4115 - 4831","839"
"OK","748","Female reproductive system reconstructive procedures","4104 - 4412","515"
"OR","748","Female reproductive system reconstructive procedures","1024 - 4987","290"
"PA","748","Female reproductive system reconstructive procedures","1024 - 4947","1094"
"PR","748","Female reproductive system reconstructive procedures","85 - 2771","108"
"RI","748","Female reproductive system reconstructive procedures","1024 - 6641","103"
"SC","748","Female reproductive system reconstructive procedures","4358 - 4894","538"
"SD","748","Female reproductive system reconstructive procedures","3987 - 4530","56"
"TN","748","Female reproductive system reconstructive procedures","4015 - 4588","552"
"TX","748","Female reproductive system reconstructive procedures","4253 - 4873","1639"
"UT","748","Female reproductive system reconstructive procedures","4147 - 4812","156"
"VA","748","Female reproductive system reconstructive procedures","4091 - 4719","513"
"VT","748","Female reproductive system reconstructive procedures","6597 - 6667","26"
"WA","748","Female reproductive system reconstructive procedures","4805 - 5519","514"
"WI","748","Female reproductive system reconstructive procedures","4327 - 4958","355"
"WV","748","Female reproductive system reconstructive procedures","3866 - 4576","208"
"WY","748","Female reproductive system reconstructive procedures","4289 - 4666","41"
"AK","190","Chronic obstructive pulmonary disease w MCC","8925 - 10009","135"
"AL","190","Chronic obstructive pulmonary disease w MCC","5590 - 6156","3104"
"AR","190","Chronic obstructive pulmonary disease w MCC","5789 - 6227","1534"
"AZ","190","Chronic obstructive pulmonary disease w MCC","5358 - 7017","2263"
"CA","190","Chronic obstructive pulmonary disease w MCC","6769 - 9264","9601"
"CO","190","Chronic obstructive pulmonary disease w MCC","6025 - 6804","1155"
"CT","190","Chronic obstructive pulmonary disease w MCC","7052 - 8491","1911"
"DC","190","Chronic obstructive pulmonary disease w MCC","8478 - 9214","258"
"DE","190","Chronic obstructive pulmonary disease w MCC","6699 - 7624","526"
"FL","190","Chronic obstructive pulmonary disease w MCC","5734 - 6428","10520"
"GA","190","Chronic obstructive pulmonary disease w MCC","5969 - 6850","3801"
"GU","190","Chronic obstructive pulmonary disease w MCC","2937 - 7670","23"
"HI","190","Chronic obstructive pulmonary disease w MCC","7116 - 8821","263"
"IA","190","Chronic obstructive pulmonary disease w MCC","5757 - 6180","1068"
"ID","190","Chronic obstructive pulmonary disease w MCC","5784 - 6468","282"
"IL","190","Chronic obstructive pulmonary disease w MCC","6111 - 7172","6804"
"IN","190","Chronic obstructive pulmonary disease w MCC","5933 - 6480","4288"
"KS","190","Chronic obstructive pulmonary disease w MCC","5559 - 6221","1168"
"KY","190","Chronic obstructive pulmonary disease w MCC","5902 - 6857","3999"
"LA","190","Chronic obstructive pulmonary disease w MCC","5687 - 6564","2388"
"MA","190","Chronic obstructive pulmonary disease w MCC","6661 - 7928","3645"
"MD","190","Chronic obstructive pulmonary disease w MCC","5153 - 11261","3114"
"ME","190","Chronic obstructive pulmonary disease w MCC","6106 - 7015","590"
"MI","190","Chronic obstructive pulmonary disease w MCC","6227 - 7312","6227"
"MN","190","Chronic obstructive pulmonary disease w MCC","6148 - 6896","1516"
"MO","190","Chronic obstructive pulmonary disease w MCC","5706 - 6710","3305"
"MP","190","Chronic obstructive pulmonary disease w MCC","1948 - 4074","*"
"MS","190","Chronic obstructive pulmonary disease w MCC","5757 - 6497","1767"
"MT","190","Chronic obstructive pulmonary disease w MCC","5566 - 6224","267"
"NC","190","Chronic obstructive pulmonary disease w MCC","6115 - 6770","4953"
"ND","190","Chronic obstructive pulmonary disease w MCC","5498 - 6322","216"
"NE","190","Chronic obstructive pulmonary disease w MCC","5842 - 6471","719"
"NH","190","Chronic obstructive pulmonary disease w MCC","6562 - 6958","531"
"NJ","190","Chronic obstructive pulmonary disease w MCC","6799 - 8218","4683"
"NM","190","Chronic obstructive pulmonary disease w MCC","6193 - 7085","545"
"NV","190","Chronic obstructive pulmonary disease w MCC","6121 - 7107","817"
"NY","190","Chronic obstructive pulmonary disease w MCC","5760 - 9770","8132"
"OH","190","Chronic obstructive pulmonary disease w MCC","5774 - 6528","8114"
"OK","190","Chronic obstructive pulmonary disease w MCC","5700 - 6346","2229"
"OR","190","Chronic obstructive pulmonary disease w MCC","1024 - 6944","824"
"PA","190","Chronic obstructive pulmonary disease w MCC","1621 - 6680","7822"
"PR","190","Chronic obstructive pulmonary disease w MCC","3553 - 3955","431"
"RI","190","Chronic obstructive pulmonary disease w MCC","4481 - 8726","588"
"SC","190","Chronic obstructive pulmonary disease w MCC","5987 - 6701","2304"
"SD","190","Chronic obstructive pulmonary disease w MCC","6141 - 6542","227"
"TN","190","Chronic obstructive pulmonary disease w MCC","5649 - 6503","4669"
"TX","190","Chronic obstructive pulmonary disease w MCC","5950 - 6875","9782"
"UT","190","Chronic obstructive pulmonary disease w MCC","5835 - 6546","323"
"VA","190","Chronic obstructive pulmonary disease w MCC","5727 - 6506","3445"
"VI","190","Chronic obstructive pulmonary disease w MCC","9540 - 9540","*"
"VT","190","Chronic obstructive pulmonary disease w MCC","6745 - 9282","144"
"WA","190","Chronic obstructive pulmonary disease w MCC","6622 - 7598","1719"
"WI","190","Chronic obstructive pulmonary disease w MCC","5981 - 6706","1978"
"WV","190","Chronic obstructive pulmonary disease w MCC","5522 - 6185","1885"
"WY","190","Chronic obstructive pulmonary disease w MCC","6073 - 7133","149"
"AK","191","Chronic obstructive pulmonary disease w CC","7537 - 8775","99"
"AL","191","Chronic obstructive pulmonary disease w CC","4720 - 5160","4035"
"AR","191","Chronic obstructive pulmonary disease w CC","4926 - 5269","1692"
"AS","191","Chronic obstructive pulmonary disease w CC","3203 - 3203","*"
"AZ","191","Chronic obstructive pulmonary disease w CC","1024 - 5884","2076"
"CA","191","Chronic obstructive pulmonary disease w CC","5713 - 7700","9917"
"CO","191","Chronic obstructive pulmonary disease w CC","5087 - 5627","1284"
"CT","191","Chronic obstructive pulmonary disease w CC","5960 - 7173","1846"
"DC","191","Chronic obstructive pulmonary disease w CC","7061 - 7321","250"
"DE","191","Chronic obstructive pulmonary disease w CC","5657 - 6438","505"
"FL","191","Chronic obstructive pulmonary disease w CC","4840 - 5463","12346"
"GA","191","Chronic obstructive pulmonary disease w CC","5040 - 5799","4052"
"GU","191","Chronic obstructive pulmonary disease w CC","4545 - 8704","*"
"HI","191","Chronic obstructive pulmonary disease w CC","6243 - 7419","234"
"IA","191","Chronic obstructive pulmonary disease w CC","4891 - 5255","1213"
"ID","191","Chronic obstructive pulmonary disease w CC","4967 - 5509","295"
"IL","191","Chronic obstructive pulmonary disease w CC","5145 - 6025","6977"
"IN","191","Chronic obstructive pulmonary disease w CC","5003 - 5448","4339"
"KS","191","Chronic obstructive pulmonary disease w CC","4756 - 5252","1250"
"KY","191","Chronic obstructive pulmonary disease w CC","4881 - 5790","4302"
"LA","191","Chronic obstructive pulmonary disease w CC","4817 - 5454","2437"
"MA","191","Chronic obstructive pulmonary disease w CC","5660 - 6674","4121"
"MD","191","Chronic obstructive pulmonary disease w CC","4294 - 8872","3517"
"ME","191","Chronic obstructive pulmonary disease w CC","5226 - 5914","773"
"MI","191","Chronic obstructive pulmonary disease w CC","5272 - 6180","6386"
"MN","191","Chronic obstructive pulmonary disease w CC","5162 - 5833","1571"
"MO","191","Chronic obstructive pulmonary disease w CC","4884 - 5542","3609"
"MP","191","Chronic obstructive pulmonary disease w CC","1081 - 2472","*"
"MS","191","Chronic obstructive pulmonary disease w CC","4861 - 5486","2218"
"MT","191","Chronic obstructive pulmonary disease w CC","4828 - 5429","317"
"NC","191","Chronic obstructive pulmonary disease w CC","5163 - 5717","4917"
"ND","191","Chronic obstructive pulmonary disease w CC","4642 - 5336","187"
"NE","191","Chronic obstructive pulmonary disease w CC","4933 - 5464","761"
"NH","191","Chronic obstructive pulmonary disease w CC","5541 - 5875","609"
"NJ","191","Chronic obstructive pulmonary disease w CC","5818 - 6940","4844"
"NM","191","Chronic obstructive pulmonary disease w CC","5292 - 5982","499"
"NV","191","Chronic obstructive pulmonary disease w CC","5169 - 6569","856"
"NY","191","Chronic obstructive pulmonary disease w CC","4815 - 7466","9053"
"OH","191","Chronic obstructive pulmonary disease w CC","4885 - 5558","8008"
"OK","191","Chronic obstructive pulmonary disease w CC","4787 - 5273","2314"
"OR","191","Chronic obstructive pulmonary disease w CC","1024 - 5863","963"
"PA","191","Chronic obstructive pulmonary disease w CC","1071 - 5615","8602"
"PR","191","Chronic obstructive pulmonary disease w CC","3013 - 3334","558"
"RI","191","Chronic obstructive pulmonary disease w CC","5032 - 7158","698"
"SC","191","Chronic obstructive pulmonary disease w CC","4989 - 5709","2400"
"SD","191","Chronic obstructive pulmonary disease w CC","5232 - 5524","296"
"TN","191","Chronic obstructive pulmonary disease w CC","4770 - 5451","4960"
